tag-id,animal-id,animal-taxon,deploy-on-date,deploy-off-date,animal-comments,animal-life-stage,animal-reproductive-condition,animal-sex,attachment-type,data-processing-software,deployment-end-type,deployment-id,duty-cycle,manipulation-comments,manipulation-type,study-site,tag-manufacturer-name,tag-mass,tag-model,tag-readout-method
Bella6Tag,Bella6,Felis catus,2015-10-11 15:01:02.000,2015-10-16 07:44:23.000,Hunt: Yes; prey_p_month: 11,8 years,Spayed,f,collar,@Trip PC,removal,Bella6,3-min fixes,hrs_indoors: 2; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
SqueakyTag,Squeaky,Felis catus,2015-10-14 15:00:30.000,2015-10-22 14:56:58.000,Hunt: ; prey_p_month: 0,0 years,Not Fixed,m,collar,@Trip PC,removal,Squeaky,3-min fixes,hrs_indoors: 24; n_cats: 3,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
StalkyTag,Stalky,Felis catus,2015-10-14 15:02:10.000,2015-10-22 21:39:58.000,Hunt: ; prey_p_month: 0,10 years,Spayed,f,collar,@Trip PC,removal,Stalky,3-min fixes,hrs_indoors: 10; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
UnfriendlyTag,Unfriendly,Felis catus,2015-10-14 15:02:40.000,2015-10-22 14:59:00.000,Hunt: ; prey_p_month: 1,10 years,Spayed,f,collar,@Trip PC,removal,Unfriendly,3-min fixes,hrs_indoors: 10; n_cats: 2,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
BlueyTag,Bluey,Felis catus,2015-10-15 01:32:21.000,2015-10-22 14:57:47.000,Hunt: ; prey_p_month: 0,9 years,Neutered,m,collar,@Trip PC,removal,Bluey,3-min fixes,hrs_indoors: 11; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
ShanTag,Shan,Felis catus,2015-10-15 01:32:30.000,2015-10-22 14:55:44.000,Hunt: Yes; prey_p_month: 1,3 years,Neutered,m,collar,@Trip PC,removal,Shan,3-min fixes,hrs_indoors: 12; n_cats: 2,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
StitchTag,Stitch,Felis catus,2015-10-15 04:12:37.000,2015-10-21 08:05:16.000,Hunt: Yes; prey_p_month: 11,6 years,Neutered,m,collar,@Trip PC,removal,Stitch,3-min fixes,hrs_indoors: 10; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
PudsTag,Puds,Felis catus,2015-10-15 15:00:16.000,2015-10-20 20:32:39.000,Hunt: No; prey_p_month: 0,11 years,Spayed,f,collar,@Trip PC,removal,Puds,3-min fixes,hrs_indoors: 22; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
TommyTag,Tommy,Felis catus,2015-10-16 01:32:03.000,2015-10-23 14:57:06.000,Hunt: No; prey_p_month: 1,2 years,Neutered,m,collar,@Trip PC,removal,Tommy,3-min fixes,hrs_indoors: 23; n_cats: 2,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Max3Tag,Max3,Felis catus,2015-10-16 01:32:21.000,2015-10-23 14:59:13.000,Hunt: Yes; prey_p_month: 2,2 years,Neutered,m,collar,@Trip PC,removal,Max3,3-min fixes,hrs_indoors: 8; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
MoscowTag,Moscow,Felis catus,2015-10-16 01:32:52.000,2015-10-23 14:57:45.000,Hunt: Yes; prey_p_month: 0,4 years,Neutered,m,collar,@Trip PC,removal,Moscow,3-min fixes,hrs_indoors: 8; n_cats: 3,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
MrThomasTag,MrThomas,Felis catus,2015-10-16 01:32:58.000,2015-10-24 09:09:03.000,Hunt: No; prey_p_month: 0,10 years,Neutered,m,collar,@Trip PC,removal,MrThomas,3-min fixes,hrs_indoors: 1; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
MissyMitzTag,MissyMitz,Felis catus,2015-10-16 01:34:55.000,2015-10-22 14:02:02.000,Hunt: Yes; prey_p_month: 2,8 years,Spayed,f,collar,@Trip PC,removal,MissyMitz,3-min fixes,hrs_indoors: 12; n_cats: 3,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
JessieBeauTag,JessieBeau,Felis catus,2015-10-16 01:36:08.000,2015-10-22 18:02:11.000,Hunt: Yes; prey_p_month: 19,2 years,Neutered,m,collar,@Trip PC,removal,JessieBeau,3-min fixes,hrs_indoors: 18; n_cats: 4,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
SkoozieTag,Skoozie,Felis catus,2015-10-17 03:09:27.000,2015-10-23 08:53:32.000,Hunt: Yes; prey_p_month: 0,6 years,Spayed,f,collar,@Trip PC,removal,Skoozie,3-min fixes,hrs_indoors: 24; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
FrankieTag,Frankie,Felis catus,2015-11-11 01:48:33.000,2015-11-18 21:24:23.000,Hunt: Yes; prey_p_month: 9,0 years,Fixed, ,collar,@Trip PC,removal,Frankie,3-min fixes,hrs_indoors: 14; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
AnnieTag,Annie,Felis catus,2015-11-13 01:32:54.000,2015-11-21 14:57:05.000,Hunt: Yes; prey_p_month: 1,2 years,Spayed,f,collar,@Trip PC,removal,Annie,3-min fixes,hrs_indoors: 17; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
ZacTag,Zac,Felis catus,2015-11-13 01:32:57.000,2015-11-21 14:59:43.000,Hunt: Yes; prey_p_month: 1,2 years,Neutered,m,collar,@Trip PC,removal,Zac,3-min fixes,hrs_indoors: 18; n_cats: 2,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
PollyTag,Polly,Felis catus,2015-11-13 08:27:48.000,2015-11-18 20:20:49.000,Hunt: No; prey_p_month: 0,4 years,Spayed,f,collar,@Trip PC,removal,Polly,3-min fixes,hrs_indoors: 18; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
OnyxTag,Onyx,Felis catus,2015-11-13 15:02:23.000,2015-11-17 08:11:31.000,Hunt: Yes; prey_p_month: 21,1 year,Spayed,f,collar,@Trip PC,removal,Onyx,3-min fixes,hrs_indoors: 14; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
ChaseTag,Chase,Felis catus,2015-11-13 15:07:22.000,2015-11-19 18:14:06.000,Hunt: Yes; prey_p_month: 21,1 year,Spayed,f,collar,@Trip PC,removal,Chase,3-min fixes,hrs_indoors: 15; n_cats: 2,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
AstroTag,Astro,Felis catus,2015-11-20 01:32:05.000,2015-11-27 14:59:55.000,Hunt: Yes; prey_p_month: 8,2 years,Neutered,m,collar,@Trip PC,removal,Astro,3-min fixes,hrs_indoors: 10; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
LokiTag,Loki,Felis catus,2015-11-20 01:32:12.000,2015-11-28 06:50:11.000,Hunt: Yes; prey_p_month: 1,8 years,Neutered,m,collar,@Trip PC,removal,Loki,3-min fixes,hrs_indoors: 5; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
IsobelTag,Isobel,Felis catus,2015-11-20 01:32:52.000,2015-12-01 20:12:11.000,Hunt: Yes; prey_p_month: 1,8 years,Spayed,f,collar,@Trip PC,removal,Isobel,3-min fixes,hrs_indoors: 15; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
SquiggleTag,Squiggle,Felis catus,2015-11-23 15:01:16.000,2015-11-28 01:18:20.000,Hunt: Yes; prey_p_month: 0,2 years,Neutered,m,collar,@Trip PC,removal,Squiggle,3-min fixes,hrs_indoors: 9; n_cats: 2,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
OliTag,Oli,Felis catus,2015-11-23 15:01:52.000,2015-11-28 05:01:26.000,Hunt: Yes; prey_p_month: 0,1 year,Neutered,m,collar,@Trip PC,removal,Oli,3-min fixes,hrs_indoors: 9; n_cats: 4,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
SpotTag,Spot,Felis catus,2015-11-23 15:02:09.000,2015-11-27 04:38:03.000,Hunt: Yes; prey_p_month: 0,3 years,Neutered,m,collar,@Trip PC,removal,Spot,3-min fixes,hrs_indoors: 9; n_cats: 3,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Jasper3Tag,Jasper3,Felis catus,2015-11-23 15:11:55.000,2015-11-27 21:28:28.000,Hunt: ; prey_p_month: 0,1 year,Neutered,m,collar,@Trip PC,removal,Jasper3,3-min fixes,hrs_indoors: 9; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
JeddaTag,Jedda,Felis catus,2015-11-28 02:19:41.000,2015-12-05 12:12:45.000,Hunt: Yes; prey_p_month: 7,4 years,Spayed,f,collar,@Trip PC,removal,Jedda,3-min fixes,hrs_indoors: 10; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
ShmiffTag,Shmiff,Felis catus,2015-12-09 01:32:04.000,2015-12-16 14:58:33.000,Hunt: Yes; prey_p_month: 1,6 years,Spayed,f,collar,@Trip PC,removal,Shmiff,3-min fixes,hrs_indoors: 20; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Nelson3Tag,Nelson3,Felis catus,2015-12-09 15:00:46.000,2015-12-15 17:41:11.000,Hunt: Yes; prey_p_month: 0,7 years,Neutered,m,collar,@Trip PC,removal,Nelson3,3-min fixes,hrs_indoors: 2; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
ClaudeTag,Claude,Felis catus,2015-12-11 01:30:35.000,2015-12-20 14:59:14.000,Hunt: Yes; prey_p_month: 2,8 years,Neutered,m,collar,@Trip PC,removal,Claude,3-min fixes,hrs_indoors: 0; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
MaggieTag,Maggie,Felis catus,2015-12-11 01:31:58.000,2015-12-18 19:27:28.000,Hunt: Yes; prey_p_month: 1,7 years,Spayed,f,collar,@Trip PC,removal,Maggie,3-min fixes,hrs_indoors: 20; n_cats: 2,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Harry3Tag,Harry3,Felis catus,2015-12-11 01:34:44.000,2015-12-18 05:32:12.000,Hunt: Yes; prey_p_month: 1,4 years,Neutered,m,collar,@Trip PC,removal,Harry3,3-min fixes,hrs_indoors: 13; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Daisy2Tag,Daisy2,Felis catus,2015-12-11 01:35:33.000,2015-12-15 14:51:50.000,Hunt: Yes; prey_p_month: 5,6 years,Spayed,f,collar,@Trip PC,removal,Daisy2,3-min fixes,hrs_indoors: 8; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
BoTag,Bo,Felis catus,2015-12-11 02:18:20.000,2015-12-18 16:20:38.000,Hunt: Yes; prey_p_month: 2,4 years,Neutered,m,collar,@Trip PC,removal,Bo,3-min fixes,hrs_indoors: 14; n_cats: 2,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
AlbertTag,Albert,Felis catus,2015-12-11 15:02:13.000,2015-12-16 14:59:40.000,Hunt: Yes; prey_p_month: 1,9 years,Neutered,m,collar,@Trip PC,removal,Albert,3-min fixes,hrs_indoors: 16; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
CaddieTag,Caddie,Felis catus,2015-12-16 01:32:07.000,2015-12-22 15:24:22.000,Hunt: Yes; prey_p_month: 4,6 years,Spayed,f,collar,@Trip PC,removal,Caddie,3-min fixes,hrs_indoors: 14; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
KamirTag,Kamir,Felis catus,2015-12-16 01:32:33.000,2015-12-23 14:58:24.000,Hunt: Yes; prey_p_month: 4,13 years,Spayed,f,collar,@Trip PC,removal,Kamir,3-min fixes,hrs_indoors: 20; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
FizzgigTag,Fizzgig,Felis catus,2015-12-16 15:00:46.000,2015-12-23 14:58:31.000,Hunt: Yes; prey_p_month: 16,6 years,Spayed,f,collar,@Trip PC,removal,Fizzgig,3-min fixes,hrs_indoors: 10; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
ParisTag,Paris,Felis catus,2015-12-16 15:02:25.000,2015-12-23 14:51:50.000,Hunt: No; prey_p_month: 2,13 years,Neutered,m,collar,@Trip PC,removal,Paris,3-min fixes,hrs_indoors: 15; n_cats: 2,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Felix3Tag,Felix3,Felis catus,2015-12-17 01:32:34.000,2015-12-24 13:11:00.000,Hunt: Yes; prey_p_month: 4,2 years,Neutered,m,collar,@Trip PC,removal,Felix3,3-min fixes,hrs_indoors: 9; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Bel2Tag,Bel2,Felis catus,2015-12-20 23:25:37.000,2015-12-23 21:29:09.000,Hunt: No; prey_p_month: 0,12 years,Spayed,f,collar,@Trip PC,removal,Bel2,3-min fixes,hrs_indoors: 23; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
MeggsieTag,Meggsie,Felis catus,2015-12-21 15:02:00.000,2015-12-29 11:21:29.000,Hunt: Yes; prey_p_month: 4,6 years,Neutered,m,collar,@Trip PC,removal,Meggsie,3-min fixes,hrs_indoors: 14; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Rupert3Tag,Rupert3,Felis catus,2015-12-22 15:04:39.000,2015-12-29 03:27:48.000,Hunt: Yes; prey_p_month: 1,10 years,Neutered,m,collar,@Trip PC,removal,Rupert3,3-min fixes,hrs_indoors: 12; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
CelineTag,Celine,Felis catus,2015-12-23 01:32:28.000,2015-12-30 14:59:45.000,Hunt: Yes; prey_p_month: 1,3 years,Fixed, ,collar,@Trip PC,removal,Celine,3-min fixes,hrs_indoors: 1; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
BillyTag,Billy,Felis catus,2015-12-24 01:30:57.000,2016-01-01 07:38:15.000,Hunt: No; prey_p_month: 0,11 years,Neutered,m,collar,@Trip PC,removal,Billy,3-min fixes,hrs_indoors: 12; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Oscar2Tag,Oscar2,Felis catus,2015-12-24 02:15:55.000,2016-01-01 03:59:43.000,Hunt: Yes; prey_p_month: 5,7 years,Neutered,m,collar,@Trip PC,removal,Oscar2,3-min fixes,hrs_indoors: 3; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
BozTag,Boz,Felis catus,2015-12-24 02:52:56.000,2015-12-31 13:27:47.000,Hunt: No; prey_p_month: 0,6 years,Neutered,m,collar,@Trip PC,removal,Boz,3-min fixes,hrs_indoors: 19; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Truffles2Tag,Truffles2,Felis catus,2015-12-24 04:47:10.000,2015-12-30 14:57:26.000,Hunt: Yes; prey_p_month: 1,14 years,Neutered,m,collar,@Trip PC,removal,Truffles2,3-min fixes,hrs_indoors: 2; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Kitty5Tag,Kitty5,Felis catus,2015-12-24 15:02:57.000,2016-01-02 05:12:21.000,Hunt: Yes; prey_p_month: 5,2 years,Spayed,f,collar,@Trip PC,removal,Kitty5,3-min fixes,hrs_indoors: 9; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
JinxTag,Jinx,Felis catus,2015-12-25 01:47:43.000,2016-01-01 14:59:56.000,Hunt: Yes; prey_p_month: 7,1 year,Spayed,f,collar,@Trip PC,removal,Jinx,3-min fixes,hrs_indoors: 12; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
ChanelTag,Chanel,Felis catus,2016-01-15 01:32:04.000,2016-01-21 21:18:57.000,Hunt: Yes; prey_p_month: 4,8 years,Spayed,f,collar,@Trip PC,removal,Chanel,3-min fixes,hrs_indoors: 14; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
LouisTheBruiserTag,LouisTheBruiser,Felis catus,2016-01-15 02:34:12.000,2016-01-22 14:57:42.000,Hunt: Yes; prey_p_month: 2,12 years,Neutered,m,collar,@Trip PC,removal,LouisTheBruiser,3-min fixes,hrs_indoors: 12; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
PaulaTag,Paula,Felis catus,2016-01-15 15:02:47.000,2016-01-19 18:43:22.000,Hunt: ; prey_p_month: 0,4 years,Spayed,f,collar,@Trip PC,removal,Paula,3-min fixes,hrs_indoors: 1; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
MrGrayTag,MrGray,Felis catus,2016-01-15 15:17:03.000,2016-01-22 05:40:10.000,Hunt: Yes; prey_p_month: 5,1 year,Neutered,m,collar,@Trip PC,removal,MrGray,3-min fixes,hrs_indoors: 11; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
MalachieTag,Malachie,Felis catus,2016-01-18 11:11:03.000,2016-01-23 13:36:28.000,Hunt: Yes; prey_p_month: 5,3 years,Neutered,m,collar,@Trip PC,removal,Malachie,3-min fixes,hrs_indoors: 2; n_cats: 2,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
GinaTag,Gina,Felis catus,2016-01-18 15:02:15.000,2016-01-22 14:32:52.000,Hunt: Yes; prey_p_month: 2,3 years,Spayed,f,collar,@Trip PC,removal,Gina,3-min fixes,hrs_indoors: 6; n_cats: 3,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Banjo2Tag,Banjo2,Felis catus,2016-01-21 01:31:34.000,2016-01-27 15:04:10.000,Hunt: Yes; prey_p_month: 9,9 years,Spayed,f,collar,@Trip PC,removal,Banjo2,3-min fixes,hrs_indoors: 10; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
JunipurrTag,Junipurr,Felis catus,2016-01-21 02:01:40.000,2016-01-27 11:23:01.000,Hunt: Yes; prey_p_month: 13,8 years,Spayed,f,collar,@Trip PC,removal,Junipurr,3-min fixes,hrs_indoors: 19; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
ClancyTag,Clancy,Felis catus,2016-01-21 08:08:50.000,2016-01-28 14:59:53.000,Hunt: Yes; prey_p_month: 2,9 years,Spayed,f,collar,@Trip PC,removal,Clancy,3-min fixes,hrs_indoors: 23; n_cats: 2,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Tiger5Tag,Tiger5,Felis catus,2016-01-22 01:32:50.000,2016-01-29 19:58:52.000,Hunt: Yes; prey_p_month: 10,10 years,Neutered,m,collar,@Trip PC,removal,Tiger5,3-min fixes,hrs_indoors: 1; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
TarzanTag,Tarzan,Felis catus,2016-01-25 15:01:15.000,2016-01-29 09:29:56.000,Hunt: Yes; prey_p_month: 11,2 years,Neutered,m,collar,@Trip PC,removal,Tarzan,3-min fixes,hrs_indoors: 0; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Jinx2Tag,Jinx2,Felis catus,2016-01-28 01:32:27.000,2016-02-04 01:14:37.000,Hunt: Yes; prey_p_month: 10,6 years,Spayed,f,collar,@Trip PC,removal,Jinx2,3-min fixes,hrs_indoors: 10; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
BrunoTag,Bruno,Felis catus,2016-01-28 02:15:14.000,2016-02-05 10:48:33.000,Hunt: 0; prey_p_month: 0,0 years,, ,collar,@Trip PC,removal,Bruno,3-min fixes,hrs_indoors: 0; n_cats: 0,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
CollinTag,Collin,Felis catus,2016-01-28 15:02:10.000,2016-02-04 23:35:09.000,Hunt: Yes; prey_p_month: 6,5 years,Fixed, ,collar,@Trip PC,removal,Collin,3-min fixes,hrs_indoors: 12; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
TwinkleTag,Twinkle,Felis catus,2016-01-29 15:02:50.000,2016-02-04 14:59:51.000,Hunt: Yes; prey_p_month: 2,14 years,Neutered,m,collar,@Trip PC,removal,Twinkle,3-min fixes,hrs_indoors: 8; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
WhiskyTag,Whisky,Felis catus,2016-01-30 01:32:26.000,2016-02-07 15:01:16.000,Hunt: Yes; prey_p_month: 4,4 years,Spayed,f,collar,@Trip PC,removal,Whisky,3-min fixes,hrs_indoors: 8; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
CocoTag,Coco,Felis catus,2016-01-30 01:34:27.000,2016-02-07 18:03:40.000,Hunt: Yes; prey_p_month: 3,2 years,Spayed,f,collar,@Trip PC,removal,Coco,3-min fixes,hrs_indoors: 7; n_cats: 2,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
CaptainSoldierTag,CaptainSoldier,Felis catus,2016-02-04 01:32:04.000,2016-02-11 14:28:04.000,Hunt: ; prey_p_month: 0,3 years,Neutered,m,collar,@Trip PC,removal,CaptainSoldier,3-min fixes,hrs_indoors: 12; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
RonaldoTag,Ronaldo,Felis catus,2016-02-04 01:32:04.000,2016-02-11 10:56:46.000,Hunt: Yes; prey_p_month: 3,0.58 years,Neutered,m,collar,@Trip PC,removal,Ronaldo,3-min fixes,hrs_indoors: 16; n_cats: 2,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
BambiTag,Bambi,Felis catus,2016-02-04 05:28:19.000,2016-02-11 20:53:31.000,Hunt: Yes; prey_p_month: 5,3 years,Spayed,f,collar,@Trip PC,removal,Bambi,3-min fixes,hrs_indoors: 12; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
HestorTag,Hestor,Felis catus,2016-02-04 15:02:05.000,2016-02-11 14:59:50.000,Hunt: Yes; prey_p_month: 5,11 years,Neutered,m,collar,@Trip PC,removal,Hestor,3-min fixes,hrs_indoors: 8; n_cats: 2,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
BanjoTag,Banjo,Felis catus,2016-02-04 15:05:46.000,2016-02-09 01:20:33.000,Hunt: Yes; prey_p_month: 5,1 year,Neutered,m,collar,@Trip PC,removal,Banjo,3-min fixes,hrs_indoors: 12; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
GarryTag,Garry,Felis catus,2016-02-05 01:34:13.000,2016-02-10 22:24:03.000,Hunt: Yes; prey_p_month: 3,6 years,Neutered,m,collar,@Trip PC,removal,Garry,3-min fixes,hrs_indoors: 18; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
AllyTag,Ally,Felis catus,2016-02-05 14:55:30.000,2016-02-11 03:06:01.000,Hunt: ; prey_p_month: 0,6 years,Spayed,f,collar,@Trip PC,removal,Ally,3-min fixes,hrs_indoors: 7; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Oscar3Tag,Oscar3,Felis catus,2016-02-05 15:02:15.000,2016-02-14 20:51:38.000,Hunt: Yes; prey_p_month: 16,8 years,Neutered,m,collar,@Trip PC,removal,Oscar3,3-min fixes,hrs_indoors: 7; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
YogiTag,Yogi,Felis catus,2016-02-06 01:32:22.000,2016-02-14 22:48:31.000,Hunt: Yes; prey_p_month: 2,1 year,Neutered,m,collar,@Trip PC,removal,Yogi,3-min fixes,hrs_indoors: 3; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
PussTag,Puss,Felis catus,2016-02-12 01:32:23.000,2016-02-24 14:59:47.000,Hunt: Yes; prey_p_month: 1,9 years,Spayed,f,collar,@Trip PC,removal,Puss,3-min fixes,hrs_indoors: 6; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
SmallTag,Small,Felis catus,2016-02-13 05:44:24.000,2016-02-18 09:01:25.000,Hunt: Yes; prey_p_month: 3,9 years,Neutered,m,collar,@Trip PC,removal,Small,3-min fixes,hrs_indoors: 14; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
ScratchTag,Scratch,Felis catus,2016-02-17 01:31:51.000,2016-02-24 14:58:11.000,Hunt: Yes; prey_p_month: 1,14 years,Spayed,f,collar,@Trip PC,removal,Scratch,3-min fixes,hrs_indoors: 16; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
DieselTag,Diesel,Felis catus,2016-02-17 01:32:15.000,2016-02-24 16:54:00.000,Hunt: Yes; prey_p_month: 1,2 years,Neutered,m,collar,@Trip PC,removal,Diesel,3-min fixes,hrs_indoors: 16; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
StanleyTag,Stanley,Felis catus,2016-02-17 01:34:59.000,2016-02-23 10:08:10.000,Hunt: Yes; prey_p_month: 3,7 years,Neutered,m,collar,@Trip PC,removal,Stanley,3-min fixes,hrs_indoors: 18; n_cats: 1,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
Tom2Tag,Tom2,Felis catus,2016-02-17 07:13:20.000,2016-02-24 23:18:33.000,Hunt: Yes; prey_p_month: 1,7 years,Neutered,m,collar,@Trip PC,removal,Tom2,3-min fixes,hrs_indoors: 3; n_cats: 2,manipulated other,Australia,"Mobile Action Technology, Inc.",119.0,i-GotU,tag retreival
