freq,unit,landcover,geo\TIME_PERIOD	2009 	2012 	2015 	2018 
A,CVA,LCC2,UKE1	: 	70.7 	: 	99.1 
A,CVA,LCC2,UKE2	: 	8.6 	8.4 	16.0 
A,CVA,LCC2,UKE3	: 	20 	30.9 	51.9 
A,CVA,LCC2,UKE4	: 	29.8 	28.2 	31.9 
A,CVA,LCC2,UKF	18 	18 	25.8 	27.1 
A,CVA,LCC2,UKF1	25.6 	25.6 	28.7 	32.1 
A,CVA,LCC2,UKF2	: 	49.5 	58 	52.2 
A,CVA,LCC2,UKF3	27.2 	27.2 	101.4 	100.0 
A,CVA,LCC2,UKG	35.9 	35.9 	32.2 	39.7 
A,CVA,LCC2,UKG1	66.3 	66.3 	57.9 	76.9 
A,CVA,LCC2,UKG2	41.8 	41.8 	46.8 	42.8 
A,CVA,LCC2,UKG3	: 	: 	74.7 	: 
A,CVA,LCC2,UKH	28.1 	28.1 	27.5 	39.3 
A,CVA,LCC2,UKH1	37.1 	37.1 	35.4 	47.0 
A,CVA,LCC2,UKH2	42 	42 	65.2 	71.5 
A,CVA,LCC2,UKH3	: 	: 	58.8 	: 
A,CVA,LCC2,UKI7	61.4 	: 	: 	: 
A,CVA,LCC2,UKJ	22.1 	22.1 	23.7 	27.0 
A,CVA,LCC2,UKJ1	67.9 	67.9 	97.9 	45.5 
A,CVA,LCC2,UKJ2	47 	47 	44.5 	49.2 
A,CVA,LCC2,UKJ3	28.7 	28.7 	32.5 	47.1 
A,CVA,LCC2,UKJ4	: 	56.6 	69.3 	61.9 
A,CVA,LCC2,UKK	23.7 	23.7 	25.7 	24.2 
A,CVA,LCC2,UKK1	67.7 	67.7 	68.9 	99.7 
A,CVA,LCC2,UKK2	55.3 	55.3 	49.3 	43.6 
A,CVA,LCC2,UKK3	53 	53 	55.3 	41.8 
A,CVA,LCC2,UKK4	: 	34.1 	41.9 	42.6 
A,CVA,LCC2,UKL	7.4 	7.4 	7.4 	17.9 
A,CVA,LCC2,UKL1	8.9 	8.9 	8.8 	22.5 
A,CVA,LCC2,UKL2	13.4 	13.4 	13.9 	28.5 
A,CVA,LCC2,UKM	1.4 	1.4 	1.4 	7.5 
A,CVA,LCC2,UKM2	3.5 	3.5 	3.3 	: 
A,CVA,LCC2,UKM3	6.3 	6.3 	6.1 	: 
A,CVA,LCC2,UKM5	6.5 	6.5 	6.4 	11.9 
A,CVA,LCC2,UKM6	1.6 	1.6 	1.5 	10.7 
A,CVA,LCC2,UKM7	: 	: 	: 	10.9 
A,CVA,LCC2,UKM8	: 	: 	: 	33.0 
A,CVA,LCC2,UKM9	: 	: 	: 	12.8 
A,CVA,LCC2,UKN	15.5 	15.5 	15.8 	32.1 
A,CVA,LCC2,UKN0	15.5 	15.5 	15.8 	32.1 
A,CVA,LCC3,AT	14.7 	12.8 	11.6 	20.8 
A,CVA,LCC3,AT1	24.3 	29.2 	25.1 	30.8 
A,CVA,LCC3,AT11	: 	84.3 	48.7 	100.0 
A,CVA,LCC3,AT12	24.8 	31 	29.5 	33.2 
A,CVA,LCC3,AT13	89.9 	: 	: 	98.9 
A,CVA,LCC3,AT2	22.1 	18.2 	16.9 	32.0 
A,CVA,LCC3,AT21	61.7 	30.7 	36.1 	45.7 
A,CVA,LCC3,AT22	23.6 	22.6 	19.1 	38.6 
A,CVA,LCC3,AT3	35 	22.9 	20.8 	25.1 
A,CVA,LCC3,AT31	71.6 	29.8 	36.8 	22.6 
A,CVA,LCC3,AT32	70.6 	66 	48.4 	62.0 
A,CVA,LCC3,AT33	53.4 	46 	31.1 	35.3 
A,CVA,LCC3,AT34	115.3 	: 	: 	56.9 
A,CVA,LCC3,BE	12.8 	15.7 	14.9 	14.4 
A,CVA,LCC3,BE2	13.7 	18 	15.5 	18.7 
A,CVA,LCC3,BE21	29.3 	68.1 	39.9 	25.6 
A,CVA,LCC3,BE22	21.6 	21.9 	24.4 	41.2 
A,CVA,LCC3,BE23	41.5 	48.5 	34.9 	47.7 
A,CVA,LCC3,BE24	26.6 	50.4 	32.8 	25.2 
A,CVA,LCC3,BE25	62.2 	: 	74.4 	: 
A,CVA,LCC3,BE3	28.3 	35.2 	33.1 	21.0 
A,CVA,LCC3,BE31	56.3 	: 	105 	41.0 
A,CVA,LCC3,BE32	97.9 	: 	69.4 	40.9 
A,CVA,LCC3,BE33	39.5 	44.6 	49.4 	45.5 
A,CVA,LCC3,BE34	69.6 	68 	: 	71.7 
A,CVA,LCC3,BE35	: 	100.2 	69.3 	44.9 
A,CVA,LCC3,BG	: 	10.2 	10.3 	14.1 
A,CVA,LCC3,BG3	: 	13.9 	13.2 	21.4 
A,CVA,LCC3,BG31	: 	29.3 	28 	35.1 
A,CVA,LCC3,BG32	: 	39.2 	25.3 	48.1 
A,CVA,LCC3,BG33	: 	24.2 	24.5 	46.3 
A,CVA,LCC3,BG34	: 	25 	26.9 	35.2 
A,CVA,LCC3,BG4	: 	15 	16.5 	18.7 
A,CVA,LCC3,BG41	: 	22.3 	20.4 	23.1 
A,CVA,LCC3,BG42	: 	20.1 	27 	31.1 
A,CVA,LCC3,CY	: 	14.6 	11.4 	7.6 
A,CVA,LCC3,CY0	: 	14.6 	11.4 	7.6 
A,CVA,LCC3,CY00	: 	14.6 	11.4 	7.6 
A,CVA,LCC3,CZ	15.4 	14.7 	13.5 	13.7 
A,CVA,LCC3,CZ0	15.4 	14.7 	13.5 	13.5 
A,CVA,LCC3,CZ01	50.9 	87.7 	: 	50.0 
A,CVA,LCC3,CZ02	34.2 	68.8 	45.1 	34.2 
A,CVA,LCC3,CZ03	48.1 	41.2 	32.1 	32.7 
A,CVA,LCC3,CZ04	48 	94.9 	67.2 	33.0 
A,CVA,LCC3,CZ05	36.8 	28.5 	23.8 	30.5 
A,CVA,LCC3,CZ06	35.5 	30.1 	35.5 	40.7 
A,CVA,LCC3,CZ07	35.3 	31.9 	29.8 	29.7 
A,CVA,LCC3,CZ08	99 	48.5 	61.5 	59.5 
A,CVA,LCC3,DE	6 	6 	5.9 	10.1 
A,CVA,LCC3,DE1	13.3 	12.4 	13 	18.2 
A,CVA,LCC3,DE11	22.6 	20.9 	22.7 	32.1 
A,CVA,LCC3,DE12	45.7 	37.7 	49.5 	44.2 
A,CVA,LCC3,DE13	24.4 	21.8 	21.5 	38.7 
A,CVA,LCC3,DE14	24.8 	26 	25.5 	31.2 
A,CVA,LCC3,DE2	19.2 	15.5 	15.7 	26.2 
A,CVA,LCC3,DE21	32.9 	23.7 	37.1 	48.6 
A,CVA,LCC3,DE22	41.6 	32.1 	30.4 	50.3 
A,CVA,LCC3,DE23	97.2 	55.1 	43.4 	62.6 
A,CVA,LCC3,DE24	53.9 	87.7 	51 	56.5 
A,CVA,LCC3,DE25	47.3 	54.8 	98.6 	38.0 
A,CVA,LCC3,DE26	67.2 	47.6 	39.7 	45.7 
A,CVA,LCC3,DE27	84.2 	62.5 	53.3 	89.2 
A,CVA,LCC3,DE3	43.3 	82.8 	52.3 	100.3 
A,CVA,LCC3,DE30	43.3 	82.8 	52.3 	100.3 
A,CVA,LCC3,DE4	14.6 	23.8 	23.8 	30.0 
A,CVA,LCC3,DE40	14.6 	23.8 	23.8 	30.0 
A,CVA,LCC3,DE6	47.2 	51.6 	70.2 	52.1 
A,CVA,LCC3,DE60	47.2 	51.6 	70.2 	52.1 
A,CVA,LCC3,DE7	30.7 	26.9 	21.2 	24.8 
A,CVA,LCC3,DE71	40.4 	35.2 	29.5 	31.2 
A,CVA,LCC3,DE72	64.4 	57.6 	39.8 	41.2 
A,CVA,LCC3,DE73	65.3 	57.9 	49.8 	51.5 
A,CVA,LCC3,DE8	47.2 	43.4 	34.5 	46.6 
A,CVA,LCC3,DE80	47.2 	43.4 	34.5 	46.6 
A,CVA,LCC3,DE9	17 	13.1 	13.9 	24.4 
A,CVA,LCC3,DE91	46.4 	28.8 	32.2 	101.0 
A,CVA,LCC3,DE92	55.9 	57.3 	56.9 	51.4 
A,CVA,LCC3,DE93	20.6 	17.3 	17.9 	54.3 
A,CVA,LCC3,DE94	44.4 	30.1 	33.6 	31.0 
A,CVA,LCC3,DEA	16.7 	22.2 	19.4 	18.8 
A,CVA,LCC3,DEA1	36.4 	89.4 	52.9 	29.3 
A,CVA,LCC3,DEA2	29.5 	30 	43.6 	41.1 
A,CVA,LCC3,DEA3	32.4 	68.9 	42.4 	64.2 
A,CVA,LCC3,DEA4	99.7 	68.7 	35.9 	37.0 
A,CVA,LCC3,DEA5	34.8 	49.9 	44.5 	52.2 
A,CVA,LCC3,DEB	20.6 	26.9 	25.8 	30.5 
A,CVA,LCC3,DEB1	29.5 	36.2 	33.5 	43.0 
A,CVA,LCC3,DEB2	57.8 	69.9 	48.8 	49.0 
A,CVA,LCC3,DEB3	32.8 	48.8 	68.4 	71.2 
A,CVA,LCC3,DEC	56.8 	54.5 	55.8 	70.9 
A,CVA,LCC3,DEC0	56.8 	54.5 	55.8 	70.9 
A,CVA,LCC3,DED	23.5 	23.9 	27 	24.7 
A,CVA,LCC3,DED2	25.7 	28.8 	32.1 	31.1 
A,CVA,LCC3,DED4	54.6 	45.8 	68.9 	53.4 
A,CVA,LCC3,DED5	: 	95.9 	63.6 	41.0 
A,CVA,LCC3,DEE	34 	33 	27.2 	42.8 
A,CVA,LCC3,DEE0	34 	33 	27.2 	42.8 
A,CVA,LCC3,DEF	45 	85.2 	68.7 	43.9 
A,CVA,LCC3,DEF0	45 	85.2 	68.7 	43.9 
A,CVA,LCC3,DEG	31.1 	30.2 	22.9 	65.2 
A,CVA,LCC3,DEG0	31.1 	30.2 	22.9 	65.2 
A,CVA,LCC3,DK	15.5 	17.2 	16.9 	13.7 
A,CVA,LCC3,DK0	15.5 	17.2 	16.9 	15.2 
A,CVA,LCC3,DK01	22.4 	54.9 	35.4 	38.2 
A,CVA,LCC3,DK02	98 	54.8 	43.8 	52.7 
A,CVA,LCC3,DK03	31.8 	31.8 	36.9 	28.2 
A,CVA,LCC3,DK04	33.7 	25.9 	29.9 	21.9 
A,CVA,LCC3,DK05	37.3 	57.4 	56.9 	32.5 
A,CVA,LCC3,EE	29.3 	33.6 	27.2 	36.0 
A,CVA,LCC3,EE0	29.3 	33.6 	27.2 	33.7 
A,CVA,LCC3,EE00	29.3 	33.6 	27.2 	33.7 
A,CVA,LCC3,EL	3.2 	2.7 	2.3 	4.6 
A,CVA,LCC3,EL3	23.5 	17.9 	13.9 	17.0 
A,CVA,LCC3,EL30	23.5 	17.9 	13.9 	17.0 
A,CVA,LCC3,EL4	8.2 	5.7 	4.5 	8.5 
A,CVA,LCC3,EL41	: 	11.2 	8.6 	10.7 
A,CVA,LCC3,EL42	33.7 	24.5 	19 	25.6 
A,CVA,LCC3,EL43	6.1 	6.5 	5.2 	11.7 
A,CVA,LCC3,EL5	7.1 	5.8 	5.5 	9.8 
A,CVA,LCC3,EL51	17.8 	9.2 	11.7 	18.6 
A,CVA,LCC3,EL52	9.1 	9.7 	7.9 	18.3 
A,CVA,LCC3,EL53	30 	18.2 	15.5 	17.0 
A,CVA,LCC3,EL54	17.6 	13.6 	13.2 	16.0 
A,CVA,LCC3,EL6	4 	3.7 	3 	6.9 
A,CVA,LCC3,EL61	14.1 	14.9 	10.6 	13.3 
A,CVA,LCC3,EL62	: 	14.5 	11.1 	12.5 
A,CVA,LCC3,EL63	9.2 	9.6 	6.5 	12.1 
A,CVA,LCC3,EL64	9 	7.4 	7 	15.9 
A,CVA,LCC3,EL65	5.1 	5 	4.2 	16.8 
A,CVA,LCC3,ES	1.2 	1 	1 	7.0 
A,CVA,LCC3,ES1	17.3 	12.4 	15.3 	14.9 
A,CVA,LCC3,ES11	31.9 	19.8 	25 	21.8 
A,CVA,LCC3,ES12	45.4 	23 	28.8 	28.3 
A,CVA,LCC3,ES13	21 	18.7 	24.4 	23.7 
A,CVA,LCC3,ES2	5.3 	5 	5 	12.9 
A,CVA,LCC3,ES21	16.4 	17.1 	20.3 	32.1 
A,CVA,LCC3,ES22	19.8 	17.3 	14.6 	21.0 
A,CVA,LCC3,ES23	21.5 	14.2 	15.5 	32.8 
A,CVA,LCC3,ES24	5.9 	5.8 	5.9 	16.2 
A,CVA,LCC3,ES3	12.4 	10.2 	8.6 	14.6 
A,CVA,LCC3,ES30	12.4 	10.2 	8.6 	14.6 
A,CVA,LCC3,ES4	2 	1.5 	1.5 	6.7 
A,CVA,LCC3,ES41	3.8 	3.1 	3.5 	16.3 
A,CVA,LCC3,ES42	3.6 	2.8 	2.8 	17.8 
A,CVA,LCC3,ES43	3 	1.9 	1.9 	7.2 
A,CVA,LCC3,ES5	3.8 	3.3 	2.9 	16.6 
A,CVA,LCC3,ES51	5.5 	4.9 	4.7 	26.1 
A,CVA,LCC3,ES52	4.8 	4.6 	3.9 	25.2 
A,CVA,LCC3,ES53	: 	12.3 	9.9 	28.0 
A,CVA,LCC3,ES6	1.6 	1.3 	1.3 	15.8 
A,CVA,LCC3,ES61	1.7 	1.3 	1.3 	16.3 
A,CVA,LCC3,ES62	5.8 	6.1 	5.9 	20.6 
A,CVA,LCC3,EU27_2007	: 	0.8 	0.8 	3.6 
A,CVA,LCC3,EU27_2020	: 	: 	0.8 	3.6 
A,CVA,LCC3,EU28	: 	: 	0.8 	3.6 
A,CVA,LCC3,EU_V	0.9 	0.8 	0.8 	3.7 
A,CVA,LCC3,FI	11 	12.4 	10 	10.6 
A,CVA,LCC3,FI1	11 	12.6 	10.1 	10.7 
A,CVA,LCC3,FI19	20.1 	26.8 	19.3 	18.4 
A,CVA,LCC3,FI1B	35 	60.4 	39.7 	10.4 
A,CVA,LCC3,FI1C	24.4 	34.7 	21 	12.3 
A,CVA,LCC3,FI1D	17.3 	16.8 	14.4 	25.1 
A,CVA,LCC3,FI2	: 	57 	68.3 	24.8 
A,CVA,LCC3,FI20	: 	57 	68.3 	24.8 
A,CVA,LCC3,FR	4.1 	3.7 	4.1 	7.9 
A,CVA,LCC3,FR1	20.4 	28.7 	24.6 	16.0 
A,CVA,LCC3,FR10	20.4 	28.7 	24.6 	16.0 
A,CVA,LCC3,FR2	11.2 	10.4 	11.9 	: 
A,CVA,LCC3,FR21	56.7 	69.8 	44.4 	: 
A,CVA,LCC3,FR22	30.2 	31.4 	43.8 	: 
A,CVA,LCC3,FR23	21.1 	29 	26.9 	: 
A,CVA,LCC3,FR24	21.8 	20.4 	22.1 	: 
A,CVA,LCC3,FR25	23 	17.7 	19.1 	: 
A,CVA,LCC3,FR26	36.4 	26.5 	52.9 	: 
A,CVA,LCC3,FR3	36 	29.3 	30.3 	: 
A,CVA,LCC3,FR30	36 	29.3 	30.3 	: 
A,CVA,LCC3,FR4	21.7 	16.5 	19.8 	: 
A,CVA,LCC3,FR41	40.4 	23.3 	37.2 	: 
A,CVA,LCC3,FR42	35.5 	31.7 	27.7 	: 
A,CVA,LCC3,FR43	36.7 	37 	39.5 	: 
A,CVA,LCC3,FR5	12.4 	11.5 	12.4 	: 
A,CVA,LCC3,FR51	22.2 	17 	16.2 	: 
A,CVA,LCC3,FR52	19.3 	18.9 	23.6 	: 
A,CVA,LCC3,FR53	23.2 	27.6 	34.2 	: 
A,CVA,LCC3,FR6	8.9 	8.3 	8.1 	: 
A,CVA,LCC3,FR61	14.4 	12.5 	12.4 	: 
A,CVA,LCC3,FR62	12.6 	12.4 	12.2 	: 
A,CVA,LCC3,FR63	25.2 	24.7 	22.5 	: 
A,CVA,LCC3,FR7	11.3 	10.1 	11.1 	: 
A,CVA,LCC3,FR71	11.8 	10.9 	12 	: 
A,CVA,LCC3,FR72	32.5 	25.2 	25.9 	: 
A,CVA,LCC3,FR8	7.3 	5.9 	7.6 	: 
A,CVA,LCC3,FR81	14.2 	10.1 	15.5 	: 
A,CVA,LCC3,FR82	9.2 	7.6 	9.1 	: 
A,CVA,LCC3,FR83	20.1 	21.5 	23.8 	: 
A,CVA,LCC3,FRB	: 	: 	: 	24.9 
A,CVA,LCC3,FRB0	: 	: 	: 	24.9 
A,CVA,LCC3,FRC	: 	: 	: 	60.9 
A,CVA,LCC3,FRC1	: 	: 	: 	27.8 
A,CVA,LCC3,FRC2	: 	: 	: 	80.5 
A,CVA,LCC3,FRD	: 	: 	: 	40.0 
A,CVA,LCC3,FRD1	: 	: 	: 	49.4 
A,CVA,LCC3,FRD2	: 	: 	: 	60.0 
A,CVA,LCC3,FRE	: 	: 	: 	27.1 
A,CVA,LCC3,FRE1	: 	: 	: 	29.6 
A,CVA,LCC3,FRE2	: 	: 	: 	46.9 
A,CVA,LCC3,FRF	: 	: 	: 	22.2 
A,CVA,LCC3,FRF1	: 	: 	: 	59.2 
A,CVA,LCC3,FRF2	: 	: 	: 	34.2 
A,CVA,LCC3,FRF3	: 	: 	: 	32.3 
A,CVA,LCC3,FRG	: 	: 	: 	31.1 
A,CVA,LCC3,FRG0	: 	: 	: 	31.1 
A,CVA,LCC3,FRH	: 	: 	: 	22.0 
A,CVA,LCC3,FRH0	: 	: 	: 	22.0 
A,CVA,LCC3,FRI	: 	: 	: 	15.6 
A,CVA,LCC3,FRI1	: 	: 	: 	21.7 
A,CVA,LCC3,FRI2	: 	: 	: 	26.8 
A,CVA,LCC3,FRI3	: 	: 	: 	17.9 
A,CVA,LCC3,FRJ	: 	: 	: 	17.1 
A,CVA,LCC3,FRJ1	: 	: 	: 	29.3 
A,CVA,LCC3,FRJ2	: 	: 	: 	20.3 
A,CVA,LCC3,FRK	: 	: 	: 	15.7 
A,CVA,LCC3,FRK1	: 	: 	: 	28.5 
A,CVA,LCC3,FRK2	: 	: 	: 	18.8 
A,CVA,LCC3,FRL	: 	: 	: 	27.5 
A,CVA,LCC3,FRL0	: 	: 	: 	27.5 
A,CVA,LCC3,FRM	: 	: 	: 	28.9 
A,CVA,LCC3,FRM0	: 	: 	: 	28.9 
A,CVA,LCC3,HR	: 	: 	13.7 	19.1 
A,CVA,LCC3,HR0	: 	: 	13.7 	19.1 
A,CVA,LCC3,HR03	: 	: 	17.8 	23.8 
A,CVA,LCC3,HR04	: 	: 	20.8 	32.1 
A,CVA,LCC3,HU	10.6 	13.2 	12.5 	19.9 
A,CVA,LCC3,HU1	24.5 	32.1 	62.9 	33.3 
A,CVA,LCC3,HU10	24.5 	32.1 	62.9 	: 
A,CVA,LCC3,HU11	: 	: 	: 	60.9 
A,CVA,LCC3,HU12	: 	: 	: 	39.8 
A,CVA,LCC3,HU2	22 	25.3 	23.8 	31.1 
A,CVA,LCC3,HU21	41.8 	54.8 	55.8 	37.5 
A,CVA,LCC3,HU22	34.9 	34.5 	32.5 	47.9 
A,CVA,LCC3,HU23	37.6 	47.5 	40.3 	50.0 
A,CVA,LCC3,HU3	13.8 	17.8 	15.2 	27.9 
A,CVA,LCC3,HU31	28 	34.1 	27.8 	36.9 
A,CVA,LCC3,HU32	18.2 	22.1 	21.9 	64.6 
A,CVA,LCC3,HU33	30.8 	54.2 	31.6 	39.8 
A,CVA,LCC3,IE	20 	16.4 	23.6 	39.8 
A,CVA,LCC3,IE0	20 	16.4 	23.6 	39.8 
A,CVA,LCC3,IE01	70 	28.6 	40.2 	: 
A,CVA,LCC3,IE02	20.9 	20.1 	29.5 	: 
A,CVA,LCC3,IE04	: 	: 	: 	100.1 
A,CVA,LCC3,IE05	: 	: 	: 	32.3 
A,CVA,LCC3,IE06	: 	: 	: 	77.2 
A,CVA,LCC3,IT	2 	1.8 	1.8 	11.6 
A,CVA,LCC3,ITC	9.7 	9 	10.7 	16.4 
A,CVA,LCC3,ITC1	17.6 	12.2 	14.5 	23.0 
A,CVA,LCC3,ITC2	: 	: 	51.6 	: 
A,CVA,LCC3,ITC3	17 	17.9 	25 	37.1 
A,CVA,LCC3,ITC4	17.7 	20.2 	22.3 	26.1 
A,CVA,LCC3,ITF	2.6 	2.4 	2.3 	19.7 
A,CVA,LCC3,ITF1	11.1 	9.7 	9.3 	34.4 
A,CVA,LCC3,ITF2	21.2 	19.8 	15.5 	49.5 
A,CVA,LCC3,ITF3	8.1 	6.7 	6.8 	20.1 
A,CVA,LCC3,ITF4	3.6 	3.2 	3.1 	44.1 
A,CVA,LCC3,ITF5	11.1 	10.6 	7.2 	24.4 
A,CVA,LCC3,ITF6	5 	5 	5.2 	13.1 
A,CVA,LCC3,ITG	4.4 	3.7 	4.1 	18.6 
A,CVA,LCC3,ITG1	4.6 	4.2 	4.8 	19.7 
A,CVA,LCC3,ITG2	12.4 	8 	7.8 	49.7 
A,CVA,LCC3,ITH	7.7 	7.2 	7.1 	33.5 
A,CVA,LCC3,ITH1	15.9 	12.9 	12.9 	58.1 
A,CVA,LCC3,ITH2	22.6 	20.4 	25.6 	57.5 
A,CVA,LCC3,ITH3	16.4 	18 	16 	28.7 
A,CVA,LCC3,ITH4	54.9 	39.4 	37.6 	32.1 
A,CVA,LCC3,ITH5	12.3 	11.8 	11 	47.1 
A,CVA,LCC3,ITI	5.6 	4.9 	4.7 	20.7 
A,CVA,LCC3,ITI1	9.4 	8.5 	8.6 	40.1 
A,CVA,LCC3,ITI2	14.5 	14.1 	12.4 	39.3 
A,CVA,LCC3,ITI3	29.7 	23.7 	19.1 	63.7 
A,CVA,LCC3,ITI4	8.1 	6.4 	6.4 	29.6 
A,CVA,LCC3,LT	27.2 	22.6 	21.2 	20.8 
A,CVA,LCC3,LT0	27.2 	22.6 	21.2 	20.8 
A,CVA,LCC3,LT00	27.2 	22.6 	21.2 	: 
A,CVA,LCC3,LT01	: 	: 	: 	32.1 
A,CVA,LCC3,LT02	: 	: 	: 	24.1 
A,CVA,LCC3,LU	64 	72.9 	72.9 	100.0 
A,CVA,LCC3,LU0	64 	72.9 	72.9 	100.0 
A,CVA,LCC3,LU00	64 	72.9 	72.9 	100.0 
A,CVA,LCC3,LV	21.4 	19.8 	26.4 	22.0 
A,CVA,LCC3,LV0	21.4 	19.8 	26.4 	22.0 
A,CVA,LCC3,LV00	21.4 	19.8 	26.4 	22.0 
A,CVA,LCC3,MT	: 	61.9 	70.3 	57.7 
A,CVA,LCC3,MT0	: 	61.9 	70.3 	57.7 
A,CVA,LCC3,MT00	: 	61.9 	70.3 	57.7 
A,CVA,LCC3,NL	9.6 	10.4 	10 	10.8 
A,CVA,LCC3,NL1	53.1 	66.9 	36.6 	20.1 
A,CVA,LCC3,NL11	: 	: 	: 	57.6 
A,CVA,LCC3,NL12	: 	90.3 	54.1 	31.7 
A,CVA,LCC3,NL13	52.4 	93.6 	47.6 	28.6 
A,CVA,LCC3,NL2	12.5 	13.2 	14.4 	19.8 
A,CVA,LCC3,NL21	43.2 	53.7 	46.1 	44.9 
A,CVA,LCC3,NL22	14.3 	14.4 	16.3 	20.7 
A,CVA,LCC3,NL23	28.5 	36.1 	37 	43.2 
A,CVA,LCC3,NL3	18.2 	19.7 	18.6 	21.9 
A,CVA,LCC3,NL31	27.7 	27.7 	32.7 	34.2 
A,CVA,LCC3,NL32	29.4 	44.3 	33 	37.3 
A,CVA,LCC3,NL33	: 	88.5 	63.9 	62.3 
A,CVA,LCC3,NL34	34.2 	33.8 	47 	41.8 
A,CVA,LCC3,NL4	24 	26.9 	24.2 	18.0 
A,CVA,LCC3,NL41	29.8 	34.1 	27.8 	21.2 
A,CVA,LCC3,NL42	38.5 	46.1 	49.5 	34.7 
A,CVA,LCC3,PL	6.5 	6.4 	6.1 	9.9 
A,CVA,LCC3,PL1	9.4 	8.9 	8.9 	: 
A,CVA,LCC3,PL11	22.2 	19.7 	18.9 	: 
A,CVA,LCC3,PL12	10.2 	9.9 	10.1 	: 
A,CVA,LCC3,PL2	29.6 	32.8 	25.4 	19.5 
A,CVA,LCC3,PL21	34.6 	35.1 	28.6 	30.0 
A,CVA,LCC3,PL22	56.1 	88.8 	55.4 	25.8 
A,CVA,LCC3,PL3	12.7 	13 	11.4 	: 
A,CVA,LCC3,PL31	17.3 	18.7 	15.8 	: 
A,CVA,LCC3,PL32	49.6 	54.5 	32.5 	: 
A,CVA,LCC3,PL33	20.2 	20.7 	19.2 	: 
A,CVA,LCC3,PL34	70.5 	49.4 	96.9 	: 
A,CVA,LCC3,PL4	25.4 	19.4 	17.9 	27.2 
A,CVA,LCC3,PL41	32.4 	23.9 	23.5 	38.0 
A,CVA,LCC3,PL42	69.7 	44.2 	32.5 	43.1 
A,CVA,LCC3,PL43	49.6 	48.5 	48.4 	80.3 
A,CVA,LCC3,PL5	26.6 	28 	36.7 	39.8 
A,CVA,LCC3,PL51	28.8 	31.1 	39.9 	46.2 
A,CVA,LCC3,PL52	68.4 	63.6 	92.8 	51.8 
A,CVA,LCC3,PL6	19.9 	22.8 	22.3 	31.4 
A,CVA,LCC3,PL61	37.4 	49.6 	49.1 	55.0 
A,CVA,LCC3,PL62	57.1 	42.2 	44.1 	53.9 
A,CVA,LCC3,PL63	25.2 	32.4 	32.3 	50.4 
A,CVA,LCC3,PL7	: 	: 	: 	26.9 
A,CVA,LCC3,PL71	: 	: 	: 	23.9 
A,CVA,LCC3,PL72	: 	: 	: 	49.8 
A,CVA,LCC3,PL8	: 	: 	: 	19.4 
A,CVA,LCC3,PL81	: 	: 	: 	25.2 
A,CVA,LCC3,PL82	: 	: 	: 	46.7 
A,CVA,LCC3,PL84	: 	: 	: 	34.8 
A,CVA,LCC3,PL9	: 	: 	: 	21.0 
A,CVA,LCC3,PL91	: 	: 	: 	29.6 
A,CVA,LCC3,PL92	: 	: 	: 	24.1 
A,CVA,LCC3,PT	2.5 	2.1 	2.5 	9.4 
A,CVA,LCC3,PT1	2.5 	2.1 	2.5 	9.5 
A,CVA,LCC3,PT11	6.7 	6.4 	6.8 	25.1 
A,CVA,LCC3,PT15	13.3 	8.8 	10.8 	36.2 
A,CVA,LCC3,PT16	7.9 	6.5 	7 	17.3 
A,CVA,LCC3,PT17	20 	21.9 	28.7 	43.0 
A,CVA,LCC3,PT18	2.5 	2.1 	2.6 	13.6 
A,CVA,LCC3,RO	: 	5.4 	6.4 	9.4 
A,CVA,LCC3,RO1	: 	9.7 	10 	13.6 
A,CVA,LCC3,RO11	: 	12 	11.7 	16.4 
A,CVA,LCC3,RO12	: 	16.3 	19.3 	22.9 
A,CVA,LCC3,RO2	: 	12.8 	17.2 	25.1 
A,CVA,LCC3,RO21	: 	15.7 	22 	32.2 
A,CVA,LCC3,RO22	: 	21 	26.6 	38.2 
A,CVA,LCC3,RO3	: 	12.2 	15.7 	22.9 
A,CVA,LCC3,RO31	: 	12.1 	16.1 	23.9 
A,CVA,LCC3,RO32	: 	: 	71 	52.0 
A,CVA,LCC3,RO4	: 	9.8 	11.7 	20.7 
A,CVA,LCC3,RO41	: 	13.4 	18 	31.5 
A,CVA,LCC3,RO42	: 	14.2 	15.4 	22.4 
A,CVA,LCC3,SE	5.3 	3.8 	4 	8.7 
A,CVA,LCC3,SE1	11.1 	12 	10 	12.4 
A,CVA,LCC3,SE11	16.3 	21.9 	16.7 	20.9 
A,CVA,LCC3,SE12	14.7 	14.3 	12.4 	15.4 
A,CVA,LCC3,SE2	9.5 	8.4 	7.9 	10.1 
A,CVA,LCC3,SE21	18.7 	15.6 	14.1 	15.7 
A,CVA,LCC3,SE22	21.1 	22.5 	17 	14.0 
A,CVA,LCC3,SE23	12.8 	11 	11.4 	18.4 
A,CVA,LCC3,SE3	7.9 	4.6 	5.2 	13.3 
A,CVA,LCC3,SE31	18 	10.2 	11.2 	19.5 
A,CVA,LCC3,SE32	17.9 	10.8 	13 	17.1 
A,CVA,LCC3,SE33	10 	5.9 	6.8 	25.2 
A,CVA,LCC3,SI	23.4 	23.9 	23.1 	25.7 
A,CVA,LCC3,SI0	23.4 	23.9 	23.1 	25.7 
A,CVA,LCC3,SI03	43.1 	37.2 	34.2 	35.2 
