country,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
EU,100,99.49,98.97,98.39,97.7,96.92,96.14,95.44,94.37,92.83,91.45,90.86,91.19,92.01,93.11,95.34,98.8,102.19,104.21,105.14,105.84,105.83,104.63,102.27,99.07,95.03,90.13,84.39,77.84,70.46
