freq,treespec,prod_wd,stk_flow,unit,geo\TIME_PERIOD	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,NCONIF,PN_VN,EXP_XEU,THS_EUR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1418.45 	2832.33 	3385.02 	5666.47 	58314.43 	67077.32 	2274.45 	2808.84 	3321.18 	6424.86 	8395.04 	9995.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NCONIF,PN_VN,EXP_XEU,THS_EUR,SE	: 	: 	: 	: 	: 	: 	0 	690.56 	6820.44 	5834.62 	5785.33 	6137.52 	1753.56 	2085.56 	1.8 	1181.55 	663.81 	436.29 	40.08 	21.11 	69.51 	111.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NCONIF,PN_VN,EXP_XEU,THS_EUR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	4054.55 	2247.37 	3872.79 	1169.53 	5006.74 	4213.33 	4279.02 	4075.77 	2852.43 	2541.58 	3191.73 	3306.6 	2865.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NCONIF,PN_VN,EXP_XEU,THS_EUR,SK	: 	: 	: 	: 	: 	: 	: 	2136.31 	3461.15 	4676.49 	3441.55 	3496.71 	494.35 	0 	0 	1089.13 	695.73 	217.52 	528.03 	310.48 	522.81 	328.71 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NCONIF,PN_VN,EXP_XEU,THS_EUR,UK	: 	: 	: 	: 	: 	: 	6257.85 	7963.33 	9328.48 	7997.74 	9074.34 	5988.11 	5059.35 	5515.33 	5231.1 	5720.72 	6753.03 	5494.02 	5561.26 	7288.28 	8114.31 	5904.09 	6195.91 	4647.35 	4538.24 	2892.29 	1956.69 	1631.76 	: 	: 	: 
A,NCONIF,PN_VN,EXP_XEU,THS_M3,AT	: 	: 	: 	: 	: 	: 	5 	6.33 	8 	10 	11 	10 	6 	7 	9 	4 	3.73 	3.45 	3.93 	5.38 	3.66 	3 	2.6 	2.33 	2.74 	3.3 	3.67 	4.11 	2.61 	3.16 	4.28 p
A,NCONIF,PN_VN,EXP_XEU,THS_M3,BE	: 	: 	: 	: 	: 	: 	: 	2.67 	3 	2.44 	3.73 	2.06 	1.56 	1.98 	14.64 	2.21 e	0.96 	0.27 	0.7 	4.18 	5.96 	0.27 e	0.99 	0.63 	0.81 	17.35 	38.87 	21.18 	14.15 	22.06 	50.69 
A,NCONIF,PN_VN,EXP_XEU,THS_M3,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.9 	2.87 	3.89 	5.26 	8.02 	6 	6.87 	2.74 	4.55 	6.16 	6.66 	5.78 	10.07 	8.92 	7.18 	7.12 	4.61 	4.06 	4.58 	3.86 	4.48 	2.98 
A,NCONIF,PN_VN,EXP_XEU,THS_M3,CY	: 	: 	: 	: 	: 	: 	: 	0.05 	: 	0.01 	0 	: 	0.01 	0 	: 	0 	0 	0.08 	0 	0.01 	0 	0 	0 	0.05 	0 	0 	0 	0 	0 	0 	0 
A,NCONIF,PN_VN,EXP_XEU,THS_M3,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.94 	3 	5 	1 	1 	2 	2 	2 	6.86 	6.55 	9.4 	10.24 	8.22 	8.6 	16.32 	22.92 	22.38 	19.17 	: 	: 	: 
A,NCONIF,PN_VN,EXP_XEU,THS_M3,DE	: 	: 	: 	: 	: 	: 	54 	51 	56 	55 	60 	60 	44 	42 	37.45 	29 	29.98 e	21.97 	25.74 	23.48 	21.59 	18.23 	17.6 	17.48 	14.63 	15.35 	15.8 	14.86 	11.97 	12.83 	13.87 
A,NCONIF,PN_VN,EXP_XEU,THS_M3,DK	: 	: 	: 	: 	: 	: 	3 	15 	2 	2 	5.32 	2.43 	1.4 e	1.37 e	64.99 	38.38 	93.3 	32.49 	30.55 	32.1 	34.93 e	: 	1.63 	4.11 	4.21 	: 	: 	: 	: 	: 	: 
A,NCONIF,PN_VN,EXP_XEU,THS_M3,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.39 	1.07 	1.28 	1.78 	1 	0.87 	0.74 	2.48 	1.98 	2.08 	3.49 	5.4 	5.56 	6.01 	10.02 	11.98 	9.77 	12.5 	10.24 	13.71 	7.99 
A,NCONIF,PN_VN,EXP_XEU,THS_M3,EL	: 	: 	: 	: 	: 	: 	1 	1 	0.09 	0.18 e	0.35 e	0.42 	0.49 	0.55 	0.36 	0.36 	0.45 	0.48 e	0.47 e	13.3 	24.34 	31.82 	10.44 	73.95 	73.95 p	73.95 p	: 	: 	0.28 	: 	: 
A,NCONIF,PN_VN,EXP_XEU,THS_M3,ES	: 	: 	: 	: 	: 	: 	8 e	7.63 	9.01 	9.05 	8.5 	8 	10 	9.63 	11.39 	14.2 	11.75 	11.62 	11.07 	13.62 	17.23 	16.38 	13.94 	11.04 	12.37 	10.43 	9.57 	10.63 	6.82 	12.38 	8.27 
A,NCONIF,PN_VN,EXP_XEU,THS_M3,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	144.42 	: 	: 	: 	: 	: 	: 	: 	: 
A,NCONIF,PN_VN,EXP_XEU,THS_M3,FI	: 	: 	: 	: 	: 	: 	3 	5 	5 	6 	5.79 	8.08 	1.91 	1.97 	2.42 	2.16 	1.59 	7.09 	1 	1.23 	0.96 	0.92 	1.06 	1.17 	0.92 	0.93 	0.69 	1.04 	0.61 	0.4 	0.18 p
A,NCONIF,PN_VN,EXP_XEU,THS_M3,FR	: 	: 	: 	: 	: 	: 	7 	9 	13 	8.77 	7.64 	5.56 	3.66 	4.84 	4.89 	3.66 e	5.87 e	4.25 e	5.56 e	4.57 	8.05 e	5.57 	5.07 	3.62 	4.13 	3.27 	3.39 	4.18 	3.47 	3.52 e	4.36 e
A,NCONIF,PN_VN,EXP_XEU,THS_M3,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.62 	1.77 	1.58 	1.06 	3 	2.21 	3.11 	2.76 	1.8 	4.6 	2.33 
A,NCONIF,PN_VN,EXP_XEU,THS_M3,HU	: 	: 	: 	: 	: 	: 	: 	7.06 	6.01 	1.05 	2.14 	3.78 	3 	4 	3 	2 	2.22 	0.86 	0.71 	1.1 	0.95 	0.79 	0.84 	1.13 	0.45 	0.79 	0.91 	6.87 	0.76 	3.28 	: 
A,NCONIF,PN_VN,EXP_XEU,THS_M3,IE	: 	: 	: 	: 	: 	: 	0.23 e	: 	0.24 	0.2 	0.05 	0.02 	0 	0.01 	0.75 	0.05 e	0.05 	0.06 	0.01 	0.01 	0.01 	0.01 	0.04 	0.4 	0 	0.04 	0.04 	0.09 	0.18 	0.2 	0.16 
A,NCONIF,PN_VN,EXP_XEU,THS_M3,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	: 	0 	0 	: 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 
A,NCONIF,PN_VN,EXP_XEU,THS_M3,IT	: 	: 	: 	: 	: 	: 	: 	12 	14 	13 	14.01 	7.02 	13.07 	14.56 	18 	27 	17.09 	13.67 	15 	13.4 	14.36 	16.22 	16.32 	15.3 	7.63 	1.51 	15.42 	14.77 	9.61 	11.59 	12.14 
A,NCONIF,PN_VN,EXP_XEU,THS_M3,LI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NCONIF,PN_VN,EXP_XEU,THS_M3,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.12 	0.02 	0.61 	0.91 	1.22 	1.13 	1.41 	0.71 	0.79 	1.32 	1.48 	2.22 	2.36 	2.09 	1.32 	1.12 	1.21 	2.14 	1.05 	1.32 	: 
A,NCONIF,PN_VN,EXP_XEU,THS_M3,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	: 	0 	0 	0 	0 	0 	0 	0 	: 	1.11 	: 	: 	: 	: 	: 	0 	0 	0 
A,NCONIF,PN_VN,EXP_XEU,THS_M3,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.11 	0.11 	5.17 	0.66 	0.25 	0.45 	0.78 	0.35 	0.15 	0 	0.04 e	0.02 	0.1 	1.04 	0.94 	0.87 	1.01 	1.63 	2.3 	25.12 	30.7 	15.83 
A,NCONIF,PN_VN,EXP_XEU,THS_M3,MT	: 	: 	: 	: 	: 	: 	: 	0.01 	0.43 	1.61 	0 	0.04 	0 	0 	0.02 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 
A,NCONIF,PN_VN,EXP_XEU,THS_M3,NL	: 	: 	: 	: 	: 	: 	: 	7 	6 	4.9 	3.3 	1.7 	1.5 	1.3 	1.3 	1.3 	0.9 	1.8 	3 	0.8 	1.3 	1.24 	6.75 	1.46 	2.16 	2.15 	7.11 	9.71 	10 	4.5 	: 
A,NCONIF,PN_VN,EXP_XEU,THS_M3,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	0 	0 	0.03 	0 	0 	0 	: 	0 	0 	: 	0.02 	0.02 	0 	0 	0.01 	0 
A,NCONIF,PN_VN,EXP_XEU,THS_M3,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.48 	2.28 	0.6 	1.8 	2.1 	1.25 	1.22 	2.16 	2.26 	1.75 	1.95 	1.87 	2.75 	2.51 	2.4 	3.1 	3.4 	2.99 	2.93 	5.03 	3.85 
A,NCONIF,PN_VN,EXP_XEU,THS_M3,PT	: 	: 	: 	: 	: 	: 	0.03 	0.22 	0.28 	1 	1 	1 	1 	2 	7 	2 	5.48 	1.43 	1.25 e	3.17 	2.34 	2.52 	10.55 	47.51 	10.55 	21.26 	6.27 	39.38 	41.93 	42.76 	32.02 
A,NCONIF,PN_VN,EXP_XEU,THS_M3,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.03 	3.85 	9.73 	7.18 	50 	44 	29 	7.2 	10.31 	14.54 	20.91 	22.3 	22.77 	22.44 	25.28 	27.31 	16.66 	13.39 	15.02 	15.72 p	20.87 p
A,NCONIF,PN_VN,EXP_XEU,THS_M3,SE	: 	: 	: 	: 	: 	: 	3 	3 	4 	2.45 	2 	3 	1 	0.91 	0.93 	0.52 	0.28 	0.17 	0.23 	0.13 	0.07 	0.06 	0.03 	0.08 	0.04 	0.01 	0.01 	0 	0.01 	0.03 	0.04 
A,NCONIF,PN_VN,EXP_XEU,THS_M3,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.76 	1.57 	2.85 	1.62 	2.94 	2.92 	18.87 	3.58 	3.15 	2.23 	2.8 	2.35 	2.05 	1.73 	1.28 	1.4 	1.55 	1.58 	1.97 	2.4 	3.03 	2.97 
A,NCONIF,PN_VN,EXP_XEU,THS_M3,SK	: 	: 	: 	: 	: 	: 	: 	3.6 	2.82 	10.06 	3.3 	5 	1 	0 	0 	0.6 	0.31 	0.12 	0.58 	0.5 	0.57 	0.56 	0.53 	0.69 	0.71 	0.56 	0.7 	0.92 	0.7 	0.77 	0.59 
A,NCONIF,PN_VN,EXP_XEU,THS_M3,UK	: 	: 	: 	: 	: 	: 	2 	2.49 	2.59 	2 	2.22 	1.41 	1.79 	1.28 	2.03 	1.77 	2 	1.83 	1.17 	1.16 	1.32 	1.21 	1.48 	0.65 	1 	0.48 	0.48 	0.25 	: 	: 	: 
A,NCONIF,PN_VN,EXP_XEU,THS_NAC,AT	: 	: 	: 	: 	: 	: 	12967 	14220.9 	27673 	19524 	21308 	19366 	11330 	12939 	16808 	11044 	9339 	7795 	8109 	8888 	7860 	9315 	7910 	7788 	8330 	11788.75 	10506.78 	11617 	8748.31 	12711.19 	14566.06 p
A,NCONIF,PN_VN,EXP_XEU,THS_NAC,BE	: 	: 	: 	: 	: 	: 	: 	6083.28 	7492 	5966.76 	8277.28 	4811.84 	4310.07 	4492.77 	22551.74 	2207.85 	677.11 	310.62 	695.81 	1109.56 	3189.14 	249.67 	1165.69 	1250.24 	1431.42 	1189.31 	1936.37 	2401.92 	1593.18 	1958.4 	2634.31 
A,NCONIF,PN_VN,EXP_XEU,THS_NAC,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	890.76 	1706.21 	1856.67 	2103.35 	3370.51 	2543 	2058.99 	2171.88 	2579.51 	3533.91 	3264.56 	2786.99 	4412.41 	3972.74 	3750.43 	4252.96 	3906.09 	3632.8 	3992.17 	3402.39 	3503.2 	3441.92 
A,NCONIF,PN_VN,EXP_XEU,THS_NAC,CY	: 	: 	: 	: 	: 	: 	: 	7.9 	: 	36.08 	0 	: 	20.18 	0 	: 	2.21 	0 	61.51 	0 	7.91 	0 	0 	0 	14.32 	0 	0 	0 	0 	0 	0 	0 
A,NCONIF,PN_VN,EXP_XEU,THS_NAC,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	122570.14 	178000 	245000 	36000 	39000 	98000 	79000 	118000 	164639 	200099 	262120 	217925 	234043 	250600 	264101 	369319 	340824 	310558 	: 	: 	: 
A,NCONIF,PN_VN,EXP_XEU,THS_NAC,DE	: 	: 	: 	: 	: 	: 	: 	117774 	110758 	112090 	116027 	100382 	87200 	80852 	92721 	69234 	66388 	52134 	58568 	58528 	53617 	47123 	49274 	54055 	50705 	49921 	51053 	50795 	44699 	51285 	61322 
A,NCONIF,PN_VN,EXP_XEU,THS_NAC,DK	: 	: 	: 	: 	: 	: 	0 	25000 	30000 	28000 	24857.59 	16500.54 	18757.35 	18354.18 	15213.88 	18927.5 	21901.34 	8825.68 e	3866.27 e	3853.15 	2500.04 e	: 	329.4 	5091.97 	4032.59 	: 	: 	: 	: 	: 	: 
A,NCONIF,PN_VN,EXP_XEU,THS_NAC,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8128.87 	1199.31 	1337.44 	2085.22 	1490.73 	1032.13 	907.81 	3579.31 	2970.14 	2648.82 	3614.45 	5881.48 	6458.86 	6863.27 	8750.02 	9413.11 	9577.76 	9481.82 	9970.04 	14351.96 	12435.86 
A,NCONIF,PN_VN,EXP_XEU,THS_NAC,EL	: 	: 	: 	: 	: 	: 	78 	686.45 	87.98 	141.57 	491 	297.49 	354.5 	403.66 	240.53 	355.29 	295.39 	386.42 	204.11 	172.13 	302.65 	474.26 	581.72 	771.03 	771.03 p	771.03 p	: 	: 	437.31 	: 	: 
A,NCONIF,PN_VN,EXP_XEU,THS_NAC,ES	: 	: 	: 	: 	: 	: 	12410 e	13582 	18768.7 	17880 	15287 	14471 	16900 	16444.08 	21353.97 	22258.64 	20794.93 	17731.66 	18675.73 	22223.92 	24860.03 	23481.47 	21107.07 	24990.79 	27161.8 	28745.34 	27429.68 	30729.87 	20354.33 	34740.7 	39642.34 
A,NCONIF,PN_VN,EXP_XEU,THS_NAC,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	853842.13 	: 	: 	: 	: 	: 	: 	: 	: 
A,NCONIF,PN_VN,EXP_XEU,THS_NAC,FI	: 	: 	: 	: 	: 	: 	0 	6607.6 	7072.98 	9103 	8618.4 	10710.2 	2147 	2509.7 	2461.2 	2449.6 	2072.84 	3144.08 	2049.2 	2424.11 	1772.1 	1861.2 	1536.03 	1298.98 	1028.54 	681.41 	633.95 	961.31 	451.73 	381.48 	354.84 p
A,NCONIF,PN_VN,EXP_XEU,THS_NAC,FR	: 	: 	: 	: 	: 	: 	14780.09 	16441.2 	20577 	19284 	17916 	12108 	10594 	12998 	13141 	14212 	15266 	9392 	12093 	11111 	12238.13 	10358.91 	11087.45 	11291.38 	13227.92 	10415.02 	10436.17 	10694.53 	5772 	7265 e	9253 e
A,NCONIF,PN_VN,EXP_XEU,THS_NAC,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1633.64 	2393.64 	2029.81 	1700.71 	2724.27 	3035.06 	4511.05 	4296.25 	3275.18 	3576.56 	3012.04 
A,NCONIF,PN_VN,EXP_XEU,THS_NAC,HU	: 	: 	: 	: 	: 	: 	: 	1393790.05 	1568941.4 	477221.48 	460222.12 	1147420.81 	879000 	941000 	926000 	765000 	586913.68 	410585.33 	306501.7 	400644.43 	273567.07 	264333.54 	361011.65 	379736 	276016 	347900 	418459.99 	318299.54 	358713.86 	456290.05 	: 
A,NCONIF,PN_VN,EXP_XEU,THS_NAC,IE	: 	: 	: 	: 	: 	: 	464 e	: 	241 	644.6 	132.24 	20.01 	1.53 	13.49 	764 	72 	66 	71 	49 	41 	55 	48 	117 	1166 	1 	234 	248 	480 	632 	1224 	834 
A,NCONIF,PN_VN,EXP_XEU,THS_NAC,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	: 	0 	0 	: 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 
A,NCONIF,PN_VN,EXP_XEU,THS_NAC,IT	: 	: 	: 	: 	: 	: 	: 	30368.6 	40307.9 	40577 	43567.46 	48931 	65361 	66927 	63872 	75439.93 	56215.95 	44972.76 	45974 	51617.48 	46885.53 	46663.63 	51793.57 	50569.33 	48991.86 	15386.77 	67097.93 	64474.44 	46704.83 	60872.81 	80271 
A,NCONIF,PN_VN,EXP_XEU,THS_NAC,LI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NCONIF,PN_VN,EXP_XEU,THS_NAC,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	186.67 	21.14 	352.28 	279.57 	1825.9 	1200.6 	1909.65 	1048.81 	866.09 	1551.45 	2594.08 	11549.25 	4292.92 	3768.05 	3345.24 	3591.11 	3551.74 	5359.34 	3121.28 	4245.67 	: 
A,NCONIF,PN_VN,EXP_XEU,THS_NAC,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.26 	0 	: 	0 	0 	0 	0 	0 	0 	0 	: 	6.57 	: 	: 	: 	: 	: 	0 	0.37 	0.02 
A,NCONIF,PN_VN,EXP_XEU,THS_NAC,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	34.56 	165.39 	6393.09 	807.1 	198.87 	381.37 	714.35 	847.55 	114.34 	0 	8.11 e	31.11 	47.26 	590.37 	590.86 	592.03 	652.25 	1039.4 	1672.78 	5841.46 	8360.58 	6295.16 
A,NCONIF,PN_VN,EXP_XEU,THS_NAC,MT	: 	: 	: 	: 	: 	: 	: 	2.52 	7.57 	56.63 	0 	23.27 	0 	0 	9.38 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 
A,NCONIF,PN_VN,EXP_XEU,THS_NAC,NL	: 	: 	: 	: 	: 	: 	: 	6033.46 	5447 	4935 	3583 	2774 	2537 	3411 	3077 	3938 	2220 	2337 	7791 	1822 	2012 	1678 	1603 	2372 	3550 	2378 	4373 	8145 	4199 	4796 	: 
A,NCONIF,PN_VN,EXP_XEU,THS_NAC,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	121 	96 	58 	565 	90 	108 	19 	1 	30 	2 	62 	168 	26 	0 	2 	34 	25 
A,NCONIF,PN_VN,EXP_XEU,THS_NAC,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2085.09 	8762.56 	4972 	8347 	10949 	6646.52 	3865.68 	13158.75 	16125.42 	14120.19 	17626.1 	12822.32 	20729.75 	18454.38 	15881.8 	27511.27 	41161.72 	35204.66 	31017.31 	44414.95 	64387.23 
A,NCONIF,PN_VN,EXP_XEU,THS_NAC,PT	: 	: 	: 	: 	: 	: 	53 	240.08 	280 	1155 	907 	834 	898 	1966 	843 	589 	975.84 	687.76 	1137.72 	1701.07 	3754.43 	4830.28 	6789.29 	6732.74 	8834.63 	9020.53 	9681.86 	11655.62 	7859.82 	8810.57 	11882.64 
A,NCONIF,PN_VN,EXP_XEU,THS_NAC,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4435.49 	10635.69 	13712.73 	20517.72 	205605 	223723 	8375.9 	11909.22 	13989.49 	27235.64 	37436 	44171.17 	63440.22 	76129.48 	87827.53 	97526.86 	136922.87 	122207.57 	107477.97 	153981 	195636.34 
A,NCONIF,PN_VN,EXP_XEU,THS_NAC,SE	: 	: 	: 	: 	: 	: 	0 	6082.09 	57600 	54000 	53000 	56000 	16000 	19358.58 	16.64 	10929.46 	6382.67 	4633 	382.27 	190.64 	605 	963 	1371 	1256 	431 	205 	188 	28 	712 	1863 	3130 
A,NCONIF,PN_VN,EXP_XEU,THS_NAC,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	3688.07 	2119.24 	3779.21 	1166.83 	5005.24 	4212.56 	4279.02 	4075.77 	2852.43 	2541.58 	3191.73 	3306.6 	2865.72 	2283.36 	1781 	2520.35 	2694.88 	3763.04 	4716.87 	7042.71 	7002.59 	9753.61 
A,NCONIF,PN_VN,EXP_XEU,THS_NAC,SK	: 	: 	: 	: 	: 	: 	: 	3128.87 	4894.51 	6721.5 	4877.3 	4815.61 	656.74 	0 	0 	1221.05 	721.96 	217.52 	528.03 	310.48 	522.81 	328.71 	317.65 	452.21 	401.05 	475.74 	661.3 	832.48 	702.07 	704.72 	792.9 
A,NCONIF,PN_VN,EXP_XEU,THS_NAC,UK	: 	: 	: 	: 	: 	: 	4233 	5245.77 	5685.52 	4973.55 	5706.22 	4143.71 	3433.58 	3771.38 	3566.2 	3914.92 	5377.3 	4894.84 	4770.67 	6325.35 	6579.65 	5014.11 	4994.65 	3373.23 	3719 	2535.58 	1731.1 	1432.31 	: 	: 	: 
A,NCONIF,PN_VN,IMP,THS_EUR,AT	: 	: 	: 	: 	0 e	0 e	35781.34 	35362.44 	62260 	53426 	46830 	53628 	62355 	60768 	76086 	85850 	74006 	60445 	62331 	59667 	64399 	61075 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NCONIF,PN_VN,IMP,THS_EUR,BE	: 	: 	: 	: 	: 	: 	: 	46412.88 	34363.21 	42098.82 	43776.17 	40492.86 	42888.32 	45615 	68248.94 e	49300 	40800 	29346.65 	33269.39 	35465.65 	29684.69 	24145.14 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NCONIF,PN_VN,IMP,THS_EUR,BG	: 	: 	: 	: 	0 e	0 e	0 e	508.03 	8874.82 	1028.34 	1007.35 	837.93 e	2961.77 	5173.79 	6208.2 	10696.54 	9963.56 	4589.18 	4805.3 	7136.75 	7989.3 	8424.93 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NCONIF,PN_VN,IMP,THS_EUR,CH	: 	: 	: 	: 	0 e	0 e	0 e	17046.02 	10077.67 	15615.21 	12521 	12498.36 	13800 	14082.8 	11677.99 	15462.35 	16504.98 	13178.81 	11664.13 	12007.14 	11283.5 	11453.17 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NCONIF,PN_VN,IMP,THS_EUR,CY	: 	: 	: 	: 	0 e	0 e	0 e	: 	439.34 	950.23 	774.34 	2369.21 	3442.4 	5413.33 	3833.06 	4220.96 	4050.39 	2205.4 	2328.72 	1291.91 	713.03 	423.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NCONIF,PN_VN,IMP,THS_EUR,CZ	: 	: 	: 	: 	0 e	0 e	21568.65 	21934.29 	16289.73 	27478.07 	24478.09 	22263.39 	23360.82 	27264.79 	30572.9 	43941.76 	43704.08 	10780.4 	9388.43 	31763.81 	25274.56 	20848.96 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NCONIF,PN_VN,IMP,THS_EUR,DE	: 	: 	: 	: 	0 e	0 e	244193.7 	209778.69 	102014 	233965 	218339 	210520 	203448 	201639 	220624 	227785 	177608 	132737 	137387 	123158 	118769 	107583 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NCONIF,PN_VN,IMP,THS_EUR,DK	: 	: 	: 	: 	0 e	0 e	45469.76 	45865.15 	4369.38 	44014.44 	37408.01 	34040.91 	35400.03 	35550.78 	38027.81 	36450.36 	27918.18 	15494.05 e	17816.75 e	17603.55 	16280.82 	55684.37 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NCONIF,PN_VN,IMP,THS_EUR,EE	: 	: 	: 	: 	0 e	0 e	1702.53 	1284.8 	4024.98 	1586.49 	1692.2 	2166.2 	2189.79 	2552.97 	3276.64 	3724.61 	3358.23 	3301.47 	2936.99 	3967.83 	5276.3 	3715.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NCONIF,PN_VN,IMP,THS_EUR,EL	: 	: 	: 	: 	0 e	0 e	14428.38 	15710.25 	9181.6 	19654.12 	17369 	28483.32 	34163.89 	32534.8 	36455 	43705.47 	39968.12 	25366.03 	21202.52 	16102.05 	8563.36 	8863.21 	9070.59 	7978.87 	7978.87 p	7978.87 p	: 	24746.24 	22344.56 	: 	: 
A,NCONIF,PN_VN,IMP,THS_EUR,ES	: 	: 	: 	: 	0 e	0 e	88807.27 	94565.89 	78573.84 	142371 	146560 	155958 	159059 	181378 	357403 	198595.5 	134673.53 	81575.16 	85333.87 	79133.07 	67850 	69755.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NCONIF,PN_VN,IMP,THS_EUR,FI	: 	: 	: 	: 	0 e	0 e	8574.61 	11203.67 	5076.17 	11295.5 	10179 	9966.7 	11191.5 	12168 	12432 	15498 	21194.09 	13555.45 	17023.95 	20038.02 	20561.49 	10697.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NCONIF,PN_VN,IMP,THS_EUR,FR	: 	: 	: 	: 	0 e	0 e	62135.9 	60143.85 	75644.9 	80140 	89217 	96731 	105284 	106018 	111214 	131101 	101858 	48792 	87273 	93292 p	82059.36 	76142.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NCONIF,PN_VN,IMP,THS_EUR,HR	: 	: 	: 	: 	0 e	0 e	2465.48 	2951.82 	4388.76 	9287.47 	8721.44 	12552.32 	11812.1 	9734.75 	9908.41 	10054.72 	8811.53 	6782.33 	6705.13 	6923.84 	986.61 	4608.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NCONIF,PN_VN,IMP,THS_EUR,HU	: 	: 	: 	: 	0 e	0 e	7287.21 	7626.85 	28147.9 p	10097.83 	16060.45 	14994.87 	16291.82 	15521.06 	14406.27 	15034.81 	14950.5 	13033.71 	14619.21 	16008.03 	18158.09 	22042.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NCONIF,PN_VN,IMP,THS_EUR,IE	: 	: 	: 	: 	0 e	0 e	3741.6 	3182.66 	3205 	4258.96 	5908.92 	4330.85 	5155.49 	7036 	8001 	8490 	6499 	5287 	5668 	2870 	3039 	2051 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NCONIF,PN_VN,IMP,THS_EUR,IS	: 	: 	: 	: 	0 e	0 e	0 e	: 	0 e	1280.89 	1341.75 	1243.98 	1302.1 	1565.59 	1482.29 	1533.37 	874.86 	: 	0.73 	10.14 	9.26 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
