NAP,MIO_M3,NO,INTFL	365333.60 
NAP,MIO_M3,NO,OUTFL	368529.80 
NAP,MIO_M3,NO,PRECIP	554148.98 
NAP,MIO_M3,NO,RFW_RES	371866.06 
NAP,MIO_M3,PL,EVAP_TSP	150796.30 
NAP,MIO_M3,PL,INFL_NBT	7504.00 
NAP,MIO_M3,PL,INTFL	50319.20 
NAP,MIO_M3,PL,OUTFL	57823.20 
NAP,MIO_M3,PL,PRECIP	201115.50 
NAP,MIO_M3,PL,RFW_RES	57823.20 
NAP,MIO_M3,PT,EVAP_TSP	43571.00 
NAP,MIO_M3,PT,INFL_NBT	35000.00 
NAP,MIO_M3,PT,INTFL	38593.00 
NAP,MIO_M3,PT,OUTFL	34000.00 
NAP,MIO_M3,PT,PRECIP	82164.00 
NAP,MIO_M3,PT,RFW_RES	73593.00 
NAP,MIO_M3,RO,EVAP_TSP	119377.25 
NAP,MIO_M3,RO,INFL_NBT	312.47 
NAP,MIO_M3,RO,INTFL	39508.72 
NAP,MIO_M3,RO,OUTFL	17271.73 
NAP,MIO_M3,RO,PRECIP	158884.00 
NAP,MIO_M3,RO,RFW_RES	39821.19 
NAP,MIO_M3,RS,EVAP_TSP	43657.80 
NAP,MIO_M3,RS,INFL_NBT	157790.99 
NAP,MIO_M3,RS,INTFL	13186.49 
NAP,MIO_M3,RS,OUTFL	170977.47 
NAP,MIO_M3,RS,PRECIP	56844.29 
NAP,MIO_M3,RS,RFW_RES	170977.47 
NAP,MIO_M3,SE,EVAP_TSP	169512.00 
NAP,MIO_M3,SE,INFL_NBT	14951.00 
NAP,MIO_M3,SE,INTFL	181885.00 
NAP,MIO_M3,SE,OUTFL	196837.00 
NAP,MIO_M3,SE,PRECIP	350690.00 
NAP,MIO_M3,SE,RFW_RES	196837.00 
NAP,MIO_M3,SI,EVAP_TSP	13026.00 e
NAP,MIO_M3,SI,INFL_NBT	15074.00 e
NAP,MIO_M3,SI,INTFL	16422.00 e
NAP,MIO_M3,SI,OUTFL	30371.00 e
NAP,MIO_M3,SI,PRECIP	29448.00 e
NAP,MIO_M3,SI,RFW_RES	31496.00 e
NAP,MIO_M3,SK,EVAP_TSP	24278.00 
NAP,MIO_M3,SK,INFL_NBT	67252.00 
NAP,MIO_M3,SK,INTFL	13074.00 
NAP,MIO_M3,SK,OUTFL	81680.00 
NAP,MIO_M3,SK,PRECIP	37352.00 
NAP,MIO_M3,SK,RFW_RES	80326.00 
NAP,MIO_M3,TR,EVAP_TSP	275700.00 
NAP,MIO_M3,TR,INFL_NBT	6900.00 
NAP,MIO_M3,TR,INTFL	173470.00 
NAP,MIO_M3,TR,OUTFL	178000.00 
NAP,MIO_M3,TR,PRECIP	449170.00 
NAP,MIO_M3,TR,RFW_RES	180370.00 
NAP,MIO_M3,UK,EVAP_TSP	127289.50 
NAP,MIO_M3,UK,INFL_NBT	6454.00 
NAP,MIO_M3,UK,INTFL	161369.30 
NAP,MIO_M3,UK,OUTFL	171014.70 
NAP,MIO_M3,UK,PRECIP	287606.90 
NAP,MIO_M3,UK,RFW_RES	172861.30 
NAP,MIO_M3,XK,EVAP_TSP	477.80 
NAP,MIO_M3,XK,INFL_NBT	10.50 
NAP,MIO_M3,XK,INTFL	285.30 
NAP,MIO_M3,XK,OUTFL	114.50 
NAP,MIO_M3,XK,PRECIP	763.10 
NAP,MIO_M3,XK,RFW_RES	295.80 
