Category,Scenario,Gas,Gapfilled 2021,Gapfilled 2022,Gapfilled 2023,Gapfilled 2024,Gapfilled 2025,Gapfilled 2026,Gapfilled 2027,Gapfilled 2028,Gapfilled 2029,Gapfilled 2030,Gapfilled 2031,Gapfilled 2032,Gapfilled 2033,Gapfilled 2034,Gapfilled 2035,Gapfilled 2036,Gapfilled 2037,Gapfilled 2038,Gapfilled 2039,Gapfilled 2040,Gapfilled 2041,Gapfilled 2042,Gapfilled 2043,Gapfilled 2044,Gapfilled 2045,Gapfilled 2046,Gapfilled 2047,Gapfilled 2048,Gapfilled 2049,Gapfilled 2050,Reported Value 2025,Reported Value 2030,Reported Value 2035,Reported Value 2040,Reported Value 2045,Reported Value 2050
3. Agriculture,WEM,Total,7056.98,7034.96,7012.94,6990.92,6968.9,6946.88,6924.86,6902.84,6880.82,6858.8,6867.9,6877.0,6886.1,6895.2,6904.3,6913.42,6922.54,6931.66,6940.78,6949.9,6959.18,6968.46,6977.74,6987.02,6996.3,7005.58,7014.86,7024.14,7033.42,7042.7,6968.89419536864,6858.78168203046,6904.34204289929,6949.9024037681,6996.30622057537,7042.71003738264
"4. Land Use, Land-Use Change and Forestry (LULUCF, reported emissions and removals) (9)",WAM,Total,-6178.72,-6684.84,-7190.96,-7697.08,-8203.2,-8709.32,-9215.44,-9721.56,-10227.68,-10733.8,-10855.02,-10976.24,-11097.46,-11218.68,-11339.9,-11461.1,-11582.3,-11703.5,-11824.7,-11945.9,-12069.48,-12193.06,-12316.64,-12440.22,-12563.8,-12687.38,-12810.96,-12934.54,-13058.12,-13181.7,-8203.24171950958,-10733.8472581993,-11339.8622484521,-11945.8772387049,-12563.7755298912,-13181.6738210774
"4. Land Use, Land-Use Change and Forestry (LULUCF, reported emissions and removals) (9)",WEM,Total,-6062.08,-6451.56,-6841.04,-7230.52,-7620.0,-8009.48,-8398.96,-8788.44,-9177.92,-9567.4,-9682.14,-9796.88,-9911.62,-10026.36,-10141.1,-10255.82,-10370.54,-10485.26,-10599.98,-10714.7,-10831.8,-10948.9,-11066.0,-11183.1,-11300.2,-11417.3,-11534.4,-11651.5,-11768.6,-11885.7,-7620.04171950958,-9567.44725819933,-10141.0622484521,-10714.6772387049,-11300.1755298912,-11885.6738210774
4.A. Forest land,WAM,Total,-8677.96,-9079.82,-9481.68,-9883.54,-10285.4,-10687.24,-11089.08,-11490.92,-11892.76,-12294.6,-12427.88,-12561.16,-12694.44,-12827.72,-12961.0,-13094.26,-13227.52,-13360.78,-13494.04,-13627.3,-13764.08,-13900.86,-14037.64,-14174.42,-14311.2,-14447.98,-14584.76,-14721.54,-14858.32,-14995.1,-10285.358790411,-12294.6444400642,-12960.9863204749,-13627.3282008855,-14311.2346517276,-14995.1411025696
4.A. Forest land,WEM,Total,-8677.96,-9079.82,-9481.68,-9883.54,-10285.4,-10687.24,-11089.08,-11490.92,-11892.76,-12294.6,-12427.88,-12561.16,-12694.44,-12827.72,-12961.0,-13094.26,-13227.52,-13360.78,-13494.04,-13627.3,-13764.08,-13900.86,-14037.64,-14174.42,-14311.2,-14447.98,-14584.76,-14721.54,-14858.32,-14995.1,-10285.358790411,-12294.6444400642,-12960.9863204749,-13627.3282008855,-14311.2346517276,-14995.1411025696
4.B. Cropland,WAM,Total,765.36,748.72,732.08,715.44,698.8,682.16,665.52,648.88,632.24,615.6,614.04,612.48,610.92,609.36,607.8,606.24,604.68,603.12,601.56,600.0,599.44,598.88,598.32,597.76,597.2,596.66,596.12,595.58,595.04,594.5,698.787033785108,615.591214252823,607.774747137299,599.958280021776,597.232826584301,594.507373146826
4.B. Cropland,WEM,Total,765.36,748.72,732.08,715.44,698.8,682.16,665.52,648.88,632.24,615.6,614.04,612.48,610.92,609.36,607.8,606.24,604.68,603.12,601.56,600.0,599.44,598.88,598.32,597.76,597.2,596.66,596.12,595.58,595.04,594.5,698.787033785108,615.591214252823,607.774747137299,599.958280021776,597.232826584301,594.507373146826
4.C. Grassland,WAM,Total,31.68,-55.84,-143.36,-230.88,-318.4,-405.9,-493.4,-580.9,-668.4,-755.9,-753.68,-751.46,-749.24,-747.02,-744.8,-742.58,-740.36,-738.14,-735.92,-733.7,-730.36,-727.02,-723.68,-720.34,-717.0,-713.66,-710.32,-706.98,-703.64,-700.3,-318.361832960191,-755.938481524597,-744.833657348555,-733.728833172513,-716.998115440378,-700.267397708243
4.C. Grassland,WEM,Total,148.32,177.44,206.56,235.68,264.8,293.94,323.08,352.22,381.36,410.5,419.2,427.9,436.6,445.3,454.0,462.7,471.4,480.1,488.8,497.5,507.32,517.14,526.96,536.78,546.6,556.42,566.24,576.06,585.88,595.7,264.838167039809,410.461518475403,453.966342651445,497.471166827487,546.601884559622,595.732602291757
4.D. Wetlands,WAM,Total,369.62,370.74,371.86,372.98,374.1,375.22,376.34,377.46,378.58,379.7,380.28,380.86,381.44,382.02,382.6,383.16,383.72,384.28,384.84,385.4,385.8,386.2,386.6,387.0,387.4,387.78,388.16,388.54,388.92,389.3,374.096941328352,379.699576129463,382.566622332838,385.433668536213,387.369532302975,389.305396069737
4.D. Wetlands,WEM,Total,369.62,370.74,371.86,372.98,374.1,375.22,376.34,377.46,378.58,379.7,380.28,380.86,381.44,382.02,382.6,383.16,383.72,384.28,384.84,385.4,385.8,386.2,386.6,387.0,387.4,387.78,388.16,388.54,388.92,389.3,374.096941328352,379.699576129463,382.566622332838,385.433668536213,387.369532302975,389.305396069737
4.E. Settlements,WAM,Total,2194.68,2205.86,2217.04,2228.22,2239.4,2250.56,2261.72,2272.88,2284.04,2295.2,2302.18,2309.16,2316.14,2323.12,2330.1,2337.08,2344.06,2351.04,2358.02,2365.0,2368.56,2372.12,2375.68,2379.24,2382.8,2386.38,2389.96,2393.54,2397.12,2400.7,2239.35078034033,2295.18348177468,2330.07974644459,2364.97601111449,2382.83353827546,2400.69106543642
4.E. Settlements,WEM,Total,2194.68,2205.86,2217.04,2228.22,2239.4,2250.56,2261.72,2272.88,2284.04,2295.2,2302.18,2309.16,2316.14,2323.12,2330.1,2337.08,2344.06,2351.04,2358.02,2365.0,2368.56,2372.12,2375.68,2379.24,2382.8,2386.38,2389.96,2393.54,2397.12,2400.7,2239.35078034033,2295.18348177468,2330.07974644459,2364.97601111449,2382.83353827546,2400.69106543642
4.F. Other Land,WAM,Total,-454.58,-467.06,-479.54,-492.02,-504.5,-516.98,-529.46,-541.94,-554.42,-566.9,-563.12,-559.34,-555.56,-551.78,-548.0,-544.2,-540.4,-536.6,-532.8,-529.0,-522.6,-516.2,-509.8,-503.4,-497.0,-490.6,-484.2,-477.8,-471.4,-465.0,-504.537934459178,-566.935960886667,-547.96294443963,-528.989927992593,-497.005428086808,-465.020928181022
4.F. Other Land,WEM,Total,-454.58,-467.06,-479.54,-492.02,-504.5,-516.98,-529.46,-541.94,-554.42,-566.9,-563.12,-559.34,-555.56,-551.78,-548.0,-544.2,-540.4,-536.6,-532.8,-529.0,-522.6,-516.2,-509.8,-503.4,-497.0,-490.6,-484.2,-477.8,-471.4,-465.0,-504.537934459178,-566.935960886667,-547.96294443963,-528.989927992593,-497.005428086808,-465.020928181022
4.G. Harvested wood products,WAM,Total,-407.52,-407.44,-407.36,-407.28,-407.2,-407.12,-407.04,-406.96,-406.88,-406.8,-406.74,-406.68,-406.62,-406.56,-406.5,-406.44,-406.38,-406.32,-406.26,-406.2,-406.16,-406.12,-406.08,-406.04,-406.0,-405.94,-405.88,-405.82,-405.76,-405.7,-407.217917133003,-406.802647880865,-406.500442103794,-406.198236326723,-405.973231799143,-405.748227271564
4.G. Harvested wood products,WEM,Total,-407.52,-407.44,-407.36,-407.28,-407.2,-407.12,-407.04,-406.96,-406.88,-406.8,-406.74,-406.68,-406.62,-406.56,-406.5,-406.44,-406.38,-406.32,-406.26,-406.2,-406.16,-406.12,-406.08,-406.04,-406.0,-405.94,-405.88,-405.82,-405.76,-405.7,-407.217917133003,-406.802647880865,-406.500442103794,-406.198236326723,-405.973231799143,-405.748227271564
5. Waste,WAM,ESR,4760.54,4636.08,4511.62,4387.16,4262.7,4143.78,4024.86,3905.94,3787.02,3668.1,3553.72,3439.34,3324.96,3210.58,3096.2,2996.36,2896.52,2796.68,2696.84,2597.0,2520.12,2443.24,2366.36,2289.48,2212.6,2152.94,2093.28,2033.62,1973.96,1914.3,4262.72696414672,3668.10711646846,3096.23381656522,2597.0362756661,2212.56406294403,1914.33925924162
5. Waste,WAM,Total,4760.54,4636.08,4511.62,4387.16,4262.7,4143.78,4024.86,3905.94,3787.02,3668.1,3553.72,3439.34,3324.96,3210.58,3096.2,2996.36,2896.52,2796.68,2696.84,2597.0,2520.12,2443.24,2366.36,2289.48,2212.6,2152.94,2093.28,2033.62,1973.96,1914.3,4262.72696414672,3668.10711646846,3096.23381656522,2597.0362756661,2212.56406294403,1914.33925924162
5. Waste,WEM,ESR,4760.54,4636.08,4511.62,4387.16,4262.7,4143.78,4024.86,3905.94,3787.02,3668.1,3553.72,3439.34,3324.96,3210.58,3096.2,2996.36,2896.52,2796.68,2696.84,2597.0,2520.12,2443.24,2366.36,2289.48,2212.6,2152.94,2093.28,2033.62,1973.96,1914.3,4262.72696414672,3668.10711646846,3096.23381656522,2597.0362756661,2212.56406294403,1914.33925924162
5. Waste,WEM,Total,4760.54,4636.08,4511.62,4387.16,4262.7,4143.78,4024.86,3905.94,3787.02,3668.1,3553.72,3439.34,3324.96,3210.58,3096.2,2996.36,2896.52,2796.68,2696.84,2597.0,2520.12,2443.24,2366.36,2289.48,2212.6,2152.94,2093.28,2033.62,1973.96,1914.3,4262.72696414672,3668.10711646846,3096.23381656522,2597.0362756661,2212.56406294403,1914.33925924162
IB.Aviation,WAM,Total,4402.5,4402.5,4402.5,4402.5,4402.5,4402.5,4402.5,4402.5,4402.5,4402.5,4402.5,4402.5,4402.5,4402.5,4402.5,4402.5,4402.5,4402.5,4402.5,4402.5,4402.5,4402.5,4402.5,4402.5,4402.5,4402.5,4402.5,4402.5,4402.5,4402.5,,,,,,
IB.Aviation,WEM,Total,4402.5,4402.5,4402.5,4402.5,4402.5,4402.5,4402.5,4402.5,4402.5,4402.5,4402.5,4402.5,4402.5,4402.5,4402.5,4402.5,4402.5,4402.5,4402.5,4402.5,4402.5,4402.5,4402.5,4402.5,4402.5,4402.5,4402.5,4402.5,4402.5,4402.5,,,,,,
IB.Navigation,WAM,Total,3097.3,3097.3,3097.3,3097.3,3097.3,3097.3,3097.3,3097.3,3097.3,3097.3,3097.3,3097.3,3097.3,3097.3,3097.3,3097.3,3097.3,3097.3,3097.3,3097.3,3097.3,3097.3,3097.3,3097.3,3097.3,3097.3,3097.3,3097.3,3097.3,3097.3,,,,,,
IB.Navigation,WEM,Total,3097.3,3097.3,3097.3,3097.3,3097.3,3097.3,3097.3,3097.3,3097.3,3097.3,3097.3,3097.3,3097.3,3097.3,3097.3,3097.3,3097.3,3097.3,3097.3,3097.3,3097.3,3097.3,3097.3,3097.3,3097.3,3097.3,3097.3,3097.3,3097.3,3097.3,,,,,,
Indirect CO2 (if available) (10),WAM,Total,143.9,143.9,143.9,143.9,143.9,143.9,143.9,143.9,143.9,143.9,143.9,143.9,143.9,143.9,143.9,143.9,143.9,143.9,143.9,143.9,143.9,143.9,143.9,143.9,143.9,143.9,143.9,143.9,143.9,143.9,,,,,,
Indirect CO2 (if available) (10),WEM,Total,143.9,143.9,143.9,143.9,143.9,143.9,143.9,143.9,143.9,143.9,143.9,143.9,143.9,143.9,143.9,143.9,143.9,143.9,143.9,143.9,143.9,143.9,143.9,143.9,143.9,143.9,143.9,143.9,143.9,143.9,,,,,,
Total excluding LULUCF,WAM,ESR,37611.7,37365.4,37119.1,36872.8,36626.5,34939.1,33251.7,31564.3,29876.9,28189.5,27118.98,26048.46,24977.94,23907.42,22836.9,21607.9,20378.9,19149.9,17920.9,16691.9,16064.24,15436.58,14808.92,14181.26,13553.6,13234.96,12916.32,12597.68,12279.04,11960.4,36626.5378360872,28189.4959315125,22836.8680539734,16691.9289963481,13553.573021404,11960.4133439288
Total excluding LULUCF,WAM,ETS,23266.9,20784.8,18302.7,15820.6,13338.5,12897.82,12457.14,12016.46,11575.78,11135.1,10391.56,9648.02,8904.48,8160.94,7417.4,7366.06,7314.72,7263.38,7212.04,7160.7,6866.38,6572.06,6277.74,5983.42,5689.1,5343.72,4998.34,4652.96,4307.58,3962.2,13338.4655123709,11135.1241377483,7417.36377570733,7160.68722891466,5689.10363997783,3962.24846889326
Total excluding LULUCF,WAM,Total,61153.96,58402.52,55651.08,52899.64,50148.2,48023.24,45898.28,43773.32,41648.36,39523.4,37700.38,35877.36,34054.34,32231.32,30408.3,29109.12,27809.94,26510.76,25211.58,23912.4,22989.9,22067.4,21144.9,20222.4,19299.9,18635.74,17971.58,17307.42,16643.26,15979.1,50148.1949204581,39523.4371542608,30408.3370606808,23912.4216022628,19299.8963243818,15979.0906008221
Total excluding LULUCF,WEM,ESR,37549.12,37240.24,36931.36,36622.48,36313.6,35031.02,33748.44,32465.86,31183.28,29900.7,29457.5,29014.3,28571.1,28127.9,27684.7,27067.26,26449.82,25832.38,25214.94,24597.5,24318.26,24039.02,23759.78,23480.54,23201.3,22876.26,22551.22,22226.18,21901.14,21576.1,36313.5740657414,29900.7365879412,27684.6785154293,24597.4751170203,23201.2696939471,21576.1413528674
Total excluding LULUCF,WEM,ETS,24707.76,23666.52,22625.28,21584.04,20542.8,18993.28,17443.76,15894.24,14344.72,12795.2,12395.98,11996.76,11597.54,11198.32,10799.1,10699.5,10599.9,10500.3,10400.7,10301.1,10155.46,10009.82,9864.18,9718.54,9572.9,9530.98,9489.06,9447.14,9405.22,9363.3,20542.8335338186,12795.1589617123,10799.1258869257,10301.1195034498,9572.8991593764,9363.33196280464
Total excluding LULUCF,WEM,Total,62532.24,61159.08,59785.92,58412.76,57039.6,54210.62,51381.64,48552.66,45723.68,42894.7,42046.44,41198.18,40349.92,39501.66,38653.4,37936.84,37220.28,36503.72,35787.16,35070.6,34642.0,34213.4,33784.8,33356.2,32927.6,32560.08,32192.56,31825.04,31457.52,31090.0,57039.59917156,42894.7126346534,38653.3504433549,35070.5959834701,32927.5820603235,31090.0475406721
Total including LULUCF,WAM,ESR,37611.7,37365.4,37119.1,36872.8,36626.5,34939.1,33251.7,31564.3,29876.9,28189.5,27118.98,26048.46,24977.94,23907.42,22836.9,21607.9,20378.9,19149.9,17920.9,16691.9,16064.24,15436.58,14808.92,14181.26,13553.6,13234.96,12916.32,12597.68,12279.04,11960.4,36626.5378360872,28189.4959315125,22836.8680539734,16691.9289963481,13553.573021404,11960.4133439288
Total including LULUCF,WAM,ETS,23266.9,20784.8,18302.7,15820.6,13338.5,12897.82,12457.14,12016.46,11575.78,11135.1,10391.56,9648.02,8904.48,8160.94,7417.4,7366.06,7314.72,7263.38,7212.04,7160.7,6866.38,6572.06,6277.74,5983.42,5689.1,5343.72,4998.34,4652.96,4307.58,3962.2,13338.4655123709,11135.1241377483,7417.36377570733,7160.68722891466,5689.10363997783,3962.24846889326
Total including LULUCF,WAM,Total,54975.24,51717.68,48460.12,45202.56,41945.0,39313.92,36682.84,34051.76,31420.68,28789.6,26845.38,24901.16,22956.94,21012.72,19068.5,17648.1,16227.7,14807.3,13386.9,11966.5,10920.42,9874.34,8828.26,7782.18,6736.1,5948.36,5160.62,4372.88,3585.14,2797.4,41944.9532009486,28789.5898960614,19068.4748122287,11966.5443635579,6736.12079449065,2797.41677974466
Total including LULUCF,WEM,ESR,37549.12,37240.24,36931.36,36622.48,36313.6,35031.02,33748.44,32465.86,31183.28,29900.7,29457.5,29014.3,28571.1,28127.9,27684.7,27067.26,26449.82,25832.38,25214.94,24597.5,24318.26,24039.02,23759.78,23480.54,23201.3,22876.26,22551.22,22226.18,21901.14,21576.1,36313.5740657414,29900.7365879412,27684.6785154293,24597.4751170203,23201.2696939471,21576.1413528674
Total including LULUCF,WEM,ETS,24707.76,23666.52,22625.28,21584.04,20542.8,18993.28,17443.76,15894.24,14344.72,12795.2,12395.98,11996.76,11597.54,11198.32,10799.1,10699.5,10599.9,10500.3,10400.7,10301.1,10155.46,10009.82,9864.18,9718.54,9572.9,9530.98,9489.06,9447.14,9405.22,9363.3,20542.8335338186,12795.1589617123,10799.1258869257,10301.1195034498,9572.8991593764,9363.33196280464
Total including LULUCF,WEM,Total,56470.16,54707.52,52944.88,51182.24,49419.6,46201.14,42982.68,39764.22,36545.76,33327.3,32364.3,31401.3,30438.3,29475.3,28512.3,27681.02,26849.74,26018.46,25187.18,24355.9,23810.2,23264.5,22718.8,22173.1,21627.4,21142.8,20658.2,20173.6,19689.0,19204.4,49419.5574520504,33327.2653764541,28512.2881949028,24355.9187447652,21627.4065304323,19204.3737195946
