Category,Scenario,Gas,Gapfilled 2021,Gapfilled 2022,Gapfilled 2023,Gapfilled 2024,Gapfilled 2025,Gapfilled 2026,Gapfilled 2027,Gapfilled 2028,Gapfilled 2029,Gapfilled 2030,Gapfilled 2031,Gapfilled 2032,Gapfilled 2033,Gapfilled 2034,Gapfilled 2035,Gapfilled 2036,Gapfilled 2037,Gapfilled 2038,Gapfilled 2039,Gapfilled 2040,Gapfilled 2041,Gapfilled 2042,Gapfilled 2043,Gapfilled 2044,Gapfilled 2045,Gapfilled 2046,Gapfilled 2047,Gapfilled 2048,Gapfilled 2049,Gapfilled 2050
5. Waste,WAM,ESR,1040.78,1004.76,968.74,932.72,896.7,874.92,853.14,831.36,809.58,787.8,767.2,746.6,726.0,705.4,684.8,670.6,656.4,642.2,628.0,613.8,604.02,594.24,584.46,574.68,564.9,558.24,551.58,544.92,538.26,531.6
5. Waste,WAM,Total,1040.78,1004.76,968.74,932.72,896.7,874.92,853.14,831.36,809.58,787.8,767.2,746.6,726.0,705.4,684.8,670.6,656.4,642.2,628.0,613.8,604.02,594.24,584.46,574.68,564.9,558.24,551.58,544.92,538.26,531.6
5. Waste,WEM,ESR,1040.78,1004.76,968.74,932.72,896.7,874.92,853.14,831.36,809.58,787.8,767.2,746.6,726.0,705.4,684.8,670.6,656.4,642.2,628.0,613.8,604.02,594.24,584.46,574.68,564.9,558.24,551.58,544.92,538.26,531.6
5. Waste,WEM,Total,1040.78,1004.76,968.74,932.72,896.7,874.92,853.14,831.36,809.58,787.8,767.2,746.6,726.0,705.4,684.8,670.6,656.4,642.2,628.0,613.8,604.02,594.24,584.46,574.68,564.9,558.24,551.58,544.92,538.26,531.6
IB.Aviation,WAM,Total,1158.9,1379.6,1600.3,1821.0,2041.7,1976.38,1911.06,1845.74,1780.42,1715.1,1759.0,1802.9,1846.8,1890.7,1934.6,1984.1,2033.6,2083.1,2132.6,2182.1,2237.92,2293.74,2349.56,2405.38,2461.2,2524.18,2587.16,2650.14,2713.12,2776.1
IB.Aviation,WEM,Total,1158.9,1379.6,1600.3,1821.0,2041.7,1976.38,1911.06,1845.74,1780.42,1715.1,1759.0,1802.9,1846.8,1890.7,1934.6,1984.1,2033.6,2083.1,2132.6,2182.1,2237.92,2293.74,2349.56,2405.38,2461.2,2524.18,2587.16,2650.14,2713.12,2776.1
IB.Navigation,WAM,Total,8121.74,7934.48,7747.22,7559.96,7372.7,7385.12,7397.54,7409.96,7422.38,7434.8,7453.06,7471.32,7489.58,7507.84,7526.1,7555.38,7584.66,7613.94,7643.22,7672.5,7706.78,7741.06,7775.34,7809.62,7843.9,7883.22,7922.54,7961.86,8001.18,8040.5
IB.Navigation,WEM,Total,8121.74,7934.48,7747.22,7559.96,7372.7,7385.12,7397.54,7409.96,7422.38,7434.8,7453.06,7471.32,7489.58,7507.84,7526.1,7555.38,7584.66,7613.94,7643.22,7672.5,7706.78,7741.06,7775.34,7809.62,7843.9,7883.22,7922.54,7961.86,8001.18,8040.5
Total excluding LULUCF,WAM,ESR,28083.12,26851.74,25620.36,24388.98,23157.6,21818.82,20480.04,19141.26,17802.48,16463.7,16068.44,15673.18,15277.92,14882.66,14487.4,14173.68,13859.96,13546.24,13232.52,12918.8,12719.62,12520.44,12321.26,12122.08,11922.9,11797.66,11672.42,11547.18,11421.94,11296.7
Total excluding LULUCF,WAM,ETS,16828.56,16952.32,17076.08,17199.84,17323.6,16674.52,16025.44,15376.36,14727.28,14078.2,13326.12,12574.04,11821.96,11069.88,10317.8,10168.56,10019.32,9870.08,9720.84,9571.6,9537.02,9502.44,9467.86,9433.28,9398.7,9391.52,9384.34,9377.16,9369.98,9362.8
Total excluding LULUCF,WAM,Total,45169.54,44125.08,43080.62,42036.16,40991.7,38974.32,36956.94,34939.56,32922.18,30904.8,29754.82,28604.84,27454.86,26304.88,25154.9,24689.36,24223.82,23758.28,23292.74,22827.2,22590.98,22354.76,22118.54,21882.32,21646.1,21511.3,21376.5,21241.7,21106.9,20972.1
Total excluding LULUCF,WEM,ESR,28083.12,26851.74,25620.36,24388.98,23157.6,21818.82,20480.04,19141.26,17802.48,16463.7,16068.44,15673.18,15277.92,14882.66,14487.4,14173.68,13859.96,13546.24,13232.52,12918.8,12719.62,12520.44,12321.26,12122.08,11922.9,11797.66,11672.42,11547.18,11421.94,11296.7
Total excluding LULUCF,WEM,ETS,16828.56,16952.32,17076.08,17199.84,17323.6,16674.52,16025.44,15376.36,14727.28,14078.2,13326.12,12574.04,11821.96,11069.88,10317.8,10168.56,10019.32,9870.08,9720.84,9571.6,9537.02,9502.44,9467.86,9433.28,9398.7,9391.52,9384.34,9377.16,9369.98,9362.8
Total excluding LULUCF,WEM,Total,45169.54,44125.08,43080.62,42036.16,40991.7,38974.32,36956.94,34939.56,32922.18,30904.8,29754.82,28604.84,27454.86,26304.88,25154.9,24689.36,24223.82,23758.28,23292.74,22827.2,22590.98,22354.76,22118.54,21882.32,21646.1,21511.3,21376.5,21241.7,21106.9,20972.1
Total including LULUCF,WAM,ESR,28083.12,26851.74,25620.36,24388.98,23157.6,21818.82,20480.04,19141.26,17802.48,16463.7,16068.44,15673.18,15277.92,14882.66,14487.4,14173.68,13859.96,13546.24,13232.52,12918.8,12719.62,12520.44,12321.26,12122.08,11922.9,11797.66,11672.42,11547.18,11421.94,11296.7
Total including LULUCF,WAM,ETS,16828.56,16952.32,17076.08,17199.84,17323.6,16674.52,16025.44,15376.36,14727.28,14078.2,13326.12,12574.04,11821.96,11069.88,10317.8,10168.56,10019.32,9870.08,9720.84,9571.6,9537.02,9502.44,9467.86,9433.28,9398.7,9391.52,9384.34,9377.16,9369.98,9362.8
Total including LULUCF,WAM,Total,3830.2,2733.0,1635.8,538.6,-558.6,-2866.36,-5174.12,-7481.88,-9789.64,-12097.4,-13602.26,-15107.12,-16611.98,-18116.84,-19621.7,-18924.98,-18228.26,-17531.54,-16834.82,-16138.1,-17015.04,-17891.98,-18768.92,-19645.86,-20522.8,-21298.32,-22073.84,-22849.36,-23624.88,-24400.4
Total including LULUCF,WEM,ESR,28083.12,26851.74,25620.36,24388.98,23157.6,21818.82,20480.04,19141.26,17802.48,16463.7,16068.44,15673.18,15277.92,14882.66,14487.4,14173.68,13859.96,13546.24,13232.52,12918.8,12719.62,12520.44,12321.26,12122.08,11922.9,11797.66,11672.42,11547.18,11421.94,11296.7
Total including LULUCF,WEM,ETS,16828.56,16952.32,17076.08,17199.84,17323.6,16674.52,16025.44,15376.36,14727.28,14078.2,13326.12,12574.04,11821.96,11069.88,10317.8,10168.56,10019.32,9870.08,9720.84,9571.6,9537.02,9502.44,9467.86,9433.28,9398.7,9391.52,9384.34,9377.16,9369.98,9362.8
Total including LULUCF,WEM,Total,3830.2,2733.0,1635.8,538.6,-558.6,-2866.36,-5174.12,-7481.88,-9789.64,-12097.4,-13602.26,-15107.12,-16611.98,-18116.84,-19621.7,-18924.98,-18228.26,-17531.54,-16834.82,-16138.1,-17015.04,-17891.98,-18768.92,-19645.86,-20522.8,-21298.32,-22073.84,-22849.36,-23624.88,-24400.4
