Category,Scenario,Gas,Gapfilled 2021,Gapfilled 2022,Gapfilled 2023,Gapfilled 2024,Gapfilled 2025,Gapfilled 2026,Gapfilled 2027,Gapfilled 2028,Gapfilled 2029,Gapfilled 2030,Gapfilled 2031,Gapfilled 2032,Gapfilled 2033,Gapfilled 2034,Gapfilled 2035,Gapfilled 2036,Gapfilled 2037,Gapfilled 2038,Gapfilled 2039,Gapfilled 2040,Gapfilled 2041,Gapfilled 2042,Gapfilled 2043,Gapfilled 2044,Gapfilled 2045,Gapfilled 2046,Gapfilled 2047,Gapfilled 2048,Gapfilled 2049,Gapfilled 2050,Reported Value 2025,Reported Value 2030,Reported Value 2035,Reported Value 2040,Reported Value 2045,Reported Value 2050
4.C. Grassland,WAM,Total,-289.66,-275.32,-260.98,-246.64,-232.3,-232.56,-232.82,-233.08,-233.34,-233.6,-233.86,-234.12,-234.38,-234.64,-234.9,-235.16,-235.42,-235.68,-235.94,-236.2,-236.46,-236.72,-236.98,-237.24,-237.5,-237.74,-237.98,-238.22,-238.46,-238.7,-232.295294895817,-233.586164184383,-234.877033472949,-236.167902761515,-237.458772050081,-238.749641338647
4.C. Grassland,WEM,Total,-289.66,-275.32,-260.98,-246.64,-232.3,-232.56,-232.82,-233.08,-233.34,-233.6,-233.86,-234.12,-234.38,-234.64,-234.9,-235.16,-235.42,-235.68,-235.94,-236.2,-236.46,-236.72,-236.98,-237.24,-237.5,-237.74,-237.98,-238.22,-238.46,-238.7,-232.295294895817,-233.586164184383,-234.877033472949,-236.167902761515,-237.458772050081,-238.749641338647
4.D. Wetlands,WAM,Total,12.82,12.64,12.46,12.28,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1015946458003,12.1015946460771,12.1015946463539,12.1015946466306,12.1015946469074,12.1015946471842
4.D. Wetlands,WEM,Total,12.82,12.64,12.46,12.28,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1015946458003,12.1015946460771,12.1015946463539,12.1015946466306,12.1015946469074,12.1015946471842
4.E. Settlements,WAM,Total,816.66,871.72,926.78,981.84,1036.9,1056.62,1076.34,1096.06,1115.78,1135.5,1155.22,1174.94,1194.66,1214.38,1234.1,1253.82,1273.54,1293.26,1312.98,1332.7,1352.4,1372.1,1391.8,1411.5,1431.2,1450.92,1470.64,1490.36,1510.08,1529.8,1036.92793005216,1135.49794486856,1234.07316512994,1332.65359083632,1431.23922198768,1529.83005858403
4.E. Settlements,WEM,Total,816.66,871.72,926.78,981.84,1036.9,1056.62,1076.34,1096.06,1115.78,1135.5,1155.22,1174.94,1194.66,1214.38,1234.1,1253.82,1273.54,1293.26,1312.98,1332.7,1352.4,1372.1,1391.8,1411.5,1431.2,1450.92,1470.64,1490.36,1510.08,1529.8,1036.92793005216,1135.49794486856,1234.07316512994,1332.65359083632,1431.23922198768,1529.83005858403
4.G. Harvested wood products,WAM,Total,-565.14,-557.58,-550.02,-542.46,-534.9,-524.54,-514.18,-503.82,-493.46,-483.1,-494.18,-505.26,-516.34,-527.42,-538.5,-549.58,-560.66,-571.74,-582.82,-593.9,-604.98,-616.06,-627.14,-638.22,-649.3,-660.38,-671.46,-682.54,-693.62,-704.7,-534.911025944483,-483.080414956905,-538.489800919535,-593.899186882169,-649.308572844799,-704.717958807429
4.G. Harvested wood products,WEM,Total,-565.14,-557.58,-550.02,-542.46,-534.9,-524.54,-514.18,-503.82,-493.46,-483.1,-494.18,-505.26,-516.34,-527.42,-538.5,-549.58,-560.66,-571.74,-582.82,-593.9,-604.98,-616.06,-627.14,-638.22,-649.3,-660.38,-671.46,-682.54,-693.62,-704.7,-534.911025944483,-483.080414956905,-538.489800919535,-593.899186882169,-649.308572844799,-704.717958807429
5. Waste,WAM,ESR,1955.46,1940.62,1925.78,1910.94,1896.1,1808.1,1720.1,1632.1,1544.1,1456.1,1393.48,1330.86,1268.24,1205.62,1143.0,1097.96,1052.92,1007.88,962.84,917.8,884.54,851.28,818.02,784.76,751.5,726.5,701.5,676.5,651.5,626.5,1896.10576707656,1456.11011557834,1143.0102775077,917.846046214853,751.462597401784,626.465147884101
5. Waste,WAM,Total,1955.46,1940.62,1925.78,1910.94,1896.1,1808.1,1720.1,1632.1,1544.1,1456.1,1393.48,1330.86,1268.24,1205.62,1143.0,1097.96,1052.92,1007.88,962.84,917.8,884.54,851.28,818.02,784.76,751.5,726.5,701.5,676.5,651.5,626.5,1896.10576707656,1456.11011557834,1143.0102775077,917.846046214853,751.462597401784,626.465147884101
5. Waste,WEM,ESR,1955.46,1940.62,1925.78,1910.94,1896.1,1808.1,1720.1,1632.1,1544.1,1456.1,1393.48,1330.86,1268.24,1205.62,1143.0,1097.96,1052.92,1007.88,962.84,917.8,884.54,851.28,818.02,784.76,751.5,726.5,701.5,676.5,651.5,626.5,1896.10576707656,1456.11011557834,1143.0102775077,917.846046214853,751.462597341244,626.465147763023
5. Waste,WEM,Total,1955.46,1940.62,1925.78,1910.94,1896.1,1808.1,1720.1,1632.1,1544.1,1456.1,1393.48,1330.86,1268.24,1205.62,1143.0,1097.96,1052.92,1007.88,962.84,917.8,884.54,851.28,818.02,784.76,751.5,726.5,701.5,676.5,651.5,626.5,1896.10576707656,1456.11011557834,1143.0102775077,917.846046214853,751.462597341244,626.465147763023
IB.Aviation,WAM,Total,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,,,,,,
IB.Aviation,WEM,Total,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,,,,,,
IB.Navigation,WAM,Total,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,,,,,,
IB.Navigation,WEM,Total,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,,,,,,
Total excluding LULUCF,WAM,ESR,16460.6,16331.8,16203.0,16074.2,15945.4,15760.4,15575.4,15390.4,15205.4,15020.4,14715.66,14410.92,14106.18,13801.44,13496.7,13213.24,12929.78,12646.32,12362.86,12079.4,11716.96,11354.52,10992.08,10629.64,10267.2,9928.12,9589.04,9249.96,8910.88,8571.8,15945.3553978002,15020.3961578294,13496.7381830649,12079.3964883247,10267.1954432011,8571.78046256101
Total excluding LULUCF,WAM,ETS,7188.04,7088.98,6989.92,6890.86,6791.8,6751.58,6711.36,6671.14,6630.92,6590.7,6458.04,6325.38,6192.72,6060.06,5927.4,5832.3,5737.2,5642.1,5547.0,5451.9,5423.2,5394.5,5365.8,5337.1,5308.4,5280.68,5252.96,5225.24,5197.52,5169.8,6791.83884656151,6590.72082841557,5927.39409960328,5451.91575862155,5308.44815573774,5169.82316786381
Total excluding LULUCF,WAM,Total,23666.28,23439.46,23212.64,22985.82,22759.0,22534.84,22310.68,22086.52,21862.36,21638.2,21200.5,20762.8,20325.1,19887.4,19449.7,19070.84,18691.98,18313.12,17934.26,17555.4,17163.72,16772.04,16380.36,15988.68,15597.0,15229.62,14862.24,14494.86,14127.48,13760.1,22759.0427449218,21638.1640813652,19449.7237903134,17555.4481671165,15596.9669858177,13760.1144840122
Total excluding LULUCF,WEM,ESR,16575.82,16562.24,16548.66,16535.08,16521.5,16432.72,16343.94,16255.16,16166.38,16077.6,15805.78,15533.96,15262.14,14990.32,14718.5,14467.72,14216.94,13966.16,13715.38,13464.6,13207.7,12950.8,12693.9,12437.0,12180.1,11947.96,11715.82,11483.68,11251.54,11019.4,16521.4944186529,16077.6055976067,14718.501658815,13464.5860907804,12180.0759875581,11019.3965534829
Total excluding LULUCF,WEM,ETS,7272.0,7256.9,7241.8,7226.7,7211.6,7203.32,7195.04,7186.76,7178.48,7170.2,7081.62,6993.04,6904.46,6815.88,6727.3,6676.3,6625.3,6574.3,6523.3,6472.3,6438.74,6405.18,6371.62,6338.06,6304.5,6271.92,6239.34,6206.76,6174.18,6141.6,7211.57682523593,7170.1671626612,6727.28487480101,6472.25097477137,6304.51513227672,6141.62190479196
Total excluding LULUCF,WEM,Total,23865.46,23837.82,23810.18,23782.54,23754.9,23658.88,23562.86,23466.84,23370.82,23274.8,22914.12,22553.44,22192.76,21832.08,21471.4,21169.32,20867.24,20565.16,20263.08,19961.0,19669.98,19378.96,19087.94,18796.92,18505.9,18240.62,17975.34,17710.06,17444.78,17179.5,23754.9234567826,23274.8272800555,21471.4073278053,19961.0241341429,18505.939692566,17179.5285351462
Total including LULUCF,WAM,ESR,16460.6,16331.8,16203.0,16074.2,15945.4,15760.4,15575.4,15390.4,15205.4,15020.4,14715.66,14410.92,14106.18,13801.44,13496.7,13213.24,12929.78,12646.32,12362.86,12079.4,11716.96,11354.52,10992.08,10629.64,10267.2,9928.12,9589.04,9249.96,8910.88,8571.8,15945.3553978002,15020.3961578294,13496.7381830649,12079.3964883247,10267.1954432011,8571.78046256101
Total including LULUCF,WAM,ETS,7188.04,7088.98,6989.92,6890.86,6791.8,6751.58,6711.36,6671.14,6630.92,6590.7,6458.04,6325.38,6192.72,6060.06,5927.4,5832.3,5737.2,5642.1,5547.0,5451.9,5423.2,5394.5,5365.8,5337.1,5308.4,5280.68,5252.96,5225.24,5197.52,5169.8,6791.83884656151,6590.72082841557,5927.39409960328,5451.91575862155,5308.44815573774,5169.82316786381
Total including LULUCF,WAM,Total,18706.52,19092.94,19479.36,19865.78,20252.2,20046.48,19840.76,19635.04,19429.32,19223.6,18782.76,18341.92,17901.08,17460.24,17019.4,16645.62,16271.84,15898.06,15524.28,15150.5,14763.56,14376.62,13989.68,13602.74,13215.8,12852.82,12489.84,12126.86,11763.88,11400.9,20252.2352798059,19223.602858759,17019.3985272969,15150.5299896099,13215.7660125431,11400.9408336917
Total including LULUCF,WEM,ESR,16575.82,16562.24,16548.66,16535.08,16521.5,16432.72,16343.94,16255.16,16166.38,16077.6,15805.78,15533.96,15262.14,14990.32,14718.5,14467.72,14216.94,13966.16,13715.38,13464.6,13207.7,12950.8,12693.9,12437.0,12180.1,11947.96,11715.82,11483.68,11251.54,11019.4,16521.4944186529,16077.6055976067,14718.501658815,13464.5860907804,12180.0759875581,11019.3965534829
Total including LULUCF,WEM,ETS,7272.0,7256.9,7241.8,7226.7,7211.6,7203.32,7195.04,7186.76,7178.48,7170.2,7081.62,6993.04,6904.46,6815.88,6727.3,6676.3,6625.3,6574.3,6523.3,6472.3,6438.74,6405.18,6371.62,6338.06,6304.5,6271.92,6239.34,6206.76,6174.18,6141.6,7211.57682523593,7170.1671626612,6727.28487480101,6472.25097477137,6304.51513227672,6141.62190479196
Total including LULUCF,WEM,Total,18905.7,19491.3,20076.9,20662.5,21248.1,21170.54,21092.98,21015.42,20937.86,20860.3,20496.46,20132.62,19768.78,19404.94,19041.1,18744.1,18447.1,18150.1,17853.1,17556.1,17269.82,16983.54,16697.26,16410.98,16124.7,15863.84,15602.98,15342.12,15081.26,14820.4,21248.1159916666,20860.2660574493,19041.0820647888,17556.1059566363,16124.7387192915,14820.3548848257
