Category,Scenario,Gas,Gapfilled 2021,Gapfilled 2022,Gapfilled 2023,Gapfilled 2024,Gapfilled 2025,Gapfilled 2026,Gapfilled 2027,Gapfilled 2028,Gapfilled 2029,Gapfilled 2030,Gapfilled 2031,Gapfilled 2032,Gapfilled 2033,Gapfilled 2034,Gapfilled 2035,Gapfilled 2036,Gapfilled 2037,Gapfilled 2038,Gapfilled 2039,Gapfilled 2040,Gapfilled 2041,Gapfilled 2042,Gapfilled 2043,Gapfilled 2044,Gapfilled 2045,Gapfilled 2046,Gapfilled 2047,Gapfilled 2048,Gapfilled 2049,Gapfilled 2050
1.A.4. Other sectors,WAM,ESR,603.7601,674.40272,599.35733,595.60811,589.54948,578.17206,562.58329,539.56139,525.80715,515.29441,506.62565,498.63386,490.21597,480.77826,469.93804,457.45213,443.28437,427.2924,409.7063,390.58419,370.09043,348.60749,326.25987,303.16136,287.70762,271.15199,253.85498,235.90456,217.50269,199.02039
1.A.4. Other sectors,WAM,Total,603.7601,674.40272,599.35733,595.60811,589.54948,578.17206,562.58329,539.56139,525.80715,515.29441,506.62565,498.63386,490.21597,480.77826,469.93804,457.45213,443.28437,427.2924,409.7063,390.58419,370.09043,348.60749,326.25987,303.16136,287.70762,271.15199,253.85498,235.90456,217.50269,199.02039
1.A.4. Other sectors,WEM,ESR,603.7601,674.40272,599.35733,595.60811,589.54948,578.17206,562.58329,539.56139,525.80715,515.29441,506.62565,498.63386,490.21597,480.77826,469.93804,457.45213,443.28437,427.2924,409.7063,390.58419,370.09043,348.60749,326.25987,303.16136,287.70762,271.15199,253.85498,235.90456,217.50269,199.02039
1.A.4. Other sectors,WEM,Total,603.7601,674.40272,599.35733,595.60811,589.54948,578.17206,562.58329,539.56139,525.80715,515.29441,506.62565,498.63386,490.21597,480.77826,469.93804,457.45213,443.28437,427.2924,409.7063,390.58419,370.09043,348.60749,326.25987,303.16136,287.70762,271.15199,253.85498,235.90456,217.50269,199.02039
1.A.5. Other,WAM,ESR,2.54066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.A.5. Other,WAM,Total,2.54066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.A.5. Other,WEM,ESR,2.54066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.A.5. Other,WEM,Total,2.54066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.B. Fugitive emissions from fuels,WAM,ESR,180.25088,168.9528,166.89622,165.85068,136.06979,124.54801,124.59595,124.64573,124.69846,111.97435,111.93059,111.88858,111.84579,111.80538,111.91555,111.88514,111.85504,111.82775,111.80006,111.9287,111.90931,111.89362,111.87949,111.86671,111.85529,111.84425,111.83479,111.82737,111.81923,111.81306
1.B. Fugitive emissions from fuels,WAM,Total,180.25088,168.9528,166.89622,165.85068,136.06979,124.54801,124.59595,124.64573,124.69846,111.97435,111.93059,111.88858,111.84579,111.80538,111.91555,111.88514,111.85504,111.82775,111.80006,111.9287,111.90931,111.89362,111.87949,111.86671,111.85529,111.84425,111.83479,111.82737,111.81923,111.81306
1.B. Fugitive emissions from fuels,WEM,ESR,180.25088,168.9528,166.89622,165.85068,136.06979,124.54801,124.59595,124.64573,124.69846,111.97435,111.93059,111.88858,111.84579,111.80538,111.91555,111.88514,111.85504,111.82775,111.80006,111.9287,111.90931,111.89362,111.87949,111.86671,111.85529,111.84425,111.83479,111.82737,111.81923,111.81306
1.B. Fugitive emissions from fuels,WEM,Total,180.25088,168.9528,166.89622,165.85068,136.06979,124.54801,124.59595,124.64573,124.69846,111.97435,111.93059,111.88858,111.84579,111.80538,111.91555,111.88514,111.85504,111.82775,111.80006,111.9287,111.90931,111.89362,111.87949,111.86671,111.85529,111.84425,111.83479,111.82737,111.81923,111.81306
2. Industrial processes,WAM,ESR,173.66897,153.79002,155.57279,147.6232,146.69122,124.53115,127.57316,79.24122,68.75603,80.59486,56.37709,55.95981,61.75103,41.33419,33.96184,38.73139,40.22994,39.58271,39.06067,41.24421,42.4291,41.18684,40.57224,38.87799,38.88736,39.86665,41.59441,41.01662,41.34068,42.32888
2. Industrial processes,WAM,ETS,1833.13504,1884.27006,1927.18875,1927.50101,1916.29852,1911.04073,1905.04073,1902.9879,1895.26736,1889.26736,1883.26736,1878.16036,1871.26736,1865.26736,1859.26736,1854.16036,1847.26736,1841.26736,1835.26736,1830.16036,1823.26736,1817.26736,1811.26736,1806.16036,1799.26736,1793.26736,1787.26736,1782.16036,1775.26736,1769.26736
2. Industrial processes,WAM,Total,2006.80402,2038.06009,2082.76154,2075.12421,2062.98974,2035.57188,2032.61389,1982.22912,1964.02339,1969.86222,1939.64445,1934.12017,1933.01839,1906.60155,1893.2292,1892.89175,1887.4973,1880.85007,1874.32803,1871.40457,1865.69646,1858.4542,1851.8396,1845.03835,1838.15472,1833.13401,1828.86177,1823.17698,1816.60804,1811.59624
2. Industrial processes,WEM,ESR,173.66897,153.79002,155.57279,147.6232,146.69122,124.53115,127.57316,79.24122,68.75603,80.59486,56.37709,55.95981,61.75103,41.33419,33.96184,38.73139,40.22994,39.58271,39.06067,41.24421,42.4291,41.18684,40.57224,38.87799,38.88736,39.86665,41.59441,41.01662,41.34068,42.32888
2. Industrial processes,WEM,ETS,1833.13504,1884.27006,1927.18875,1927.50101,1916.29852,1911.04073,1905.04073,1902.9879,1895.26736,1889.26736,1883.26736,1878.16036,1871.26736,1865.26736,1859.26736,1854.16036,1847.26736,1841.26736,1835.26736,1830.16036,1823.26736,1817.26736,1811.26736,1806.16036,1799.26736,1793.26736,1787.26736,1782.16036,1775.26736,1769.26736
2. Industrial processes,WEM,Total,2006.80402,2038.06009,2082.76154,2075.12421,2062.98974,2035.57188,2032.61389,1982.22912,1964.02339,1969.86222,1939.64445,1934.12017,1933.01839,1906.60155,1893.2292,1892.89175,1887.4973,1880.85007,1874.32803,1871.40457,1865.69646,1858.4542,1851.8396,1845.03835,1838.15472,1833.13401,1828.86177,1823.17698,1816.60804,1811.59624
3. Agriculture,WAM,ESR,620.07141,618.06465,616.39832,614.6976,613.08987,611.70438,610.32892,608.90816,607.10936,605.3115,603.51461,601.71873,599.9239,598.13017,596.33757,594.54614,592.75591,590.96692,589.17921,587.39281,585.60777,583.82409,582.04183,580.261,578.48165,576.70381,574.92749,573.15274,571.37958,569.60804
3. Agriculture,WAM,Total,620.07141,618.06465,616.39832,614.6976,613.08987,611.70438,610.32892,608.90816,607.10936,605.3115,603.51461,601.71873,599.9239,598.13017,596.33757,594.54614,592.75591,590.96692,589.17921,587.39281,585.60777,583.82409,582.04183,580.261,578.48165,576.70381,574.92749,573.15274,571.37958,569.60804
3. Agriculture,WEM,ESR,620.07141,618.06465,616.39832,614.6976,613.08987,611.70438,610.32892,608.90816,607.10936,605.3115,603.51461,601.71873,599.9239,598.13017,596.33757,594.54614,592.75591,590.96692,589.17921,587.39281,585.60777,583.82409,582.04183,580.261,578.48165,576.70381,574.92749,573.15274,571.37958,569.60804
