freq,indic_sb,nace_r2,ceparema,geo\TIME_PERIOD	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 
A,V21110,B05,CEPA3,BG	0.0 	0.0 	0.0 	: c	: c	0.0 	0.0 	: c	0.0 	0.0 	0.0 b
A,V21110,B05,CEPA3,CH	: 	0.0 	: 	: 	: 	: 	: 	: 	0.0 	: 	: 
A,V21110,B05,CEPA3,CY	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,B05,CEPA3,CZ	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c
A,V21110,B05,CEPA3,DE	: cd	0.1 	0.0 	11.0 	: c	: c	: c	: c	: c	2.0 	0.1 b
A,V21110,B05,CEPA3,DK	: 	: u	: u	: u	: u	: u	: u	0.0 	: u	: u	: bu
A,V21110,B05,CEPA3,EE	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,B05,CEPA3,EL	0.0 	0.0 	0.0 	: c	: c	: c	0.0 	0.0 b	0.0 	: c	0.0 b
A,V21110,B05,CEPA3,ES	0.1 d	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,B05,CEPA3,FI	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b	0.0 	0.0 	0.0 	0.0 b	0.0 
A,V21110,B05,CEPA3,FR	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b	0.0 
A,V21110,B05,CEPA3,HR	0.0 	: c	: c	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,B05,CEPA3,HU	0.0 	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: c	0.0 
A,V21110,B05,CEPA3,IT	: c	: c	: c	: c	: c	: c	: c	0.0 	0.0 	0.0 b	0.0 
A,V21110,B05,CEPA3,LT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,B05,CEPA3,MK	: 	: 	: 	: 	: 	: 	: 	0.0 p	: 	: 	0.0 p
A,V21110,B05,CEPA3,MT	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,V21110,B05,CEPA3,NL	: 	: 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,B05,CEPA3,NO	0.0 	: c	0.0 d	0.0 d	0.0 d	0.0 d	0.0 d	0.0 d	0.0 d	0.0 d	0.0 bd
A,V21110,B05,CEPA3,PL	2.4 	1.7 	4.4 	4.0 	3.5 d	: cd	8.1 d	1.0 d	2.8 d	: cd	: bcd
A,V21110,B05,CEPA3,PT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,B05,CEPA3,RO	0.0 	: c	: c	: c	: c	0.0 	: c	0.0 	: c	: c	0.0 b
A,V21110,B05,CEPA3,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: c
A,V21110,B05,CEPA3,SE	0.0 	: 	: 	: 	: 	: 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,B05,CEPA3,SI	0.0 	: c	: c	0.0 	: c	: c	: c	: c	: c	: c	: c
A,V21110,B05,CEPA3,SK	0.0 	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,B05,CEPA3,UK	: cd	: cd	: cd	: c	: c	: c	: c	: c	0.0 	0.0 	0.0 
A,V21110,B05,CEPA9,AT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,B05,CEPA9,BE	0.0 	0.0 	: c	: c	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,B05,CEPA9,BG	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,B05,CEPA9,CH	: 	0.0 	: 	: 	: 	: 	: 	: 	0.0 	: 	: 
A,V21110,B05,CEPA9,CY	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,B05,CEPA9,CZ	: c	: c	: c	0.0 	0.0 	0.0 	: c	0.0 	: c	: c	0.6 
A,V21110,B05,CEPA9,DE	: cd	1.2 	1.5 	1.1 	: c	: c	: c	: c	0.2 	: c	: bc
A,V21110,B05,CEPA9,DK	: 	: u	: u	: u	: u	: u	: u	0.0 	: u	: u	: bu
A,V21110,B05,CEPA9,EE	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,B05,CEPA9,EL	0.0 	0.0 	0.0 	: c	: c	: c	0.0 	0.0 b	0.0 	: c	0.0 b
A,V21110,B05,CEPA9,ES	30.3 d	16.1 	13.1 	5.3 	10.4 	4.2 	4.1 	4.0 	1.4 	1.3 	1.3 bd
A,V21110,B05,CEPA9,FI	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b	0.0 	0.0 	0.0 	0.0 b	0.0 
A,V21110,B05,CEPA9,FR	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b	0.0 
A,V21110,B05,CEPA9,HR	0.0 	: c	: c	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,B05,CEPA9,HU	0.0 	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: c	: c
A,V21110,B05,CEPA9,IT	: c	: c	: c	: c	: c	: c	: c	0.0 	0.0 	0.0 b	0.0 
A,V21110,B05,CEPA9,LT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,B05,CEPA9,MK	: 	: 	: 	: 	: 	: 	: 	0.0 p	: 	: 	0.0 p
A,V21110,B05,CEPA9,MT	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,V21110,B05,CEPA9,NL	: 	: 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,B05,CEPA9,NO	0.0 	: c	0.0 d	0.0 d	0.0 d	0.0 d	0.0 d	0.0 d	0.0 d	0.0 d	0.0 bd
A,V21110,B05,CEPA9,PL	1.7 	: c	: c	: c	: cd	0.9 d	0.7 d	0.2 d	: cd	: cd	0.6 bd
A,V21110,B05,CEPA9,PT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,B05,CEPA9,RO	0.0 	: c	: c	: c	: c	0.0 	: c	0.0 	: c	: c	0.0 b
A,V21110,B05,CEPA9,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: c
A,V21110,B05,CEPA9,SE	0.0 	: 	: 	: 	: 	: 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,B05,CEPA9,SI	2.9 	: c	: c	2.2 	: c	: c	: c	: c	: c	: c	: c
A,V21110,B05,CEPA9,SK	0.0 	: c	0.0 	0.0 	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,B05,CEPA9,UK	: cd	: cd	: cd	: c	: c	: c	: c	: c	0.0 	0.0 	0.0 
A,V21110,B05,TOT_CEPA,AT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,B05,TOT_CEPA,BE	0.0 	0.0 	: c	: c	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,B05,TOT_CEPA,BG	0.0 	0.0 	: c	: c	: c	0.0 	0.0 	: c	0.0 	0.0 	0.0 b
A,V21110,B05,TOT_CEPA,CH	: 	0.0 	: 	: 	: 	: 	: 	: 	0.0 	: 	: 
A,V21110,B05,TOT_CEPA,CY	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,B05,TOT_CEPA,CZ	: c	: c	: c	4.6 	: c	13.3 	9.4 	8.5 	: c	7.2 	1.5 
A,V21110,B05,TOT_CEPA,DE	: cd	9.0 	36.8 	25.0 	36.8 	: c	: c	: c	35.3 	: c	: bc
A,V21110,B05,TOT_CEPA,DK	0.0 	: u	: u	: u	: u	: u	: u	0.0 	: u	: u	: bu
A,V21110,B05,TOT_CEPA,EE	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,B05,TOT_CEPA,EL	0.0 	0.0 	0.0 	: c	: c	: c	0.0 	0.0 b	0.0 	: c	0.0 b
A,V21110,B05,TOT_CEPA,ES	30.6 d	16.2 	13.2 	5.9 	10.4 	4.2 	4.1 	4.0 	1.4 	1.4 	1.4 bd
A,V21110,B05,TOT_CEPA,FI	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b	0.0 	0.0 	0.0 	0.0 b	0.0 
A,V21110,B05,TOT_CEPA,FR	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b	0.0 
A,V21110,B05,TOT_CEPA,HR	0.0 	: c	: c	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,B05,TOT_CEPA,HU	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: c
A,V21110,B05,TOT_CEPA,IE	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c
A,V21110,B05,TOT_CEPA,IT	: c	: c	: c	: c	: c	: c	: c	0.0 	0.0 	0.0 b	0.0 
A,V21110,B05,TOT_CEPA,LT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,B05,TOT_CEPA,MK	: 	: 	: 	: 	: 	: 	: 	0.0 p	: 	: 	0.0 p
A,V21110,B05,TOT_CEPA,MT	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,V21110,B05,TOT_CEPA,NL	: 	: 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,B05,TOT_CEPA,NO	0.0 	: c	0.0 d	0.0 d	0.0 d	0.0 d	0.0 d	0.0 d	0.0 d	0.0 d	0.0 bd
A,V21110,B05,TOT_CEPA,PL	8.7 	6.2 	13.5 	11.7 	15.6 d	18.4 d	11.8 d	2.9 d	3.2 d	2.2 d	7.0 bd
A,V21110,B05,TOT_CEPA,PT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,B05,TOT_CEPA,RO	: c	: c	: c	: c	: c	0.0 	: c	0.0 	: c	: c	0.0 b
A,V21110,B05,TOT_CEPA,RS	: 	: 	: 	: 	: 	: 	: 	: 	0.0 p	: c	: c
A,V21110,B05,TOT_CEPA,SE	0.0 	: 	: 	: 	: 	: 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,B05,TOT_CEPA,SI	2.9 	: c	: c	2.2 	: c	: c	: c	: c	: c	: c	: c
A,V21110,B05,TOT_CEPA,SK	0.0 	: c	0.0 	0.0 	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,B05,TOT_CEPA,UK	135.6 	: cd	: cd	: c	: c	: c	: c	: c	0.0 	0.0 	: c
A,V21110,B06,CEPA1,AT	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: bc
A,V21110,B06,CEPA1,BE	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,B06,CEPA1,BG	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,B06,CEPA1,CH	: 	0.0 	: 	: 	: 	: 	: 	: 	0.0 	: 	: 
A,V21110,B06,CEPA1,CY	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,B06,CEPA1,CZ	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,B06,CEPA1,DE	1.7 d	: c	: c	0.8 	1.7 	0.6 	1.2 	1.6 	0.5 	0.7 	: bc
A,V21110,B06,CEPA1,DK	: 	: u	: u	: u	: u	: u	: u	0.0 	: u	: u	: bu
A,V21110,B06,CEPA1,EE	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: bc
A,V21110,B06,CEPA1,EL	0.0 	: c	0.0 	: c	: c	: c	0.0 	0.0 b	0.0 	: c	0.0 b
A,V21110,B06,CEPA1,ES	: cd	: c	: c	: c	: c	: c	: c	: c	: c	: c	: bc
A,V21110,B06,CEPA1,FI	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b	0.0 	0.0 	0.0 	0.0 b	0.0 
A,V21110,B06,CEPA1,FR	0.0 	0.0 	0.0 	0.0 	: c	0.0 	0.0 	: c	0.0 	0.4 b	0.0 
A,V21110,B06,CEPA1,HR	: c	: c	: c	: c	: c	: c	: c	: c	0.0 	0.0 	0.0 
A,V21110,B06,CEPA1,HU	: c	: c	: c	: c	: c	: c	0.0 	0.0 	: c	0.0 	0.0 
A,V21110,B06,CEPA1,IT	73.8 	258.9 	197.9 	33.9 	41.1 	35.0 	10.3 	34.3 	28.6 	2.7 b	1.7 
A,V21110,B06,CEPA1,LT	0.0 	0.0 	0.0 	: c	0.0 	0.0 	: c	0.0 	0.0 	0.0 	0.0 b
A,V21110,B06,CEPA1,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 p
A,V21110,B06,CEPA1,MT	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,V21110,B06,CEPA1,NL	: c	: 	: c	: c	: c	: c	: c	: c	: c	: c	: c
A,V21110,B06,CEPA1,NO	0.0 	: c	: c	17.8 	15.0 	5.0 	32.2 	5.8 	1.1 	1.3 	0.0 b
A,V21110,B06,CEPA1,PL	0.0 	0.0 	0.0 	0.0 	0.0 d	: cd	: cd	0.0 d	0.0 d	0.0 d	0.0 bd
A,V21110,B06,CEPA1,PT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,B06,CEPA1,RO	7.4 	: c	: c	: c	: c	: c	: c	: c	: c	: c	: bc
A,V21110,B06,CEPA1,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: c
A,V21110,B06,CEPA1,SE	0.0 	: 	: 	: 	: 	: 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,B06,CEPA1,SI	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,B06,CEPA1,SK	0.0 	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,B06,CEPA1,UK	: 	: 	: 	: c	: c	: c	: c	: c	0.0 	: c	25.7 
A,V21110,B06,CEPA2,AT	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: bc
A,V21110,B06,CEPA2,BE	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,B06,CEPA2,BG	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,B06,CEPA2,CH	: 	0.0 	: 	: 	: 	: 	: 	: 	0.0 	: 	: 
A,V21110,B06,CEPA2,CY	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,B06,CEPA2,CZ	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,B06,CEPA2,DE	3.5 d	: c	: c	10.2 	12.8 	13.8 	17.1 	25.8 	2.6 	2.5 	4.8 b
A,V21110,B06,CEPA2,DK	: 	: u	: u	: u	: u	: u	: u	0.0 	: u	: u	: bu
A,V21110,B06,CEPA2,EE	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: bc
A,V21110,B06,CEPA2,EL	0.0 	: c	0.0 	: c	: c	: c	0.0 	0.0 b	0.0 	: c	0.0 b
A,V21110,B06,CEPA2,ES	: cd	: c	: c	: c	: c	: c	: c	: c	: c	: c	: bc
A,V21110,B06,CEPA2,FI	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b	0.0 	0.0 	0.0 	0.0 b	0.0 
A,V21110,B06,CEPA2,FR	0.0 	0.0 	0.0 	0.0 	: c	0.0 	0.0 	: c	0.0 	0.2 b	0.0 
A,V21110,B06,CEPA2,HR	: c	: c	: c	: c	: c	: c	: c	: c	0.0 	0.0 	0.0 
A,V21110,B06,CEPA2,HU	: c	: c	: c	: c	: c	: c	0.0 	0.0 	: c	0.0 	0.0 
A,V21110,B06,CEPA2,IT	26.7 	28.9 	24.5 	33.9 	43.6 	18.8 	19.1 	17.8 	24.9 	1.0 b	1.8 
A,V21110,B06,CEPA2,LT	0.0 	0.0 	0.0 	: c	0.0 	0.0 	: c	0.0 	0.0 	0.0 	0.0 b
A,V21110,B06,CEPA2,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 p
A,V21110,B06,CEPA2,MT	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,V21110,B06,CEPA2,NL	: c	: 	: c	: c	: c	: c	9.2 	: c	: c	: c	: c
A,V21110,B06,CEPA2,NO	0.0 	: c	: c	106.7 	52.5 	25.5 	11.3 	0.0 	10.9 	4.8 	4.1 b
A,V21110,B06,CEPA2,PL	0.0 	0.0 	0.0 	0.0 	0.0 d	0.0 d	: cd	0.0 d	0.0 d	0.0 d	0.0 bd
A,V21110,B06,CEPA2,PT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,B06,CEPA2,RO	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: bc
A,V21110,B06,CEPA2,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: c
A,V21110,B06,CEPA2,SE	0.0 	: 	: 	: 	: 	: 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,B06,CEPA2,SI	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,B06,CEPA2,SK	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,B06,CEPA2,UK	: 	: 	: 	: c	: c	: c	: c	: c	0.0 	203.4 	: c
A,V21110,B06,CEPA3,AT	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: bc
A,V21110,B06,CEPA3,BE	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,B06,CEPA3,BG	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,B06,CEPA3,CH	: 	0.0 	: 	: 	: 	: 	: 	: 	0.0 	: 	: 
A,V21110,B06,CEPA3,CY	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,B06,CEPA3,CZ	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,B06,CEPA3,DE	0.0 d	: c	: c	: c	: c	: c	: c	: c	0.0 	0.0 	0.0 b
A,V21110,B06,CEPA3,DK	: 	: u	: u	: u	: u	: u	: u	0.0 	: u	: u	: bu
A,V21110,B06,CEPA3,EE	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: bc
A,V21110,B06,CEPA3,EL	0.0 	0.0 	0.0 	: c	: c	: c	0.0 	0.0 b	0.0 	: c	0.0 b
A,V21110,B06,CEPA3,ES	: cd	: c	: c	: c	: c	: c	: c	: c	: c	: c	: bc
A,V21110,B06,CEPA3,FI	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b	0.0 	0.0 	0.0 	0.0 b	0.0 
A,V21110,B06,CEPA3,FR	0.0 	0.0 	0.0 	0.0 	: c	0.0 	0.0 	: c	0.0 	0.0 b	0.0 
A,V21110,B06,CEPA3,HR	: c	: c	: c	: c	: c	0.0 	: c	: c	0.0 	0.0 	0.0 
A,V21110,B06,CEPA3,HU	: c	: c	: c	: c	: c	: c	0.0 	0.0 	: c	0.0 	0.0 
A,V21110,B06,CEPA3,IT	32.5 	14.0 	3.7 	14.5 	0.8 	0.5 	0.0 	0.8 	0.1 	1.0 b	0.0 
A,V21110,B06,CEPA3,LT	0.0 	0.0 	0.0 	: c	0.0 	0.0 	: c	0.0 	0.0 	0.0 	0.0 b
A,V21110,B06,CEPA3,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 p
A,V21110,B06,CEPA3,MT	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,V21110,B06,CEPA3,NL	: c	: 	: c	: c	: c	0.0 	: c	: c	: c	: c	: c
A,V21110,B06,CEPA3,NO	0.0 	: c	: c	186.1 	101.8 	148.7 	99.5 	21.2 	10.5 	3.5 	0.0 b
A,V21110,B06,CEPA3,PL	0.0 	: c	: c	: c	0.0 d	0.0 d	0.0 d	0.0 d	0.0 d	0.0 d	: bcd
A,V21110,B06,CEPA3,PT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,B06,CEPA3,RO	1.1 	: c	: c	: c	: c	: c	: c	: c	: c	: c	: bc
A,V21110,B06,CEPA3,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: c
A,V21110,B06,CEPA3,SE	0.0 	: 	: 	: 	: 	: 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,B06,CEPA3,SI	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,B06,CEPA3,SK	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,B06,CEPA3,UK	: 	: 	: 	: c	: c	: c	: c	: c	0.0 	: c	: c
A,V21110,B06,CEPA9,AT	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: bc
A,V21110,B06,CEPA9,BE	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,B06,CEPA9,BG	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,B06,CEPA9,CH	: 	0.0 	: 	: 	: 	: 	: 	: 	0.0 	: 	: 
A,V21110,B06,CEPA9,CY	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,B06,CEPA9,CZ	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,B06,CEPA9,DE	0.4 d	: c	: c	: c	: c	: c	: c	: c	11.0 	4.6 	3.4 b
A,V21110,B06,CEPA9,DK	: 	: u	: u	: u	: u	: u	: u	0.0 	: u	: u	: bu
A,V21110,B06,CEPA9,EE	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: bc
A,V21110,B06,CEPA9,EL	0.0 	0.0 	0.0 	: c	: c	: c	0.0 	0.0 b	0.0 	: c	0.0 b
A,V21110,B06,CEPA9,ES	: cd	: c	: c	: c	: c	: c	: c	: c	: c	: c	: bc
A,V21110,B06,CEPA9,FI	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b	0.0 	0.0 	0.0 	0.0 b	0.0 
A,V21110,B06,CEPA9,FR	0.0 	0.0 	0.0 	0.0 	: c	: c	0.0 	: c	0.0 	0.0 b	0.0 
A,V21110,B06,CEPA9,HR	: c	: c	: c	: c	: c	: c	: c	: c	0.0 	0.0 	0.0 
A,V21110,B06,CEPA9,HU	: c	: c	: c	: c	: c	: c	0.0 	0.0 	: c	0.0 	: c
A,V21110,B06,CEPA9,IT	327.9 	394.0 	384.7 	232.2 	118.5 	138.1 	24.9 	98.1 	85.4 	1.4 b	1.9 
A,V21110,B06,CEPA9,LT	0.0 	0.0 	0.0 	: c	0.0 	0.2 	: c	0.0 	0.0 	0.0 	0.0 b
A,V21110,B06,CEPA9,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 p
A,V21110,B06,CEPA9,MT	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,V21110,B06,CEPA9,NL	: c	: 	: c	: c	: c	: c	: c	: c	: c	: c	0.0 
A,V21110,B06,CEPA9,NO	0.0 	: c	: c	14.9 	20.4 	12.2 	10.6 	44.6 	1.5 	0.0 	0.0 b
A,V21110,B06,CEPA9,PL	: c	0.0 	0.0 	0.0 	0.0 d	: cd	: cd	0.0 d	0.0 d	0.0 d	: bcd
A,V21110,B06,CEPA9,PT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,B06,CEPA9,RO	20.1 	: c	: c	: c	: c	: c	: c	: c	: c	: c	: bc
A,V21110,B06,CEPA9,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: c
A,V21110,B06,CEPA9,SE	0.0 	: 	: 	: 	: 	: 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,B06,CEPA9,SI	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,B06,CEPA9,SK	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,B06,CEPA9,UK	: 	: 	: 	: c	: c	: c	: c	: c	3.6 	: c	: c
A,V21110,B06,TOT_CEPA,AT	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: bc
A,V21110,B06,TOT_CEPA,BE	: c	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,B06,TOT_CEPA,BG	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b
A,V21110,B06,TOT_CEPA,CH	: 	0.0 	: 	: 	: 	: 	: 	: 	0.0 	: 	: 
A,V21110,B06,TOT_CEPA,CY	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,B06,TOT_CEPA,CZ	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,V21110,B06,TOT_CEPA,DE	5.6 d	: c	: c	: c	15.7 	15.4 	23.3 	27.9 	14.2 	7.7 	: bc
A,V21110,B06,TOT_CEPA,DK	: c	: u	: u	: u	: u	: u	: u	0.0 	: u	: u	: bu
A,V21110,B06,TOT_CEPA,EE	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: bc
A,V21110,B06,TOT_CEPA,EL	0.0 	: c	0.0 	: c	: c	: c	0.0 	0.0 b	0.0 	: c	0.0 b
A,V21110,B06,TOT_CEPA,ES	: cd	: c	: c	: c	: c	: c	: c	: c	: c	: c	: bc
A,V21110,B06,TOT_CEPA,FI	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 b	0.0 	0.0 	0.0 	0.0 b	0.0 
