country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
GLB,8.084567,8.082574,8.081141,8.079226,8.077622,8.075664,8.073834,8.0728,8.071079,8.068911,8.067349,8.065038,8.063951,8.062479,8.059585,8.057226,8.055154,8.053262,8.05123,8.049418
