freq,nrg_bal,siec,unit,geo\TIME_PERIOD	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,FC_E,G3000,KTOE,TR	17418.551 	17856.707 	18875.903 	19413.822 	21151.806 	21150.860 	24763.110 	24057.437 	25372.946 	25983.330 	29030.877 	: 
A,FC_E,G3000,KTOE,UA	24550.774 	21703.783 	20956.728 	18317.218 	13796.561 	13896.797 	13802.721 	13717.501 	12017.984 	11007.828 	: 	: 
A,FC_E,G3000,KTOE,UK	38616.531 	42167.777 	42686.414 	36384.367 	37700.113 	38664.196 	37810.065 	39474.713 	39311.416 	: 	: 	: 
A,FC_E,G3000,KTOE,XK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
A,FC_E,H8000,KTOE,AL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
A,FC_E,H8000,KTOE,AT	1576.645 	1691.325 	1727.186 	1597.816 	1660.358 	1732.028 	1801.457 	1708.110 	1704.869 	1718.092 	1884.672 	1682.175 
A,FC_E,H8000,KTOE,BA	: 	: 	: 	110.156 	124.152 	126.111 	127.257 	126.899 	122.480 	128.451 	131.700 	: 
A,FC_E,H8000,KTOE,BE	607.865 	603.418 	556.177 	488.903 	489.032 	470.359 	391.466 	425.695 	454.629 	443.119 	455.950 	396.281 
A,FC_E,H8000,KTOE,BG	1040.317 	985.215 	907.208 	901.834 	817.976 	783.032 	658.588 	539.889 	540.902 	552.021 	575.219 	555.745 
A,FC_E,H8000,KTOE,CY	0.740 	0.740 	1.003 	1.075 	1.218 	1.194 	1.287 	1.286 	1.229 	0.887 	0.888 	0.959 
A,FC_E,H8000,KTOE,CZ	2288.000 	2322.108 	2282.029 	2010.103 	2030.978 	2105.283 	2138.784 	2070.133 	2029.548 	1980.026 	2153.554 	1973.915 
A,FC_E,H8000,KTOE,DE	10010.008 	10221.721 	10385.402 	9148.849 	9593.890 	9780.931 	9806.200 	9567.784 	9637.551 	8940.599 	9834.647 	8803.287 
A,FC_E,H8000,KTOE,DK	2505.780 	2572.657 	2547.650 	2315.181 	2464.189 	2552.373 	2573.207 	2567.621 	2513.111 	2447.704 	2698.651 	2465.999 
A,FC_E,H8000,KTOE,EE	474.778 	490.589 	466.036 	438.951 	430.615 	472.366 	475.877 	481.633 	464.460 	461.211 	479.197 	500.005 
A,FC_E,H8000,KTOE,EL	53.884 	45.118 	41.511 	49.513 	49.990 	39.744 	38.800 	40.894 	38.523 	39.944 	35.776 	27.383 
A,FC_E,H8000,KTOE,ES	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,H8000,KTOE,EU27_2020	47149.330 	48401.311 	48366.715 	44496.579 	45107.176 	46876.893 	47097.609 	46021.814 	45945.236 	43888.343 	47189.061 	41987.787 
A,FC_E,H8000,KTOE,FI	4061.694 	4292.252 	4075.499 	3982.708 	3830.491 	4113.691 	4031.838 	4012.969 	3924.477 	3628.786 	4129.216 	3858.747 
A,FC_E,H8000,KTOE,FR	2886.581 	3049.620 	3168.688 	2786.056 	3097.651 	3465.779 	3583.015 	3517.543 	3703.499 	3593.413 	4137.570 	3978.836 
A,FC_E,H8000,KTOE,GE	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
A,FC_E,H8000,KTOE,HR	238.273 	228.934 	231.155 	193.011 	212.000 	222.461 	230.804 	225.803 	239.199 	253.112 	273.283 	248.206 
A,FC_E,H8000,KTOE,HU	1011.536 	990.613 	1041.368 	906.683 	984.881 	1064.321 	1050.611 	983.735 	975.900 	986.219 	1063.915 	958.083 
A,FC_E,H8000,KTOE,IE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,H8000,KTOE,IS	456.984 	510.700 	534.872 	562.888 	600.697 	666.382 	643.600 	805.566 	729.862 	787.981 	798.387 	: 
A,FC_E,H8000,KTOE,IT	3195.471 	3432.717 	3701.968 	3746.895 	3851.366 	3950.010 	4113.852 	4102.855 	4154.982 	3878.961 	3118.550 	1493.806 
A,FC_E,H8000,KTOE,LT	869.112 	904.892 	847.616 	839.424 	798.390 	833.811 	920.632 	910.027 	845.873 	737.174 	893.093 	736.171 
A,FC_E,H8000,KTOE,LU	71.553 	69.559 	73.307 	55.637 	51.288 	52.573 	59.030 	66.769 	85.562 	120.577 	129.600 	119.367 
A,FC_E,H8000,KTOE,LV	499.092 	534.848 	518.248 	504.896 	503.989 	581.160 	604.779 	601.755 	580.976 	554.808 	643.488 	564.528 
A,FC_E,H8000,KTOE,MD	231.585 	217.827 	213.624 	209.874 	202.302 	214.078 	203.568 	214.078 	195.280 	189.309 	215.964 	: 
A,FC_E,H8000,KTOE,ME	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
A,FC_E,H8000,KTOE,MK	56.869 	51.830 	43.542 	40.413 	46.073 	46.050 	49.931 	46.530 	43.135 	46.095 	55.319 	: 
A,FC_E,H8000,KTOE,MT	0.119 	0.191 	0.024 	0.024 	0.143 	0.072 	0.000 	0.010 	0.021 	0.000 	0.000 	0.000 
A,FC_E,H8000,KTOE,NL	2849.838 	2688.426 	2693.322 	2605.689 	2265.243 	2217.542 	2107.563 	2003.503 	2075.748 	1898.586 	2003.858 	1828.898 
A,FC_E,H8000,KTOE,NO	326.500 	368.399 	409.176 	389.293 	420.707 	455.903 	476.442 	499.272 	497.673 	455.226 	558.120 	528.844 
A,FC_E,H8000,KTOE,PL	5820.292 	5983.830 	5953.807 	5446.666 	5462.262 	5669.127 	5817.119 	5595.129 	5577.338 	5602.444 	5974.038 	5625.620 
A,FC_E,H8000,KTOE,PT	334.026 	345.108 	351.939 	269.968 	243.647 	211.307 	205.515 	230.208 	247.219 	225.384 	200.528 	156.101 
A,FC_E,H8000,KTOE,RO	1661.078 	1502.866 	1413.896 	1269.012 	1273.407 	1283.486 	1263.638 	1244.053 	1102.964 	1022.004 	1037.570 	901.854 
A,FC_E,H8000,KTOE,RS	883.921 	729.435 	717.636 	620.760 	716.251 	729.674 	751.189 	738.425 	687.391 	752.049 	776.581 	: 
A,FC_E,H8000,KTOE,SE	4134.661 	4499.045 	4456.052 	4174.119 	4192.701 	4430.209 	4373.125 	4388.172 	4327.362 	4084.026 	4691.268 	4414.947 
A,FC_E,H8000,KTOE,SI	190.503 	182.574 	182.980 	153.936 	169.222 	174.501 	181.056 	175.428 	171.740 	172.982 	186.276 	161.238 
A,FC_E,H8000,KTOE,SK	767.484 	762.945 	742.644 	609.630 	632.249 	669.533 	669.366 	560.810 	547.554 	546.264 	588.254 	535.636 
A,FC_E,H8000,KTOE,TR	1216.132 	1225.685 	1212.525 	1156.253 	991.115 	927.654 	1034.220 	993.911 	1026.813 	1089.156 	1035.743 	: 
A,FC_E,H8000,KTOE,UA	11953.115 	11867.488 	11704.739 	8934.723 	7528.685 	8336.008 	7839.615 	7523.264 	7179.292 	7176.603 	: 	: 
A,FC_E,H8000,KTOE,UK	1205.718 	1222.151 	1192.414 	1154.748 	1236.465 	1239.335 	1270.792 	1267.381 	1244.228 	: 	: 	: 
A,FC_E,H8000,KTOE,XK	3.057 	3.439 	3.678 	4.084 	9.506 	13.447 	14.605 	14.772 	14.781 	17.738 	19.625 	: 
A,FC_E,N900H,KTOE,AL	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: 
A,FC_E,N900H,KTOE,AT	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FC_E,N900H,KTOE,BA	: 	: 	: 	: z	: z	: z	: z	: z	: z	: z	: z	: 
A,FC_E,N900H,KTOE,BE	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FC_E,N900H,KTOE,BG	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FC_E,N900H,KTOE,CY	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FC_E,N900H,KTOE,CZ	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FC_E,N900H,KTOE,DE	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FC_E,N900H,KTOE,DK	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FC_E,N900H,KTOE,EE	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FC_E,N900H,KTOE,EL	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FC_E,N900H,KTOE,ES	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FC_E,N900H,KTOE,FI	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FC_E,N900H,KTOE,FR	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FC_E,N900H,KTOE,GE	: 	: 	: z	: z	: z	: z	: z	: z	: z	: z	: z	: 
A,FC_E,N900H,KTOE,HR	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FC_E,N900H,KTOE,HU	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FC_E,N900H,KTOE,IE	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FC_E,N900H,KTOE,IS	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: 
A,FC_E,N900H,KTOE,IT	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FC_E,N900H,KTOE,LT	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FC_E,N900H,KTOE,LU	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FC_E,N900H,KTOE,LV	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FC_E,N900H,KTOE,MD	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: 
A,FC_E,N900H,KTOE,ME	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: 
A,FC_E,N900H,KTOE,MK	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: 
A,FC_E,N900H,KTOE,MT	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FC_E,N900H,KTOE,NL	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FC_E,N900H,KTOE,NO	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FC_E,N900H,KTOE,PL	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FC_E,N900H,KTOE,PT	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FC_E,N900H,KTOE,RO	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FC_E,N900H,KTOE,RS	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: 
A,FC_E,N900H,KTOE,SE	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FC_E,N900H,KTOE,SI	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FC_E,N900H,KTOE,SK	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,FC_E,N900H,KTOE,TR	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: 
A,FC_E,N900H,KTOE,UA	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: 	: 
A,FC_E,N900H,KTOE,UK	: z	: z	: z	: z	: z	: z	: z	: z	: z	: 	: 	: 
A,FC_E,N900H,KTOE,XK	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: 
A,FC_E,O4000XBIO,KTOE,AL	1106.841 	996.490 	1083.115 	1174.298 	1103.230 	1091.773 	1176.753 	1081.972 	1101.217 	867.876 	937.393 	: 
A,FC_E,O4000XBIO,KTOE,AT	9141.990 	8912.246 	9198.966 	8884.901 	9072.564 	9277.997 	9490.563 	9447.219 	9470.003 	8440.191 	8840.544 	8410.397 
A,FC_E,O4000XBIO,KTOE,BA	: 	: 	: 	1201.431 	1255.954 	1451.213 	1475.349 	1436.026 	1498.510 	1390.078 	1570.119 	: 
A,FC_E,O4000XBIO,KTOE,BE	13759.266 	13566.736 	13868.743 	13211.972 	14194.416 	13822.576 	13326.757 	13345.850 	12905.397 	11824.435 	12384.908 	11989.143 
A,FC_E,O4000XBIO,KTOE,BG	2864.565 	2936.832 	2617.657 	2894.860 	3193.997 	3236.207 	3373.980 	3543.964 	3640.492 	3424.627 	3662.626 	3738.210 
A,FC_E,O4000XBIO,KTOE,CY	1091.918 	1004.094 	925.113 	919.638 	937.759 	975.140 	999.544 	949.683 	974.011 	877.077 	876.512 	887.875 
A,FC_E,O4000XBIO,KTOE,CZ	6168.313 	6057.408 	5893.374 	6153.849 	6420.255 	6484.703 	6634.261 	6700.554 	6745.385 	6359.864 	6789.031 	6936.578 
A,FC_E,O4000XBIO,KTOE,DE	72300.378 	72565.750 	75296.175 	73692.485 	73037.098 	73583.510 	73663.022 	70163.765 	72450.080 	67597.044 	63032.561 	64186.076 
A,FC_E,O4000XBIO,KTOE,DK	5702.485 	5201.220 	5041.842 	4927.662 	5101.195 	5170.323 	5138.407 	5172.766 	5050.844 	4721.632 	4802.275 	4879.100 
A,FC_E,O4000XBIO,KTOE,EE	928.947 	948.447 	921.453 	932.291 	965.431 	978.019 	987.340 	990.321 	978.391 	907.961 	890.668 	944.163 
A,FC_E,O4000XBIO,KTOE,EL	10924.959 	9112.129 	7928.891 	8031.938 	8566.953 	8616.199 	8329.243 	8071.870 	8235.008 	7351.318 	7448.481 	8332.695 
A,FC_E,O4000XBIO,KTOE,ES	40501.426 	36598.610 	35717.897 	35238.755 	36718.331 	37951.765 	38805.804 	39542.316 	39481.929 	32556.575 	36784.343 	38527.700 
A,FC_E,O4000XBIO,KTOE,EU27_2020	355216.834 	342064.423 	338128.438 	333194.046 	338537.501 	342714.250 	345592.105 	344076.376 	345685.975 	309654.408 	324761.876 	331653.114 
A,FC_E,O4000XBIO,KTOE,FI	6640.131 	6571.302 	6444.361 	6024.601 	5951.291 	6394.866 	6129.899 	6133.444 	5931.554 	5588.929 	5309.652 	5249.588 
A,FC_E,O4000XBIO,KTOE,FR	58359.060 	57808.959 	57799.618 	56062.089 	56618.059 	55578.430 	55619.228 	54090.487 	53607.506 	47030.983 	51106.892 	51574.907 
A,FC_E,O4000XBIO,KTOE,GE	: 	: 	895.268 	952.150 	1091.430 	1317.569 	1184.224 	1152.531 	1206.235 	1168.139 	1261.466 	: 
A,FC_E,O4000XBIO,KTOE,HR	2711.124 	2541.621 	2559.639 	2494.921 	2629.973 	2695.117 	2849.914 	2753.969 	2741.889 	2452.721 	2595.250 	2795.737 
A,FC_E,O4000XBIO,KTOE,HU	4433.668 	4192.639 	4155.837 	4549.981 	4963.523 	5022.485 	5299.743 	5660.919 	5873.447 	5270.607 	5711.827 	5917.621 
A,FC_E,O4000XBIO,KTOE,IE	5854.578 	5555.456 	5568.441 	5494.789 	5603.804 	5878.147 	5776.707 	5968.576 	5929.211 	5454.944 	5561.177 	5641.591 
A,FC_E,O4000XBIO,KTOE,IS	490.336 	483.481 	529.994 	544.332 	545.139 	536.656 	549.655 	558.696 	538.689 	474.855 	509.477 	: 
A,FC_E,O4000XBIO,KTOE,IT	45058.938 	42133.357 	40769.015 	41248.873 	41171.807 	40531.714 	38265.108 	39397.988 	38919.938 	32230.636 	38413.969 	40854.503 
A,FC_E,O4000XBIO,KTOE,LT	1558.454 	1567.221 	1555.327 	1719.009 	1785.673 	1911.884 	2004.672 	2121.232 	2207.542 	2149.020 	2142.058 	2132.189 
A,FC_E,O4000XBIO,KTOE,LU	2494.036 	2417.539 	2372.817 	2242.276 	2146.071 	2089.349 	2147.719 	2262.722 	2309.167 	1819.318 	1916.639 	1667.922 
A,FC_E,O4000XBIO,KTOE,LV	1185.334 	1162.326 	1174.169 	1214.237 	1265.748 	1272.907 	1340.077 	1345.942 	1334.464 	1283.737 	1321.215 	1315.962 
A,FC_E,O4000XBIO,KTOE,MD	741.999 	679.115 	701.097 	716.148 	757.670 	807.825 	837.963 	874.623 	905.217 	858.448 	942.324 	: 
A,FC_E,O4000XBIO,KTOE,ME	245.594 	237.984 	235.420 	232.694 	251.301 	279.809 	309.882 	327.614 	343.938 	299.172 	374.762 	: 
A,FC_E,O4000XBIO,KTOE,MK	794.165 	786.801 	804.903 	800.869 	854.221 	903.753 	910.731 	906.830 	980.194 	902.697 	987.049 	: 
A,FC_E,O4000XBIO,KTOE,MT	221.076 	230.916 	242.371 	249.498 	267.006 	263.113 	269.152 	281.140 	301.271 	261.203 	276.633 	322.718 
A,FC_E,O4000XBIO,KTOE,NL	15185.501 	14916.192 	14228.684 	13383.318 	13494.199 	13864.871 	14039.572 	14146.176 	13738.301 	12541.235 	12367.449 	12162.560 
A,FC_E,O4000XBIO,KTOE,NO	6758.168 	6667.411 	6625.642 	6582.202 	6549.440 	6427.805 	6230.415 	6299.974 	6050.372 	5832.775 	5989.691 	6055.981 
A,FC_E,O4000XBIO,KTOE,PL	20153.043 	19223.287 	18039.601 	17979.240 	18645.538 	20944.192 	24134.599 	24843.170 	25426.775 	24384.458 	26175.513 	26287.070 
A,FC_E,O4000XBIO,KTOE,PT	7678.287 	6937.225 	6792.670 	6855.325 	6900.085 	6928.269 	7061.706 	7079.636 	7173.431 	6250.025 	6515.556 	6862.654 
A,FC_E,O4000XBIO,KTOE,RO	6538.205 	6697.161 	6401.581 	6589.990 	6768.390 	7068.552 	7571.555 	7876.257 	8257.951 	7925.892 	8449.610 	8994.477 
A,FC_E,O4000XBIO,KTOE,RS	2768.913 	2676.707 	2584.262 	2596.315 	2540.677 	2625.187 	2653.926 	2661.550 	2832.262 	2608.464 	2914.768 	: 
A,FC_E,O4000XBIO,KTOE,SE	9128.923 	8628.970 	8289.750 	7969.965 	7897.680 	7623.552 	7422.940 	7130.971 	7049.758 	6511.363 	6633.265 	6020.106 
A,FC_E,O4000XBIO,KTOE,SI	2431.944 	2359.679 	2217.148 	2157.326 	2140.619 	2258.250 	2271.029 	2269.949 	2188.421 	1860.541 	2023.069 	2226.064 
A,FC_E,O4000XBIO,KTOE,SK	2200.285 	2217.101 	2107.298 	2070.257 	2080.036 	2292.113 	2639.564 	2785.490 	2763.809 	2578.072 	2730.153 	2795.508 
A,FC_E,O4000XBIO,KTOE,TR	22571.546 	23679.044 	24563.786 	25861.101 	28671.118 	30767.238 	36218.259 	36239.054 	35289.374 	34559.310 	37042.075 	: 
A,FC_E,O4000XBIO,KTOE,UA	11661.542 	11644.626 	11286.376 	9643.496 	8726.194 	8945.443 	9025.891 	9149.107 	9761.517 	8612.265 	: 	: 
A,FC_E,O4000XBIO,KTOE,UK	46620.545 	46780.555 	45916.996 	46443.693 	47758.996 	48636.319 	49020.731 	48387.497 	47462.758 	: 	: 	: 
A,FC_E,O4000XBIO,KTOE,XK	543.890 	513.966 	459.975 	511.943 	621.419 	620.867 	669.740 	682.479 	699.336 	686.631 	739.480 	: 
A,FC_E,P1000,KTOE,AL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
A,FC_E,P1000,KTOE,AT	0.210 	0.210 	0.210 	0.210 	0.210 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,P1000,KTOE,BA	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
A,FC_E,P1000,KTOE,BE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,P1000,KTOE,BG	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,P1000,KTOE,CY	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,P1000,KTOE,CZ	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,P1000,KTOE,DE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,P1000,KTOE,DK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,P1000,KTOE,EE	5.458 	4.720 	4.720 	4.357 	3.267 	1.700 	0.000 	0.000 	0.000 	0.000 	0.000 	1.939 
A,FC_E,P1000,KTOE,EL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,P1000,KTOE,ES	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,P1000,KTOE,EU27_2020	575.226 	511.371 	490.807 	483.665 	459.346 	446.179 	432.658 	462.112 	435.331 	379.126 	357.686 	304.884 
A,FC_E,P1000,KTOE,FI	285.935 	254.813 	223.063 	239.227 	224.438 	211.272 	204.238 	218.373 	209.708 	154.902 	139.888 	101.800 
A,FC_E,P1000,KTOE,FR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,P1000,KTOE,GE	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
A,FC_E,P1000,KTOE,HR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,P1000,KTOE,HU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.368 
A,FC_E,P1000,KTOE,IE	241.484 	214.905 	218.144 	200.301 	201.005 	197.305 	188.705 	196.957 	183.493 	189.346 	179.954 	160.568 
A,FC_E,P1000,KTOE,IS	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
A,FC_E,P1000,KTOE,IT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,P1000,KTOE,LT	24.976 	29.908 	30.021 	26.247 	18.645 	22.381 	24.248 	28.072 	21.923 	14.521 	17.280 	19.962 
A,FC_E,P1000,KTOE,LU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,P1000,KTOE,LV	0.720 	0.720 	0.480 	0.720 	0.240 	0.720 	0.285 	0.758 	0.897 	0.672 	1.123 	0.923 
A,FC_E,P1000,KTOE,MD	0.000 	0.000 	0.000 	0.000 	0.284 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
A,FC_E,P1000,KTOE,ME	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
A,FC_E,P1000,KTOE,MK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
A,FC_E,P1000,KTOE,MT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,P1000,KTOE,NL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,P1000,KTOE,NO	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,P1000,KTOE,PL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,P1000,KTOE,PT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,P1000,KTOE,RO	8.188 	0.420 	7.978 	6.928 	8.188 	9.448 	11.829 	14.857 	14.667 	16.332 	17.635 	18.034 
A,FC_E,P1000,KTOE,RS	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
A,FC_E,P1000,KTOE,SE	8.255 	5.675 	6.191 	5.675 	3.353 	3.353 	3.353 	3.095 	4.643 	3.353 	1.806 	1.290 
A,FC_E,P1000,KTOE,SI	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,P1000,KTOE,SK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_E,P1000,KTOE,TR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
A,FC_E,P1000,KTOE,UA	67.060 	56.917 	67.993 	23.911 	48.365 	64.570 	124.103 	109.122 	140.268 	35.295 	: 	: 
A,FC_E,P1000,KTOE,UK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 
A,FC_E,P1000,KTOE,XK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
A,FC_E,RA000,KTOE,AL	219.690 	218.305 	213.385 	231.414 	246.971 	274.980 	254.363 	282.559 	290.201 	272.546 	268.415 	: 
A,FC_E,RA000,KTOE,AT	3989.542 	4147.339 	4218.962 	4059.297 	4251.901 	4289.878 	4301.873 	4103.680 	4155.989 	4060.249 	4613.304 	4307.949 
A,FC_E,RA000,KTOE,BA	: 	: 	: 	396.054 	500.717 	497.746 	401.377 	1126.835 	1175.125 	1240.461 	1185.701 	: 
A,FC_E,RA000,KTOE,BE	1526.972 	1630.280 	1826.347 	1734.026 	1682.970 	1958.552 	1964.034 	1983.860 	1962.512 	2129.899 	2441.462 	2460.026 
A,FC_E,RA000,KTOE,BG	1049.016 	1187.350 	1254.901 	1196.208 	1291.912 	1347.743 	1378.638 	1400.175 	1424.833 	1550.242 	1479.728 	1476.037 
A,FC_E,RA000,KTOE,CY	108.030 	108.126 	107.958 	105.904 	117.142 	120.154 	135.657 	192.633 	197.276 	222.822 	227.250 	225.892 
A,FC_E,RA000,KTOE,CZ	2417.199 	2527.036 	2679.405 	2779.043 	2833.232 	2905.948 	2931.386 	2996.358 	3242.387 	3379.230 	3670.076 	3621.959 
A,FC_E,RA000,KTOE,DE	15308.053 	16705.581 	16948.110 	15526.945 	15582.999 	15387.890 	15779.610 	16459.765 	16648.554 	17164.247 	17988.432 	19111.317 
A,FC_E,RA000,KTOE,DK	1425.773 	1439.691 	1464.916 	1445.079 	1603.985 	1692.541 	1670.326 	1659.791 	1634.686 	1630.032 	1711.773 	1578.896 
A,FC_E,RA000,KTOE,EE	502.060 	482.631 	477.740 	482.311 	488.779 	417.847 	435.600 	461.260 	440.191 	477.333 	474.693 	480.376 
A,FC_E,RA000,KTOE,EL	1453.542 	1574.432 	1382.747 	1399.472 	1499.362 	1349.959 	1657.662 	1682.022 	1702.512 	1726.924 	1832.664 	1648.045 
A,FC_E,RA000,KTOE,ES	5797.638 	6285.688 	5034.179 	5404.212 	5679.973 	5611.156 	5965.061 	6532.144 	6744.114 	6471.178 	6642.239 	6869.394 
