freq,nrg_bal,unit,geo\TIME_PERIOD	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,PEC2020-2030,I05,SE	92.70 	96.18 	90.94 	91.68 	97.57 	98.79 	100.92 	98.24 	100.28 	98.62 	93.81 	98.94 	100.28 	98.94 	103.02 	100.00 	97.38 	96.77 	96.44 	87.90 	98.67 	97.05 	96.85 	94.78 	93.81 	89.48 	92.57 	94.60 	96.45 	93.47 	84.26 	88.34 	86.79 
A,PEC2020-2030,I05,SI	78.96 	76.48 	70.94 	74.74 	77.21 	82.40 	85.47 	89.36 	86.36 	85.80 	87.18 	92.98 	93.40 	94.20 	96.40 	100.00 	99.19 	100.46 	106.56 	94.13 	97.02 	98.01 	94.16 	91.75 	88.17 	87.52 	90.33 	92.81 	91.73 	90.00 	84.79 	87.38 	85.44 
A,PEC2020-2030,I05,SK	112.90 	101.87 	97.66 	96.74 	95.10 	96.74 	97.23 	96.98 	93.72 	94.40 	93.89 	98.79 	99.43 	99.09 	97.24 	100.00 	99.02 	94.34 	97.54 	89.13 	99.78 	95.55 	93.81 	94.09 	87.30 	90.75 	92.03 	96.38 	93.48 	91.75 	87.15 	94.38 	88.89 
A,PEC2020-2030,I05,TR	60.56 	59.64 	61.99 	65.37 	65.04 	70.93 	77.89 	81.89 	82.22 	82.26 	91.22 	83.51 	88.07 	93.85 	95.82 	100.00 	109.02 	118.31 	116.51 	115.01 	121.55 	131.93 	136.82 	132.09 	144.38 	155.06 	162.70 	180.00 	177.39 	179.12 	175.09 	193.09 	: 
A,PEC2020-2030,I05,UA	186.50 	186.71 	163.69 	145.41 	123.30 	121.99 	111.94 	106.90 	101.16 	100.82 	100.00 	99.73 	101.03 	104.71 	101.75 	100.00 	96.36 	99.51 	96.25 	83.36 	95.91 	91.09 	88.04 	83.26 	76.62 	67.20 	66.59 	65.36 	68.36 	64.95 	62.42 	: 	: 
A,PEC2020-2030,I05,UK	90.01 	92.88 	92.48 	93.52 	96.29 	94.39 	98.77 	96.29 	97.71 	98.20 	99.32 	100.22 	98.45 	100.15 	99.08 	100.00 	98.63 	95.98 	94.77 	87.70 	91.77 	85.06 	87.32 	85.75 	80.87 	81.71 	80.29 	79.32 	79.30 	77.99 	: 	: 	: 
A,PEC2020-2030,I05,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	79.35 	97.71 	97.30 	102.45 	103.03 	100.00 	101.06 	105.11 	113.86 	126.05 	129.18 	128.16 	120.68 	116.82 	112.40 	127.45 	137.05 	130.14 	130.81 	134.77 	134.59 	145.40 	: 
A,PEC2020-2030,MTOE,AL	2.41 	1.65 	1.13 	1.23 	1.30 	1.30 	1.40 	1.20 	1.32 	1.78 	1.78 	1.82 	2.06 	1.99 	2.13 	2.13 	2.05 	1.93 	2.05 	2.01 	2.04 	2.20 	1.99 	2.20 	2.26 	2.12 	2.17 	2.34 	2.35 	2.31 	2.15 	2.26 	: 
A,PEC2020-2030,MTOE,AT	23.71 	25.35 	24.30 	24.68 	24.64 	25.90 	27.48 	27.03 	27.66 	27.61 	27.49 	29.08 	29.29 	30.88 	31.18 	32.71 	32.63 	32.18 	32.46 	30.65 	32.86 	31.97 	31.67 	32.07 	30.80 	31.66 	32.04 	32.82 	31.83 	32.27 	29.85 	31.61 	30.16 
A,PEC2020-2030,MTOE,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.94 	6.11 	6.69 	6.69 	7.38 	7.14 	7.00 	7.28 	: 
A,PEC2020-2030,MTOE,BE	45.63 	47.51 	47.86 	46.63 	47.58 	48.24 	51.07 	51.28 	52.57 	52.28 	52.44 	52.14 	50.10 	52.62 	52.40 	51.62 	51.46 	50.38 	51.19 	50.08 	53.37 	49.50 	47.07 	48.63 	45.24 	45.66 	48.45 	48.49 	46.47 	48.41 	43.88 	48.74 	45.23 
A,PEC2020-2030,MTOE,BG	26.77 	21.74 	19.91 	21.04 	20.40 	22.14 	21.70 	19.96 	19.12 	17.44 	17.65 	18.44 	18.37 	18.72 	18.20 	19.22 	19.85 	19.51 	19.02 	16.91 	17.40 	18.57 	17.83 	16.51 	17.26 	17.96 	17.67 	18.32 	18.23 	18.04 	17.07 	18.57 	18.93 
A,PEC2020-2030,MTOE,CY	1.59 	1.67 	1.81 	1.87 	2.12 	1.91 	2.09 	2.04 	2.17 	2.18 	2.34 	2.36 	2.38 	2.61 	2.44 	2.48 	2.57 	2.70 	2.85 	2.77 	2.67 	2.65 	2.50 	2.18 	2.22 	2.27 	2.42 	2.53 	2.55 	2.54 	2.20 	2.31 	2.48 
A,PEC2020-2030,MTOE,CZ	48.21 	44.17 	42.84 	41.60 	39.73 	39.43 	40.47 	41.10 	39.81 	36.98 	39.15 	40.22 	40.69 	42.52 	43.05 	42.51 	43.49 	43.65 	42.51 	40.16 	42.54 	40.87 	40.38 	40.67 	38.98 	39.44 	39.74 	40.36 	40.48 	39.74 	37.58 	39.55 	38.64 
A,PEC2020-2030,MTOE,DE	332.63 	326.50 	319.46 	317.42 	314.22 	317.36 	329.55 	325.36 	322.56 	315.57 	317.13 	327.12 	319.41 	321.92 	323.71 	321.62 	332.75 	315.79 	320.76 	299.92 	315.15 	297.80 	301.12 	308.29 	293.60 	295.93 	297.63 	298.12 	291.95 	285.24 	262.15 	271.49 	260.08 
A,PEC2020-2030,MTOE,DK	17.61 	19.47 	18.65 	19.16 	19.88 	19.71 	22.26 	20.68 	20.44 	19.63 	19.12 	19.74 	19.43 	20.53 	19.95 	19.44 	20.83 	20.36 	19.85 	19.06 	19.93 	18.50 	17.73 	17.82 	16.91 	16.82 	17.28 	17.40 	17.41 	16.88 	15.47 	16.35 	15.99 
A,PEC2020-2030,MTOE,EE	10.48 	9.72 	6.22 	5.30 	5.85 	5.47 	5.71 	5.52 	5.07 	4.79 	4.56 	4.82 	4.53 	4.86 	5.21 	5.28 	5.22 	6.15 	5.38 	4.33 	5.83 	5.69 	5.20 	5.72 	5.48 	4.76 	5.96 	5.78 	5.60 	4.79 	4.32 	4.45 	4.72 
A,PEC2020-2030,MTOE,EL	21.53 	21.71 	22.31 	22.15 	22.93 	23.00 	23.66 	24.57 	25.77 	26.03 	27.17 	28.06 	28.48 	29.21 	29.66 	30.29 	30.27 	30.31 	30.48 	29.43 	27.24 	26.65 	26.54 	23.42 	23.29 	23.39 	23.06 	23.24 	22.61 	22.29 	19.24 	20.33 	20.91 
A,PEC2020-2030,MTOE,ES	82.41 	85.29 	87.42 	84.36 	88.59 	94.65 	94.38 	99.54 	103.87 	109.73 	114.53 	117.54 	121.30 	126.05 	132.82 	136.03 	136.59 	138.84 	133.92 	123.01 	123.01 	122.66 	123.03 	115.67 	113.82 	118.16 	118.43 	124.92 	124.30 	120.63 	105.03 	111.46 	113.23 
A,PEC2020-2030,MTOE,EU27_2020	1367.72 	1363.73 	1322.15 	1327.20 	1312.06 	1356.64 	1406.32 	1391.67 	1398.65 	1388.26 	1396.39 	1434.27 	1436.52 	1474.79 	1493.53 	1497.70 	1511.35 	1490.13 	1488.74 	1403.30 	1458.27 	1412.82 	1397.02 	1384.78 	1330.83 	1353.36 	1364.89 	1384.78 	1377.80 	1354.33 	1235.72 	1311.19 	1257.08 
A,PEC2020-2030,MTOE,FI	27.20 	27.36 	25.58 	27.19 	29.06 	28.07 	30.36 	31.57 	31.83 	31.81 	31.62 	32.62 	34.23 	36.14 	36.57 	33.56 	36.67 	36.03 	34.52 	32.33 	35.44 	34.20 	32.98 	31.99 	32.67 	31.20 	32.26 	32.18 	32.82 	32.07 	29.93 	31.50 	30.17 
A,PEC2020-2030,MTOE,FR	212.94 	223.91 	219.84 	225.65 	215.80 	223.98 	238.08 	229.32 	236.18 	236.43 	238.96 	247.27 	248.75 	254.85 	259.15 	260.81 	256.10 	252.65 	255.44 	246.35 	254.45 	249.07 	249.10 	250.49 	239.85 	244.42 	240.06 	239.27 	238.79 	235.39 	207.99 	222.82 	204.96 
A,PEC2020-2030,MTOE,GE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.02 	4.29 	4.52 	4.69 	4.75 	4.70 	4.88 	4.70 	5.12 	: 
A,PEC2020-2030,MTOE,HR	8.91 	7.42 	6.66 	6.96 	6.79 	7.00 	7.60 	7.74 	7.97 	8.13 	7.81 	8.25 	8.46 	8.99 	8.94 	9.14 	9.11 	9.43 	9.20 	8.95 	8.86 	8.65 	8.18 	8.00 	7.60 	7.96 	8.05 	8.33 	8.18 	8.21 	7.76 	8.27 	8.29 
A,PEC2020-2030,MTOE,HU	27.40 	26.39 	23.88 	24.56 	23.62 	24.42 	25.24 	24.75 	24.24 	24.40 	23.64 	24.43 	24.24 	24.97 	24.91 	26.34 	25.98 	25.36 	25.16 	23.95 	24.62 	24.39 	23.13 	22.41 	21.99 	23.30 	23.66 	24.46 	24.48 	24.57 	23.89 	24.93 	23.87 
A,PEC2020-2030,MTOE,IE	9.64 	9.77 	9.73 	10.02 	10.41 	10.25 	11.13 	11.86 	12.64 	13.16 	13.70 	14.58 	14.87 	14.49 	14.77 	14.95 	15.12 	15.98 	15.65 	14.90 	14.71 	13.55 	13.72 	12.98 	13.17 	13.92 	14.65 	14.55 	14.62 	14.68 	13.47 	13.82 	14.34 
A,PEC2020-2030,MTOE,IS	2.32 	2.12 	2.07 	2.22 	2.25 	2.25 	2.44 	2.40 	2.56 	2.88 	3.22 	3.10 	3.18 	3.19 	3.16 	3.21 	4.00 	4.75 	5.31 	5.49 	5.53 	5.92 	5.79 	6.05 	6.05 	5.80 	5.49 	5.84 	6.40 	6.20 	5.85 	5.92 	: 
A,PEC2020-2030,MTOE,IT	137.71 	141.67 	140.93 	141.07 	138.97 	151.40 	151.36 	153.18 	158.27 	162.25 	166.11 	165.44 	166.70 	175.78 	177.66 	180.83 	178.95 	178.67 	176.12 	164.08 	167.28 	162.00 	156.56 	152.05 	142.66 	149.12 	148.04 	149.01 	147.29 	145.94 	132.35 	145.56 	139.25 
A,PEC2020-2030,MTOE,LT	15.34 	16.15 	10.64 	8.98 	7.84 	8.25 	8.82 	8.37 	8.73 	7.31 	6.54 	7.54 	8.05 	8.39 	8.57 	8.05 	7.89 	8.10 	8.26 	7.91 	6.17 	5.91 	5.98 	5.80 	5.75 	5.79 	6.04 	6.16 	6.37 	6.28 	6.23 	6.63 	6.31 
A,PEC2020-2030,MTOE,LU	3.49 	3.73 	3.74 	3.79 	3.70 	3.28 	3.35 	3.31 	3.23 	3.41 	3.60 	3.80 	3.98 	4.19 	4.66 	4.77 	4.69 	4.61 	4.61 	4.34 	4.61 	4.53 	4.42 	4.30 	4.19 	4.14 	4.15 	4.29 	4.46 	4.50 	3.94 	4.19 	3.80 
A,PEC2020-2030,MTOE,LV	7.87 	7.47 	6.12 	5.29 	4.78 	4.59 	4.55 	4.42 	4.30 	3.94 	3.79 	4.08 	4.04 	4.30 	4.41 	4.49 	4.66 	4.77 	4.58 	4.43 	4.56 	4.28 	4.44 	4.36 	4.36 	4.27 	4.29 	4.47 	4.69 	4.56 	4.26 	4.47 	4.31 
A,PEC2020-2030,MTOE,MD	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.51 	2.56 	2.49 	2.52 	2.54 	2.57 	2.67 	2.81 	2.92 	2.78 	2.64 	2.95 	: 
A,PEC2020-2030,MTOE,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.02 	1.06 	1.10 	1.20 	0.93 	1.09 	1.09 	1.04 	0.97 	0.95 	0.99 	0.96 	1.00 	1.04 	1.07 	0.99 	1.07 	: 
A,PEC2020-2030,MTOE,MK	2.39 	2.38 	2.65 	2.74 	2.46 	2.49 	2.84 	2.59 	2.87 	2.73 	2.68 	2.58 	2.52 	2.75 	2.72 	2.89 	2.94 	3.07 	3.00 	2.78 	2.85 	3.05 	2.95 	2.73 	2.66 	2.60 	2.57 	2.68 	2.54 	2.80 	2.54 	2.63 	: 
A,PEC2020-2030,MTOE,MT	0.76 	0.75 	0.74 	0.93 	0.85 	0.79 	0.75 	0.95 	0.75 	0.82 	0.81 	0.89 	0.83 	0.92 	0.93 	0.92 	0.92 	0.95 	0.96 	0.88 	0.93 	0.93 	0.97 	0.87 	0.89 	0.75 	0.71 	0.81 	0.82 	0.87 	0.74 	0.77 	0.89 
A,PEC2020-2030,MTOE,NL	58.50 	61.46 	61.00 	63.07 	62.59 	65.35 	69.34 	66.63 	67.45 	66.53 	66.94 	69.00 	69.11 	70.45 	71.43 	70.11 	69.52 	69.37 	69.88 	67.63 	71.72 	67.05 	66.75 	66.21 	62.32 	59.02 	62.74 	61.27 	58.42 	63.79 	58.51 	60.75 	56.09 
A,PEC2020-2030,MTOE,NO	19.02 	19.56 	19.98 	21.24 	20.92 	20.80 	20.41 	21.69 	22.89 	24.20 	23.38 	24.72 	22.81 	24.73 	26.40 	27.15 	27.38 	25.27 	28.28 	27.91 	29.77 	25.68 	27.51 	28.83 	26.19 	23.11 	25.97 	27.37 	27.36 	25.87 	25.23 	26.29 	: 
A,PEC2020-2030,MTOE,PL	99.12 	97.86 	95.69 	98.02 	93.09 	96.08 	99.90 	98.43 	91.60 	89.50 	84.85 	85.97 	85.13 	86.99 	87.02 	87.96 	92.34 	91.90 	93.09 	89.53 	96.56 	96.55 	92.80 	93.40 	89.49 	90.05 	94.83 	99.08 	104.06 	100.19 	96.84 	103.96 	98.49 
A,PEC2020-2030,MTOE,PT	15.12 	15.67 	16.66 	16.52 	16.82 	18.62 	18.65 	19.41 	20.95 	22.75 	22.96 	23.29 	24.38 	23.56 	24.19 	24.85 	24.04 	23.86 	23.60 	23.63 	22.65 	22.01 	21.04 	21.04 	20.68 	21.65 	21.76 	22.81 	22.66 	22.07 	19.50 	19.53 	20.77 
A,PEC2020-2030,MTOE,RO	62.36 	50.58 	43.45 	43.78 	41.84 	45.55 	46.27 	43.16 	39.76 	34.60 	34.87 	35.15 	36.54 	38.30 	37.31 	36.06 	37.53 	37.44 	37.32 	32.65 	32.95 	33.53 	33.26 	30.41 	30.07 	30.75 	30.65 	32.46 	32.57 	32.07 	30.93 	33.09 	31.01 
A,PEC2020-2030,MTOE,RS	19.26 	16.36 	15.05 	12.81 	11.81 	13.46 	16.08 	16.98 	16.95 	12.30 	13.33 	14.47 	15.44 	16.23 	17.67 	15.66 	16.53 	16.16 	15.93 	14.62 	14.80 	15.48 	14.28 	14.38 	12.83 	14.21 	14.58 	14.89 	14.79 	14.72 	15.22 	15.52 	: 
A,PEC2020-2030,MTOE,SE	45.41 	47.12 	44.56 	44.92 	47.80 	48.40 	49.44 	48.13 	49.13 	48.32 	45.96 	48.47 	49.13 	48.47 	50.47 	48.99 	47.71 	47.41 	47.25 	43.06 	48.34 	47.55 	47.45 	46.44 	45.96 	43.84 	45.35 	46.35 	47.25 	45.79 	41.28 	43.28 	42.52 
A,PEC2020-2030,MTOE,SI	5.72 	5.54 	5.14 	5.42 	5.60 	5.97 	6.20 	6.48 	6.26 	6.22 	6.32 	6.74 	6.77 	6.83 	6.99 	7.25 	7.19 	7.28 	7.73 	6.82 	7.03 	7.11 	6.83 	6.65 	6.39 	6.34 	6.55 	6.73 	6.65 	6.52 	6.15 	6.33 	6.19 
A,PEC2020-2030,MTOE,SK	19.66 	17.74 	17.01 	16.85 	16.56 	16.85 	16.93 	16.89 	16.32 	16.44 	16.35 	17.20 	17.31 	17.26 	16.93 	17.41 	17.24 	16.43 	16.99 	15.52 	17.38 	16.64 	16.34 	16.39 	15.20 	15.80 	16.03 	16.78 	16.28 	15.98 	15.18 	16.44 	15.48 
A,PEC2020-2030,MTOE,TR	48.96 	48.21 	50.12 	52.85 	52.58 	57.34 	62.97 	66.20 	66.47 	66.50 	73.75 	67.52 	71.20 	75.88 	77.47 	80.85 	88.13 	95.65 	94.19 	92.98 	98.27 	106.66 	110.61 	106.79 	116.72 	125.36 	131.54 	145.52 	143.41 	144.81 	141.55 	156.10 	: 
A,PEC2020-2030,MTOE,UA	247.40 	247.68 	217.14 	192.89 	163.56 	161.83 	148.49 	141.81 	134.19 	133.75 	132.66 	132.29 	134.02 	138.90 	134.98 	132.65 	127.83 	132.01 	127.68 	110.58 	127.23 	120.84 	116.78 	110.45 	101.65 	89.14 	88.34 	86.70 	90.69 	86.15 	82.80 	: 	: 
A,PEC2020-2030,MTOE,UK	201.15 	207.56 	206.67 	208.99 	215.18 	210.95 	220.73 	215.19 	218.35 	219.45 	221.96 	223.98 	220.01 	223.80 	221.43 	223.48 	220.41 	214.50 	211.80 	195.99 	205.09 	190.09 	195.15 	191.63 	180.72 	182.60 	179.44 	177.27 	177.22 	174.30 	: 	: 	: 
A,PEC2020-2030,MTOE,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.54 	1.90 	1.89 	1.99 	2.00 	1.94 	1.96 	2.04 	2.21 	2.45 	2.51 	2.49 	2.34 	2.27 	2.18 	2.48 	2.66 	2.53 	2.54 	2.62 	2.61 	2.82 	: 
A,PEC2020-2030,PC,AL	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PEC2020-2030,PC,AT	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PEC2020-2030,PC,BA	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PEC2020-2030,PC,BE	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PEC2020-2030,PC,BG	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PEC2020-2030,PC,CY	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PEC2020-2030,PC,CZ	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PEC2020-2030,PC,DE	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PEC2020-2030,PC,DK	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PEC2020-2030,PC,EE	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PEC2020-2030,PC,EL	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PEC2020-2030,PC,ES	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PEC2020-2030,PC,EU27_2020	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PEC2020-2030,PC,FI	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PEC2020-2030,PC,FR	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PEC2020-2030,PC,GE	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PEC2020-2030,PC,HR	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PEC2020-2030,PC,HU	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PEC2020-2030,PC,IE	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PEC2020-2030,PC,IS	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PEC2020-2030,PC,IT	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PEC2020-2030,PC,LT	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PEC2020-2030,PC,LU	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PEC2020-2030,PC,LV	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PEC2020-2030,PC,MD	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PEC2020-2030,PC,ME	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PEC2020-2030,PC,MK	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PEC2020-2030,PC,MT	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PEC2020-2030,PC,NL	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PEC2020-2030,PC,NO	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PEC2020-2030,PC,PL	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PEC2020-2030,PC,PT	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PEC2020-2030,PC,RO	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PEC2020-2030,PC,RS	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PEC2020-2030,PC,SE	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PEC2020-2030,PC,SI	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PEC2020-2030,PC,SK	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PEC2020-2030,PC,TR	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PEC2020-2030,PC,UA	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PEC2020-2030,PC,UK	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PEC2020-2030,PC,XK	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PEC_DT2020,I05,AL	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PEC_DT2020,I05,AT	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PEC_DT2020,I05,BA	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,PEC_DT2020,I05,BE	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z	: z
