freq,nrg_bal,siec,unit,geo\TIME_PERIOD	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,FC_OTH_HH_E,TOTAL,KTOE,LT	1532.207 	1534.798 	1467.198 	1400.900 	1359.131 	1433.211 	1455.374 	1511.606 	1447.177 	1433.361 	1629.694 	1558.114 
A,FC_OTH_HH_E,TOTAL,KTOE,LU	477.528 	490.129 	498.056 	468.025 	508.946 	525.178 	535.579 	500.588 	463.298 	498.301 	480.232 	457.529 
A,FC_OTH_HH_E,TOTAL,KTOE,LV	1327.389 	1376.240 	1267.242 	1238.471 	1105.582 	1143.483 	1195.604 	1231.009 	1187.967 	1115.366 	1202.956 	1112.212 
A,FC_OTH_HH_E,TOTAL,KTOE,MD	1137.092 	1155.360 	1147.203 	1169.757 	1179.946 	1233.669 	1316.751 	1338.830 	1236.740 	1203.437 	1316.674 	: 
A,FC_OTH_HH_E,TOTAL,KTOE,ME	268.887 	281.347 	269.251 	256.273 	265.421 	264.617 	263.151 	248.017 	243.959 	243.169 	257.803 	: 
A,FC_OTH_HH_E,TOTAL,KTOE,MK	567.027 	559.010 	519.019 	523.579 	531.060 	491.613 	529.132 	483.576 	492.266 	508.553 	529.145 	: 
A,FC_OTH_HH_E,TOTAL,KTOE,MT	68.760 	72.178 	73.999 	73.904 	79.865 	77.575 	91.096 	93.033 	101.528 	105.933 	109.498 	114.408 
A,FC_OTH_HH_E,TOTAL,KTOE,NL	10280.980 	10866.787 	11412.549 	9116.954 	9508.988 	9787.441 	9559.920 	9527.247 	9306.997 	9090.383 	10069.722 	8566.457 
A,FC_OTH_HH_E,TOTAL,KTOE,NO	4284.120 	4534.313 	4488.408 	4220.247 	4387.358 	4521.688 	4587.431 	4610.588 	4533.948 	4565.000 	4816.371 	4434.942 
A,FC_OTH_HH_E,TOTAL,KTOE,PL	20130.337 	20812.831 	20492.342 	19034.910 	19032.330 	19886.419 	20063.013 	22557.493 	20993.899 	21101.347 	22145.579 	20775.048 
A,FC_OTH_HH_E,TOTAL,KTOE,PT	2777.129 	2694.958 	2634.808 	2776.692 	2751.749 	2819.484 	2801.785 	2877.758 	2891.348 	3014.190 	3022.524 	2965.934 
A,FC_OTH_HH_E,TOTAL,KTOE,RO	7859.678 	8060.582 	7721.970 	7409.681 	7375.183 	7414.920 	7732.038 	7775.080 	7753.283 	8007.426 	8764.871 	7894.699 
A,FC_OTH_HH_E,TOTAL,KTOE,RS	3134.547 	3122.404 	2846.752 	2752.802 	2826.152 	2924.237 	2853.554 	2838.427 	2854.671 	3488.068 	3555.490 	: 
A,FC_OTH_HH_E,TOTAL,KTOE,SE	7681.810 	8053.653 	7694.262 	7229.333 	7411.176 	7659.147 	7696.829 	7490.340 	7363.914 	7182.148 	7878.771 	7064.161 
A,FC_OTH_HH_E,TOTAL,KTOE,SI	1302.665 	1255.831 	1240.442 	1060.707 	1166.185 	1186.482 	1156.364 	1084.519 	1057.452 	1090.014 	1160.005 	1046.416 
A,FC_OTH_HH_E,TOTAL,KTOE,SK	2790.822 	2820.587 	2842.735 	2325.037 	2573.288 	2688.692 	2744.162 	2546.007 	2637.679 	2744.571 	2966.314 	2686.513 
A,FC_OTH_HH_E,TOTAL,KTOE,TR	20809.776 	20187.463 	19807.984 	19166.344 	20153.330 	20711.118 	22167.051 	20557.145 	21563.923 	23029.022 	26422.866 	: 
A,FC_OTH_HH_E,TOTAL,KTOE,UA	23587.848 	23454.289 	23446.497 	20357.427 	16551.870 	17348.751 	16483.165 	15986.088 	14015.700 	13654.325 	: 	: 
A,FC_OTH_HH_E,TOTAL,KTOE,UK	37786.091 	40957.945 	41458.259 	35813.099 	37257.018 	37970.686 	36772.290 	38307.568 	38134.984 	: 	: 	: 
A,FC_OTH_HH_E,TOTAL,KTOE,XK	491.178 	474.234 	494.163 	479.943 	476.388 	549.413 	571.465 	573.404 	586.881 	608.818 	655.497 	: 
A,FC_TRA_E,TOTAL,KTOE,AL	768.010 	737.022 	804.074 	833.978 	829.298 	832.543 	831.899 	832.167 	834.858 	603.439 	677.581 	: 
A,FC_TRA_E,TOTAL,KTOE,AT	7874.596 	7792.365 	8294.925 	8228.068 	8464.597 	8598.512 	8724.365 	8836.593 	8830.326 	7713.848 	7979.024 	7522.505 
A,FC_TRA_E,TOTAL,KTOE,BA	: 	: 	: 	988.905 	1030.976 	1196.912 	1248.920 	1238.269 	1322.151 	1199.146 	1376.913 	: 
A,FC_TRA_E,TOTAL,KTOE,BE	8808.089 	8551.750 	8397.042 	8527.363 	8911.393 	9006.460 	8858.199 	8900.845 	8819.183 	7715.352 	8528.090 	8660.689 
A,FC_TRA_E,TOTAL,KTOE,BG	2759.922 	2914.390 	2620.341 	2916.487 	3211.585 	3268.077 	3324.915 	3374.736 	3413.546 	3209.758 	3434.583 	3468.082 
A,FC_TRA_E,TOTAL,KTOE,CY	744.315 	687.941 	619.936 	599.542 	621.949 	658.147 	681.155 	684.771 	692.280 	617.554 	661.604 	654.162 
A,FC_TRA_E,TOTAL,KTOE,CZ	5935.592 	5788.889 	5738.681 	5948.768 	6195.220 	6417.093 	6617.264 	6659.891 	6778.778 	6378.679 	6767.571 	6925.284 
A,FC_TRA_E,TOTAL,KTOE,DE	53638.674 	53259.098 	54240.042 	55445.775 	55144.756 	56556.589 	57247.225 	55470.398 	56220.462 	51000.996 	49902.777 	50481.621 
A,FC_TRA_E,TOTAL,KTOE,DK	4340.785 	4064.792 	3996.957 	4031.340 	4217.280 	4274.701 	4264.797 	4308.604 	4236.978 	3937.535 	4022.590 	3984.139 
A,FC_TRA_E,TOTAL,KTOE,EE	749.262 	757.812 	739.198 	741.510 	760.004 	776.895 	803.862 	834.796 	839.841 	795.628 	840.249 	845.746 
A,FC_TRA_E,TOTAL,KTOE,EL	6705.525 	5615.546 	5608.770 	5635.497 	5753.399 	5897.048 	5815.313 	5897.204 	6045.183 	5141.857 	5530.448 	5866.033 
A,FC_TRA_E,TOTAL,KTOE,ES	32475.680 	29798.111 	28203.413 	28427.130 	29439.410 	30631.963 	31749.555 	32513.600 	32915.106 	26059.067 	30350.056 	32477.593 
A,FC_TRA_E,TOTAL,KTOE,EU27_2020	278859.112 	269085.076 	265347.632 	268718.554 	272408.520 	278670.070 	284540.635 	285948.525 	288654.895 	251380.184 	272022.360 	279567.080 
A,FC_TRA_E,TOTAL,KTOE,FI	4300.510 	4197.694 	4209.977 	4113.791 	4105.519 	4180.495 	4194.818 	4241.568 	4178.021 	3882.493 	4023.489 	3856.903 
A,FC_TRA_E,TOTAL,KTOE,FR	45153.564 	45023.417 	44716.433 	44988.973 	45469.855 	45626.226 	46005.648 	45118.412 	45053.958 	38012.420 	42649.553 	44511.582 
A,FC_TRA_E,TOTAL,KTOE,GE	: 	: 	1110.934 	1256.162 	1365.340 	1524.342 	1384.402 	1352.728 	1404.052 	1340.380 	1485.046 	: 
A,FC_TRA_E,TOTAL,KTOE,HR	1942.325 	1902.891 	1924.636 	1900.924 	1997.802 	2045.099 	2196.674 	2146.863 	2235.149 	1968.591 	2147.878 	2234.877 
A,FC_TRA_E,TOTAL,KTOE,HU	3812.948 	3692.233 	3459.986 	3873.295 	4181.253 	4261.597 	4496.778 	4790.228 	5070.454 	4459.534 	4897.618 	5277.609 
A,FC_TRA_E,TOTAL,KTOE,IE	3706.343 	3626.675 	3687.125 	3837.779 	3886.297 	4098.254 	4052.097 	4097.165 	4124.552 	3486.797 	3712.807 	3983.706 
A,FC_TRA_E,TOTAL,KTOE,IS	275.915 	270.221 	277.329 	278.661 	300.785 	333.071 	352.870 	369.539 	360.095 	305.364 	322.218 	: 
A,FC_TRA_E,TOTAL,KTOE,IT	38572.097 	36348.734 	35701.272 	37009.372 	36374.374 	35814.501 	34525.408 	35579.484 	35861.202 	28976.458 	35010.135 	36345.788 
A,FC_TRA_E,TOTAL,KTOE,LT	1483.642 	1508.424 	1502.068 	1662.623 	1750.186 	1864.513 	1960.025 	2081.494 	2150.671 	2126.456 	2144.972 	2103.595 
A,FC_TRA_E,TOTAL,KTOE,LU	2307.877 	2207.321 	2166.737 	2086.962 	1958.228 	1907.236 	1966.428 	2101.340 	2153.407 	1667.676 	1771.034 	1551.608 
A,FC_TRA_E,TOTAL,KTOE,LV	964.755 	929.636 	939.540 	982.367 	1037.650 	1033.562 	1080.824 	1108.725 	1098.869 	1045.500 	1077.062 	1022.107 
A,FC_TRA_E,TOTAL,KTOE,MD	620.914 	546.328 	573.806 	593.361 	648.600 	682.370 	687.658 	700.196 	717.605 	667.422 	743.177 	: 
A,FC_TRA_E,TOTAL,KTOE,ME	213.102 	202.848 	165.309 	162.866 	186.645 	219.419 	235.525 	252.719 	265.685 	225.951 	294.128 	: 
A,FC_TRA_E,TOTAL,KTOE,MK	475.330 	453.275 	514.739 	537.470 	596.422 	679.961 	705.735 	705.468 	762.509 	643.576 	744.205 	: 
A,FC_TRA_E,TOTAL,KTOE,MT	183.239 	181.194 	183.709 	187.942 	199.764 	199.742 	207.327 	227.773 	241.714 	205.248 	215.107 	251.915 
A,FC_TRA_E,TOTAL,KTOE,NL	11786.205 	11278.336 	10761.714 	9920.280 	10037.172 	10029.925 	10383.524 	10627.204 	10615.136 	9055.072 	9227.681 	9185.403 
A,FC_TRA_E,TOTAL,KTOE,NO	5130.199 	5198.392 	5151.969 	5254.707 	5272.420 	5285.329 	5227.187 	5107.069 	5111.495 	4801.526 	4995.192 	5172.252 
A,FC_TRA_E,TOTAL,KTOE,PL	17408.462 	16680.367 	15744.034 	15804.963 	16561.073 	18557.186 	21431.698 	22349.398 	22782.296 	21778.636 	23537.388 	23899.797 
A,FC_TRA_E,TOTAL,KTOE,PT	6002.257 	5531.309 	5435.469 	5464.228 	5555.183 	5690.973 	5788.829 	5847.575 	5982.658 	5002.965 	5468.095 	5793.595 
A,FC_TRA_E,TOTAL,KTOE,RO	5212.550 	5314.735 	5188.743 	5266.333 	5337.702 	5738.034 	6149.188 	6303.748 	6571.907 	6460.800 	6879.222 	7441.108 
A,FC_TRA_E,TOTAL,KTOE,RS	2042.180 	1806.836 	1972.215 	2041.409 	1986.102 	2029.445 	2113.345 	2136.951 	2306.862 	2196.880 	2505.117 	: 
A,FC_TRA_E,TOTAL,KTOE,SE	7510.930 	7232.473 	7148.502 	7145.920 	7295.500 	7224.832 	7307.861 	7127.429 	7026.905 	6610.086 	6824.465 	6590.570 
A,FC_TRA_E,TOTAL,KTOE,SI	1882.202 	1899.103 	1809.666 	1794.900 	1772.570 	1882.533 	1934.203 	1974.630 	1926.584 	1583.292 	1799.603 	1971.102 
A,FC_TRA_E,TOTAL,KTOE,SK	2596.766 	2299.840 	2308.716 	2176.422 	2168.799 	2429.877 	2772.655 	2744.051 	2789.729 	2487.886 	2619.259 	2659.961 
A,FC_TRA_E,TOTAL,KTOE,TR	15036.935 	17724.906 	19638.094 	20972.194 	24502.533 	27030.056 	28305.848 	28607.306 	28388.778 	26664.835 	30144.077 	: 
A,FC_TRA_E,TOTAL,KTOE,UA	12875.180 	11772.360 	11848.904 	10299.778 	8721.254 	9133.661 	9590.778 	9417.827 	10029.097 	8017.678 	: 	: 
A,FC_TRA_E,TOTAL,KTOE,UK	39907.728 	39748.786 	39491.557 	40108.270 	40889.253 	41819.630 	41928.904 	41759.750 	41463.198 	: 	: 	: 
A,FC_TRA_E,TOTAL,KTOE,XK	330.601 	333.486 	270.401 	344.017 	380.384 	395.981 	410.191 	429.875 	428.184 	421.572 	464.108 	: 
