freq,siec,plant_tec,unit,geo\TIME_PERIOD	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,RA120,CAP_NET_ELC,MW,IE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,RA120,CAP_NET_ELC,MW,IS	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
A,RA120,CAP_NET_ELC,MW,IT	2954.000 	2904.000 	2904.000 	2904.000 	2904.000 	2904.000 	2904.000 	2905.000 	3019.000 	3030.000 	3001.000 	3001.000 	3001.000 	3001.000 	2998.000 	3146.000 	3587.000 	3587.000 	3587.000 	3587.000 	3587.000 	3587.000 	3598.000 	3598.000 	3610.000 	3610.000 	3325.000 	3376.602 	3376.602 	3303.609 	3311.602 	3280.552 	3334.067 
A,RA120,CAP_NET_ELC,MW,LI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,RA120,CAP_NET_ELC,MW,LT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,RA120,CAP_NET_ELC,MW,LU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,RA120,CAP_NET_ELC,MW,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,RA120,CAP_NET_ELC,MW,MD	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,RA120,CAP_NET_ELC,MW,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,RA120,CAP_NET_ELC,MW,MK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,RA120,CAP_NET_ELC,MW,MT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,RA120,CAP_NET_ELC,MW,NL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,RA120,CAP_NET_ELC,MW,NO	1067.000 	1067.000 	1067.000 	1067.000 	1067.000 	673.000 	672.000 	672.000 	663.000 	663.000 	1360.000 	1360.000 	1309.000 	1042.000 	1309.000 	1327.000 	1327.000 	1310.000 	1351.000 	1351.000 	1326.000 	1351.000 	1351.000 	1351.000 	1351.000 	1433.000 	1536.000 	1530.000 	1410.000 	1410.000 	1446.700 	1446.700 	1446.700 
A,RA120,CAP_NET_ELC,MW,PL	216.000 	216.000 	216.000 	216.000 	216.000 	216.000 	216.000 	216.000 	308.000 	308.000 	308.000 	351.000 	324.000 	343.000 	341.000 	373.000 	376.000 	376.000 	376.000 	376.000 	376.000 	376.000 	376.000 	376.000 	376.000 	376.000 	376.000 	375.950 	375.950 	375.950 	375.950 	375.950 	375.950 
A,RA120,CAP_NET_ELC,MW,PT	593.000 	593.000 	593.000 	593.000 	593.000 	617.000 	617.000 	617.000 	617.000 	617.000 	617.000 	617.000 	617.000 	617.000 	857.000 	1048.900 	1048.900 	1048.900 	1048.900 	1048.900 	1048.900 	1044.700 	1298.100 	1298.100 	1347.000 	1722.000 	2501.700 	2764.400 	2764.400 	2764.400 	2764.400 	2764.400 	3647.220 
A,RA120,CAP_NET_ELC,MW,RO	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	269.000 	265.000 	279.000 	265.000 	272.289 	267.614 	278.247 	279.165 	279.347 	277.900 
A,RA120,CAP_NET_ELC,MW,RS	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	129.000 	129.000 	129.000 	129.000 	129.000 	129.000 
A,RA120,CAP_NET_ELC,MW,SE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	99.000 	99.000 	99.000 	99.000 	99.000 	99.000 
A,RA120,CAP_NET_ELC,MW,SI	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,RA120,CAP_NET_ELC,MW,SK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,RA120,CAP_NET_ELC,MW,TR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,RA120,CAP_NET_ELC,MW,UA	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 
A,RA120,CAP_NET_ELC,MW,UK	300.000 	300.000 	300.000 	300.000 	300.000 	300.000 	300.000 	300.000 	300.000 	300.000 	300.000 	300.000 	300.000 	300.000 	300.000 	300.000 	300.000 	300.000 	300.000 	300.000 	300.000 	300.000 	300.000 	300.000 	300.000 	300.000 	300.000 	300.000 	300.000 	300.000 	: 	: 	: 
A,RA120,CAP_NET_ELC,MW,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	0.000 	0.000 	0.000 
A,RA130,CAP_NET_ELC,MW,AL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,RA130,CAP_NET_ELC,MW,AT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,RA130,CAP_NET_ELC,MW,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,RA130,CAP_NET_ELC,MW,BE	1307.000 	1307.000 	1307.000 	1307.000 	1307.000 	1307.000 	1307.000 	1307.000 	1307.000 	1307.000 	1310.000 	1310.000 	1310.000 	1310.000 	1310.000 	1307.000 	1307.000 	1307.000 	1307.000 	1307.000 	1307.000 	1307.000 	1307.000 	1307.000 	1307.000 	1307.000 	1307.000 	1307.000 	1307.000 	1307.000 	1307.000 	1307.000 	1307.000 
A,RA130,CAP_NET_ELC,MW,BG	0.000 	0.000 	0.000 	0.000 	0.000 	432.000 	432.000 	432.000 	432.000 	864.000 	864.000 	864.000 	864.000 	864.000 	864.000 	864.000 	864.000 	864.000 	864.000 	864.000 	864.000 	864.000 	864.000 	864.000 	864.000 	864.000 	864.000 	864.000 	864.000 	864.000 	864.000 	864.000 	864.000 
A,RA130,CAP_NET_ELC,MW,CY	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,RA130,CAP_NET_ELC,MW,CZ	491.000 	491.000 	491.000 	491.000 	491.000 	491.000 	1146.000 	1145.000 	1145.000 	1145.000 	1145.000 	1145.000 	1145.000 	1145.000 	1145.000 	1147.000 	1147.000 	1147.000 	1147.000 	1147.000 	1147.000 	1147.000 	1147.000 	1172.000 	1172.000 	1172.000 	1172.000 	1172.000 	1171.500 	1171.500 	1171.500 	1171.500 	1171.500 
A,RA130,CAP_NET_ELC,MW,DE	4200.000 	4516.000 	4576.000 	4576.000 	4628.000 	4528.000 	4635.000 	4545.000 	4545.000 	4654.000 	4654.000 	4562.000 	4652.000 	4331.000 	4918.000 	5648.000 	5649.000 	5696.000 	5641.000 	5898.000 	5811.000 	5811.000 	5650.000 	5650.000 	5654.000 	5666.000 	5578.000 	5493.000 	5355.000 	5355.000 	5354.000 	5354.000 	5353.000 
A,RA130,CAP_NET_ELC,MW,DK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,RA130,CAP_NET_ELC,MW,EA20	14376.450 	14997.450 	15684.450 	15930.450 	16172.450 	16806.450 	16910.450 	16830.450 	17020.450 	17156.450 	17117.450 	17227.450 	17299.450 	16922.450 	17507.450 	18234.450 	18235.450 	18282.450 	18234.450 	18491.450 	18292.450 	18292.110 	18423.110 	19301.060 	19446.060 	19458.060 	19370.100 	19243.480 	19105.480 	19105.480 	19104.440 	19104.440 	19091.060 
A,RA130,CAP_NET_ELC,MW,EE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,RA130,CAP_NET_ELC,MW,EL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,RA130,CAP_NET_ELC,MW,ES	2453.450 	2453.450 	2453.450 	2453.450 	2453.450 	2453.450 	2453.450 	2453.450 	2453.450 	2453.450 	2453.450 	2453.450 	2453.450 	2453.450 	2453.450 	2453.450 	2453.450 	2453.450 	2453.450 	2453.450 	2453.450 	2453.450 	2453.450 	3331.400 	3331.400 	3331.400 	3331.400 	3331.400 	3331.400 	3331.400 	3331.400 	3331.400 	3331.400 
A,RA130,CAP_NET_ELC,MW,EU27_2020	16499.450 	17156.450 	17968.450 	18214.450 	18456.450 	19522.450 	20281.450 	19864.450 	20054.450 	20550.450 	20511.450 	20647.450 	20719.450 	20382.450 	20965.450 	21694.450 	21688.450 	21744.450 	21736.450 	22108.450 	21909.450 	21900.110 	22031.110 	22934.060 	23079.060 	23091.060 	23010.100 	22793.980 	22655.480 	22655.480 	22654.440 	22654.440 	22641.060 
A,RA130,CAP_NET_ELC,MW,FI	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,RA130,CAP_NET_ELC,MW,FR	1792.000 	1849.000 	1849.000 	1847.000 	1847.000 	1847.000 	1847.000 	1847.000 	1847.000 	1858.000 	1857.000 	1857.000 	1857.000 	1801.000 	1801.000 	1801.000 	1801.000 	1801.000 	1808.000 	1808.000 	1808.000 	1807.660 	1807.660 	1807.660 	1727.660 	1727.660 	1727.700 	1727.700 	1727.700 	1727.700 	1727.660 	1727.660 	1727.660 
A,RA130,CAP_NET_ELC,MW,GE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,RA130,CAP_NET_ELC,MW,HR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,RA130,CAP_NET_ELC,MW,HU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,RA130,CAP_NET_ELC,MW,IE	290.000 	290.000 	290.000 	290.000 	290.000 	290.000 	290.000 	292.000 	292.000 	292.000 	292.000 	292.000 	292.000 	292.000 	292.000 	292.000 	292.000 	292.000 	292.000 	292.000 	0.000 	0.000 	292.000 	292.000 	292.000 	292.000 	292.000 	292.000 	292.000 	292.000 	292.000 	292.000 	292.000 
A,RA130,CAP_NET_ELC,MW,IS	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
A,RA130,CAP_NET_ELC,MW,IT	3234.000 	3482.000 	3729.000 	3977.000 	3977.000 	3976.000 	3973.000 	3981.000 	3981.000 	3997.000 	3956.000 	3977.000 	3956.000 	3956.000 	3957.000 	3957.000 	3957.000 	3957.000 	3957.000 	3957.000 	3957.000 	3957.000 	3957.000 	3957.000 	3982.000 	3982.000 	3982.000 	3940.380 	3940.380 	3940.380 	3940.380 	3940.380 	3928.000 
A,RA130,CAP_NET_ELC,MW,LI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,RA130,CAP_NET_ELC,MW,LT	0.000 	0.000 	380.000 	380.000 	570.000 	570.000 	570.000 	570.000 	760.000 	760.000 	760.000 	760.000 	760.000 	760.000 	760.000 	760.000 	760.000 	760.000 	760.000 	760.000 	760.000 	760.000 	760.000 	760.000 	760.000 	760.000 	760.000 	760.000 	760.000 	760.000 	760.000 	760.000 	760.000 
A,RA130,CAP_NET_ELC,MW,LU	1100.000 	1100.000 	1100.000 	1100.000 	1100.000 	1100.000 	1100.000 	1100.000 	1100.000 	1100.000 	1100.000 	1100.000 	1100.000 	1100.000 	1100.000 	1100.000 	1100.000 	1100.000 	1100.000 	1100.000 	1100.000 	1100.000 	1100.000 	1100.000 	1296.000 	1296.000 	1296.000 	1296.000 	1296.000 	1296.000 	1296.000 	1296.000 	1296.000 
A,RA130,CAP_NET_ELC,MW,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,RA130,CAP_NET_ELC,MW,MD	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,RA130,CAP_NET_ELC,MW,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,RA130,CAP_NET_ELC,MW,MK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,RA130,CAP_NET_ELC,MW,MT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,RA130,CAP_NET_ELC,MW,NL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,RA130,CAP_NET_ELC,MW,NO	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,RA130,CAP_NET_ELC,MW,PL	1205.000 	1241.000 	1366.000 	1366.000 	1366.000 	1366.000 	1366.000 	1366.000 	1366.000 	1366.000 	1366.000 	1366.000 	1366.000 	1406.000 	1406.000 	1406.000 	1406.000 	1406.000 	1406.000 	1406.000 	1406.000 	1406.000 	1406.000 	1406.000 	1406.000 	1406.000 	1413.000 	1423.000 	1423.000 	1423.000 	1423.000 	1423.000 	1423.000 
A,RA130,CAP_NET_ELC,MW,PT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,RA130,CAP_NET_ELC,MW,RO	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	92.000 	92.000 	92.000 	92.000 	92.000 	92.000 	92.000 	92.000 	91.500 	91.500 	91.500 	91.500 	91.500 	91.500 
A,RA130,CAP_NET_ELC,MW,RS	0.000 	0.000 	0.000 	0.000 	0.000 	614.000 	614.000 	614.000 	614.000 	614.000 	614.000 	614.000 	614.000 	614.000 	614.000 	614.000 	614.000 	614.000 	614.000 	614.000 	614.000 	614.000 	614.000 	614.000 	614.000 	614.000 	614.000 	614.000 	614.000 	614.000 	614.000 	614.000 	614.000 
A,RA130,CAP_NET_ELC,MW,SE	427.000 	427.000 	427.000 	427.000 	427.000 	427.000 	427.000 	91.000 	91.000 	19.000 	19.000 	45.000 	45.000 	45.000 	43.000 	43.000 	36.000 	45.000 	85.000 	108.000 	108.000 	99.000 	99.000 	99.000 	99.000 	99.000 	99.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,RA130,CAP_NET_ELC,MW,SI	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	180.000 	180.000 	180.000 	180.000 	180.000 	180.000 	180.000 	180.000 	180.000 	180.000 	180.000 	180.000 	180.000 
A,RA130,CAP_NET_ELC,MW,SK	0.000 	0.000 	0.000 	0.000 	0.000 	735.000 	735.000 	735.000 	735.000 	735.000 	735.000 	916.000 	919.000 	919.000 	916.000 	916.000 	916.000 	916.000 	916.000 	916.000 	916.000 	916.000 	916.000 	916.000 	916.000 	916.000 	916.000 	916.000 	916.000 	916.000 	916.000 	916.000 	916.000 
A,RA130,CAP_NET_ELC,MW,TR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,RA130,CAP_NET_ELC,MW,UA	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	862.000 	862.000 	862.000 	1186.000 	1186.000 	1509.000 	1509.000 	1509.000 	1509.000 	1515.000 	: 	: 
A,RA130,CAP_NET_ELC,MW,UK	2487.000 	2487.000 	2487.000 	2487.000 	2488.000 	2488.000 	2488.000 	2488.000 	2488.000 	2488.000 	2488.000 	2488.000 	2488.000 	2488.000 	2488.000 	2488.000 	2426.000 	2444.000 	2444.000 	2444.000 	2444.000 	2444.000 	2444.000 	2444.000 	2444.000 	2600.000 	2600.000 	2600.000 	2600.000 	2600.000 	: 	: 	: 
A,RA130,CAP_NET_ELC,MW,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,RA200,CAP_NET_ELC,MW,AL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,RA200,CAP_NET_ELC,MW,AT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	2.000 	2.000 	2.000 	0.915 	0.915 	0.915 	0.915 	0.915 	0.915 	0.915 	0.915 	0.915 	0.915 	0.915 	0.924 	0.915 	0.915 	0.915 	0.915 	0.250 	0.250 
A,RA200,CAP_NET_ELC,MW,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,RA200,CAP_NET_ELC,MW,BE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,RA200,CAP_NET_ELC,MW,BG	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,RA200,CAP_NET_ELC,MW,CY	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
