freq,nace_r2,indic_pefa,unit,geo\TIME_PERIOD	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,P,WST_USE,TJ,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,P,WST_USE,TJ,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	818.6 	588.6 	699.4 	861.1 	629.6 	562.3 	680.5 	1142.6 	: 
A,P,WST_USE,TJ,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,P,WST_USE,TJ,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,P,WST_USE,TJ,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,P,WST_USE,TJ,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,P,WST_USE,TJ,IT	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,P,WST_USE,TJ,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,P,WST_USE,TJ,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,P,WST_USE,TJ,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,P,WST_USE,TJ,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 
A,P,WST_USE,TJ,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 	0 	0 	0 	0 	0 	: 
A,P,WST_USE,TJ,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,P,WST_USE,TJ,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,P,WST_USE,TJ,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7 	5.9 	0 	0 	0 	0 	0 	0 	: 
A,P,WST_USE,TJ,PT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,P,WST_USE,TJ,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,P,WST_USE,TJ,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	: 
A,P,WST_USE,TJ,SE	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,P,WST_USE,TJ,SI	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,P,WST_USE,TJ,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	16.6 	4.5 	38.6 	3.8 	41.7 	42.8 	61.8 	: 
A,P,WST_USE,TJ,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	: 
A,Q,EPRD_DOM,TJ,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 
A,Q,EPRD_DOM,TJ,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,Q,EPRD_DOM,TJ,BE	: 	: 	: 	: 	: 	: 	: 	: 	40.1 	37.2 	78.4 	87.8 	79.7 	107.9 	96.3 	128.9 	158.5 	159 	199.6 	317.8 	384.5 	298.4 	: 
A,Q,EPRD_DOM,TJ,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.2 	0 	0 	0 	0 	8.7 	0.8 	2 	: 
A,Q,EPRD_DOM,TJ,CH	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,Q,EPRD_DOM,TJ,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,Q,EPRD_DOM,TJ,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	26.3 	28.2 	725 	945.1 	889.1 	801.6 	819.9 	951.9 	: 
A,Q,EPRD_DOM,TJ,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	792.7 	858.7 	331.2 	346 	354.1 	381.9 	404.8 	404 	553.3 	604.2 	672.7 	739.6 	: 
A,Q,EPRD_DOM,TJ,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,Q,EPRD_DOM,TJ,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20.3 	58.7 	67.4 	73.4 	89.1 	109.6 	114.1 	131 	: 
A,Q,EPRD_DOM,TJ,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,Q,EPRD_DOM,TJ,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,Q,EPRD_DOM,TJ,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6651.1 s	5688 s	6562.7 	15520.7 b	16590.6 	18529.6 	19809.4 	20547.5 	: 
A,Q,EPRD_DOM,TJ,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	17.7 	0 	0 	0 	0 	173.8 	201.4 	234.4 	258.9 	308.7 	: 
A,Q,EPRD_DOM,TJ,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1210.2 	1304.4 	1437.9 	1428.7 	1401.8 	1488.2 	1434.9 	1643.7 	: 
A,Q,EPRD_DOM,TJ,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,Q,EPRD_DOM,TJ,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,Q,EPRD_DOM,TJ,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,Q,EPRD_DOM,TJ,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,Q,EPRD_DOM,TJ,IT	: 	: 	: 	: 	: 	: 	: 	: 	553.8 	587.5 	802.6 	1029.9 	999.9 	1638.7 	1565.1 	1610 	1616.1 	10033.8 b	10917.8 	12459.7 	13305.6 	13374.5 	: 
A,Q,EPRD_DOM,TJ,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,Q,EPRD_DOM,TJ,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,Q,EPRD_DOM,TJ,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15.7 	14.8 	10.2 	5.6 	5.5 	12.8 	7.2 	6 	6.1 	4 	5 	6.3 	: 
A,Q,EPRD_DOM,TJ,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 
A,Q,EPRD_DOM,TJ,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 	0 	0 	0 	0 	0 	: 
A,Q,EPRD_DOM,TJ,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2204.1 	2163.2 	2034.3 	2179.3 	2207.5 	2359 	2660.9 	2917.6 	: 
A,Q,EPRD_DOM,TJ,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2229.8 	1920.9 	2102.4 	1674.6 	1459.1 	1568.4 	1489.3 	1582.9 	1508.3 	1359 	1531 	1680.2 	1797.2 
A,Q,EPRD_DOM,TJ,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	111.6 	117.6 	125 	142.5 	152.1 	173.5 	: 
A,Q,EPRD_DOM,TJ,PT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1166 	0 	0 	0 	0 	0 	0 	0 	: 
A,Q,EPRD_DOM,TJ,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,Q,EPRD_DOM,TJ,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	: 
A,Q,EPRD_DOM,TJ,SE	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,Q,EPRD_DOM,TJ,SI	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,Q,EPRD_DOM,TJ,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,Q,EPRD_DOM,TJ,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	518.5 	488.8 	1147.2 	1807.8 	2609.9 	: 
A,Q,EPRD_HHCNS,TJ,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,Q,EPRD_ICNS,TJ,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1409.4 	: 	: 
A,Q,EPRD_ICNS,TJ,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16042 	14987 	14864.7 	13373.6 	11356 	12911.2 	14968.5 	14260.4 	15122.9 	: 
A,Q,EPRD_ICNS,TJ,BE	: 	: 	: 	: 	: 	: 	: 	: 	19495.7 	18069.4 	20221.6 	18379 	19722.8 	19772.1 	17636.2 	18872.1 	19661.5 	19011.5 	19820 	20451.4 	19362.8 	20835.4 	: 
A,Q,EPRD_ICNS,TJ,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3399.5 	3324.6 	3702.6 	3589.4 	3235.4 	2970.6 	2826.8 	3299 	: 
A,Q,EPRD_ICNS,TJ,CH	: 	: 	: 	: 	: 	: 	: 	: 	25053.9 	25955.5 	26967 	24507.8 	25299.4 	26403.3 	23745.8 	24991.3 	25885.3 	25668.1 	24692.5 	25548.9 	25550.2 	26637.9 	: 
A,Q,EPRD_ICNS,TJ,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	430 	449.9 	453.4 	475.9 	491.9 	529.5 	511 	550.3 	: 
A,Q,EPRD_ICNS,TJ,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13136.9 	14377.9 	15582.1 	17075.7 	15736.1 	15559.1 	14808.9 	15524.2 	: 
A,Q,EPRD_ICNS,TJ,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	197547.3 	177901.1 	172913.6 	187252.6 	176085 	185488.3 	183541.8 	185103.2 	166780 	172012.6 	176438 	185981.3 	: 
A,Q,EPRD_ICNS,TJ,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14914.1 	12824.6 	12776.9 	12767.8 	11881 	12761.2 	13130 	13417.1 	13399.8 	13107.3 	12783.4 	13705.3 	: 
A,Q,EPRD_ICNS,TJ,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1121.6 	1114.7 	1331 	1586.8 	1502.7 	1456.3 	1391.9 	1552.5 	: 
A,Q,EPRD_ICNS,TJ,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4377.3 	4335.9 	5081.2 	3762.1 	3880.8 	4295.8 	4231.6 	3143.9 	: 
A,Q,EPRD_ICNS,TJ,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	38949.4 	41101.7 	42290.2 	42960.8 	43152.3 	43340.9 	38664.3 	41288.1 	: 
A,Q,EPRD_ICNS,TJ,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	703909.6 s	710863.8 s	745452.9 	779800.9 	751235.8 	751305.9 	754035.1 	753872.6 	: 
A,Q,EPRD_ICNS,TJ,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11020 	11402.5 	11605.4 	12313.6 	10674.4 	11016.3 	13701.9 	15134.3 	15391.3 	15055.8 	14349.2 	: 
A,Q,EPRD_ICNS,TJ,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	144825.4 	149074.9 	150216.4 	153630 	153821.9 	155064.3 	147546.4 	153253 	: 
A,Q,EPRD_ICNS,TJ,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3028.8 	3277.7 	3381.3 	2343 	2391.9 	2433.2 	2287.1 	2646.1 	: 
A,Q,EPRD_ICNS,TJ,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9669.1 	10127.6 	9328.9 	9151.1 	9060.3 	9065.1 	8897.3 	9749.3 	: 
A,Q,EPRD_ICNS,TJ,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4104 	4408.8 	4681.2 	5491.9 	5931.2 	5058.3 	5377.8 	6052.5 	: 
A,Q,EPRD_ICNS,TJ,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1210 	1276.2 	1327.1 	1246.2 	1397.2 	1633.9 	1394.5 	1529.2 	: 
A,Q,EPRD_ICNS,TJ,IT	: 	: 	: 	: 	: 	: 	: 	: 	127341 	127676.7 	134699.9 	137789.6 	140830.4 	135918.6 	129548.9 	121447.6 	140359.9 	148739.4 b	147219.7 	159116.1 	178377.9 	144974.1 	: 
A,Q,EPRD_ICNS,TJ,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5363.4 	5252.6 	3013 	3456 	3549 	3397 	2170 	2882 	: 
A,Q,EPRD_ICNS,TJ,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1326.3 	1374.5 	1480.6 	1519.8 	1528.1 	1812.3 	1422.6 	1572.8 	: 
A,Q,EPRD_ICNS,TJ,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2381.7 	2019.2 	1815 	1664.6 	1872.1 	1721.6 	1728.3 	1764.2 	1607.9 	1798 	1780.8 	1732.6 	: 
A,Q,EPRD_ICNS,TJ,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	639.1 	761.3 	750.1 	827.8 	: 
A,Q,EPRD_ICNS,TJ,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	385.2 s	412.1 s	737.3 	782.8 	770.6 	782.2 	681.8 	712.2 	: 
A,Q,EPRD_ICNS,TJ,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	47005.8 	45816.5 	44039.3 	43656.1 	43943.1 	41479.5 	38443.4 	39638 	: 
A,Q,EPRD_ICNS,TJ,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10717.4 	9723 	10186.3 	10128 	9380.5 	9490.3 	9686.9 	9703.4 	9712.2 	9563.5 	8942.1 	10137 	9151.2 
A,Q,EPRD_ICNS,TJ,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	28453.4 	28654.8 	43483.3 	62798.9 	51680.5 	35385.1 	34321 	43325.5 	: 
A,Q,EPRD_ICNS,TJ,PT	5378.4 	7869 	8037.5 	7581 	7464.4 	7384.3 	12962.7 	15665.4 	13674.8 	14962.3 	11754.5 	11719.4 	10160.2 	11014.5 	12659 	11428.1 	11906.5 	11557.5 	11574.9 	11321.1 	12239.8 	10390.3 	: 
A,Q,EPRD_ICNS,TJ,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6410.7 	6287.6 	6424.6 	7091.7 	6961.3 	6487.8 	6745.5 	7042.8 	: 
A,Q,EPRD_ICNS,TJ,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4433.3 	4750.7 	4573 	4534.4 	6314.4 	7600.6 	: 
A,Q,EPRD_ICNS,TJ,SE	: 	: 	: 	: 	: 	: 	: 	: 	26468.8 	27058.3 	27680.2 	25757.2 	24311.7 	23822.6 	8529.4 	8297.2 	9048.7 	9015.7 	8922.5 	8351.4 	8219.1 	8409.7 	: 
A,Q,EPRD_ICNS,TJ,SI	: 	: 	: 	: 	: 	: 	: 	: 	1156.6 	1315.2 	1441.7 	1638.7 	1327.7 	1447.8 	1330.7 	1503.3 	1729.6 	1621.9 	1462.4 	1453.6 	1284.1 	1353 	: 
A,Q,EPRD_ICNS,TJ,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5079.8 	4413.6 	4730.2 	5140.6 	4766 	4217.6 	3905.5 	4786.5 	: 
A,Q,EPRD_ICNS,TJ,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	30397.1 	31352.9 	31951 	32170.8 	35634.5 	: 
A,Q,NEI_EXT,TJ,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 
A,Q,NEI_EXT,TJ,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	41.9 	47.3 	42.6 	45.1 	53 	57.3 	64.1 	51.2 	46.3 	: 
A,Q,NEI_EXT,TJ,BE	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,Q,NEI_EXT,TJ,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,Q,NEI_EXT,TJ,CH	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,Q,NEI_EXT,TJ,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,Q,NEI_EXT,TJ,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	88 	111.2 	132 	79.9 	92.3 	: 
A,Q,NEI_EXT,TJ,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	792.7 	858.7 	331.2 	346 	354.1 	381.9 	404.8 	404 	553.3 	604.2 	672.7 	739.6 	: 
A,Q,NEI_EXT,TJ,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8.1 	8.6 	8.8 	9.1 	9.3 	9.6 	9.7 	9.8 	10 	10.1 	10.1 	10.1 	: 
A,Q,NEI_EXT,TJ,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20.3 	58.7 	67.4 	73.4 	89.1 	109.7 	114.1 	131 	: 
A,Q,NEI_EXT,TJ,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,Q,NEI_EXT,TJ,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,Q,NEI_EXT,TJ,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4117.4 s	3405.8 s	3722.9 	12340.9 b	12843 	12895.8 	14028.9 	14691.4 	: 
A,Q,NEI_EXT,TJ,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	173.8 	201.4 	234.4 	258.9 	308.7 	: 
A,Q,NEI_EXT,TJ,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1210.2 	1304.4 	1437.9 	1428.7 	1401.8 	1488.2 	1434.9 	1643.7 	: 
A,Q,NEI_EXT,TJ,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	101.7 	146.5 	175.6 	156.8 	204.8 	136.7 	132.4 	115.9 	: 
A,Q,NEI_EXT,TJ,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,Q,NEI_EXT,TJ,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,Q,NEI_EXT,TJ,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,Q,NEI_EXT,TJ,IT	: 	: 	: 	: 	: 	: 	: 	: 	130.6 	148.8 	208.7 	260.8 	261.8 	357.7 	340.7 	351 	348.4 	8567.4 b	8569.8 	8182.4 	8876.2 	8712.9 	: 
A,Q,NEI_EXT,TJ,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,Q,NEI_EXT,TJ,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,Q,NEI_EXT,TJ,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0.8 	0.4 	0 	0 	6.7 	0 	0.5 	0 	0 	0 	0 	: 
A,Q,NEI_EXT,TJ,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 
A,Q,NEI_EXT,TJ,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 	0 	0 	0 	0 	0 	: 
A,Q,NEI_EXT,TJ,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	867.7 	1104.4 	1122.5 	1267.8 	1519.4 	1791.4 	2246.5 	2717.2 	: 
A,Q,NEI_EXT,TJ,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2229.8 	1920.9 	2102.4 	1674.6 	1459.1 	1568.4 	1489.3 	1582.9 	1508.3 	1359 	1531 	1680.2 	1797.2 
A,Q,NEI_EXT,TJ,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	111.6 	117.6 	125 	142.5 	152.1 	173.5 	: 
A,Q,NEI_EXT,TJ,PT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1166 	0 	0 	0 	0 	0 	0 	0 	: 
A,Q,NEI_EXT,TJ,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,Q,NEI_EXT,TJ,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	: 
A,Q,NEI_EXT,TJ,SE	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,Q,NEI_EXT,TJ,SI	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,Q,NEI_EXT,TJ,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,Q,NEI_EXT,TJ,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	321.8 	287.9 	905 	963.7 	1142.8 	: 
A,Q,NETDOM_EUSE,TJ,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1409.4 	: 	: 
A,Q,NETDOM_EUSE,TJ,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16083.9 	15034.3 	14907.4 	13418.7 	11409 	12968.5 	15032.6 	14311.6 	15169.2 	: 
A,Q,NETDOM_EUSE,TJ,BE	: 	: 	: 	: 	: 	: 	: 	: 	19455.6 	18032.6 	20143.1 	18291.3 	19643.1 	19664.2 	17540 	18743.2 	19503 	18852.5 	19620.5 	20133.5 	18978.7 	20537 	: 
A,Q,NETDOM_EUSE,TJ,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3396.3 	3324.6 	3702.6 	3589.4 	3235.4 	2962.4 	2826 	3297 	: 
A,Q,NETDOM_EUSE,TJ,CH	: 	: 	: 	: 	: 	: 	: 	: 	25053.9 	25955.5 	26967 	24507.8 	25299.4 	26403.3 	23745.8 	24991.3 	25885.3 	25668.1 	24692.5 	25548.9 	25550.2 	26637.9 	: 
A,Q,NETDOM_EUSE,TJ,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	430 	449.9 	453.4 	475.9 	491.9 	529.5 	511 	550.3 	: 
A,Q,NETDOM_EUSE,TJ,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13130.6 	14372.9 	14920.4 	16293.8 	15030.2 	14958.9 	14135.2 	14735.9 	: 
A,Q,NETDOM_EUSE,TJ,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	197547.3 	177901.1 	172913.6 	187252.6 	176085 	185488.3 	183541.8 	185103.2 	166780 	172012.6 	176438 	185981.3 	: 
