freq,unit,landcover,geo\TIME_PERIOD	2009 	2012 	2015 	2018 
A,CVA,LCB2,MT00	: 	: 	: 	70.7 
A,CVA,LCB2,NL	6.6 	6.5 	6.6 	4.6 
A,CVA,LCB2,NL1	12.5 	11 	11 	7.8 
A,CVA,LCB2,NL11	: 	: 	: 	10.7 
A,CVA,LCB2,NL12	: 	: 	: 	23.7 
A,CVA,LCB2,NL13	: 	: 	: 	12.7 
A,CVA,LCB2,NL2	14.5 	14.1 	14.3 	12.1 
A,CVA,LCB2,NL21	: 	: 	: 	33.6 
A,CVA,LCB2,NL22	: 	: 	: 	34.4 
A,CVA,LCB2,NL23	: 	: 	: 	12.7 
A,CVA,LCB2,NL3	12.3 	12.5 	13.3 	9.2 
A,CVA,LCB2,NL32	: 	: 	: 	33.7 
A,CVA,LCB2,NL33	: 	: 	: 	17.8 
A,CVA,LCB2,NL34	: 	: 	: 	10.8 
A,CVA,LCB2,NL4	13.6 	15.3 	15.5 	11.1 
A,CVA,LCB2,NL41	: 	: 	: 	13.7 
A,CVA,LCB2,NL42	: 	: 	: 	18.6 
A,CVA,LCB2,PL	4.8 	4.6 	4.8 	6.1 
A,CVA,LCB2,PL1	9.7 	10.9 	11.2 	: 
A,CVA,LCB2,PL2	16.2 	15.5 	16.1 	16.8 
A,CVA,LCB2,PL21	: 	: 	: 	21.5 
A,CVA,LCB2,PL22	: 	: 	: 	26.2 
A,CVA,LCB2,PL3	9.8 	9 	9.6 	: 
A,CVA,LCB2,PL4	10.6 	11.9 	10.5 	13 
A,CVA,LCB2,PL41	: 	: 	: 	18.5 
A,CVA,LCB2,PL42	: 	: 	: 	18.7 
A,CVA,LCB2,PL43	: 	: 	: 	54.9 
A,CVA,LCB2,PL5	16.3 	12.8 	15.7 	14.9 
A,CVA,LCB2,PL51	: 	: 	: 	20.5 
A,CVA,LCB2,PL52	: 	: 	: 	20.2 
A,CVA,LCB2,PL6	12.7 	9.9 	11.6 	13.5 
A,CVA,LCB2,PL61	: 	: 	: 	15.7 
A,CVA,LCB2,PL62	: 	: 	: 	33.8 
A,CVA,LCB2,PL63	: 	: 	: 	36.8 
A,CVA,LCB2,PL7	: 	: 	: 	20.5 
A,CVA,LCB2,PL71	: 	: 	: 	18 
A,CVA,LCB2,PL72	: 	: 	: 	49.6 
A,CVA,LCB2,PL8	: 	: 	: 	11.7 
A,CVA,LCB2,PL81	: 	: 	: 	16.6 
A,CVA,LCB2,PL82	: 	: 	: 	18.6 
A,CVA,LCB2,PL84	: 	: 	: 	31.8 
A,CVA,LCB2,PL9	: 	: 	: 	20.2 
A,CVA,LCB2,PL91	: 	: 	: 	39.3 
A,CVA,LCB2,PL92	: 	: 	: 	23.6 
A,CVA,LCB2,PT	16.6 	14.4 	17.5 	32.6 
A,CVA,LCB2,PT1	16.6 	14.4 	17.5 	32.6 
A,CVA,LCB2,PT11	: 	: 	: 	60.5 
A,CVA,LCB2,PT16	: 	: 	: 	29.7 
A,CVA,LCB2,PT17	: 	: 	: 	46.1 
A,CVA,LCB2,PT18	: 	: 	: 	57.9 
A,CVA,LCB2,RO	: 	9.9 	11.4 	18.3 
A,CVA,LCB2,RO1	: 	13.9 	16.2 	22.3 
A,CVA,LCB2,RO11	: 	: 	: 	70.9 
A,CVA,LCB2,RO12	: 	: 	: 	14.4 
A,CVA,LCB2,RO2	: 	16.4 	21.8 	34 
A,CVA,LCB2,RO21	: 	: 	: 	36 
A,CVA,LCB2,RO22	: 	: 	: 	99.9 
A,CVA,LCB2,RO3	: 	47.1 	36.6 	70.6 
A,CVA,LCB2,RO31	: 	: 	: 	70.6 
A,CVA,LCB2,RO4	: 	35.9 	30.3 	49.5 
A,CVA,LCB2,RO42	: 	: 	: 	49.5 
A,CVA,LCB2,SE	15.3 	13.8 	13.7 	15.3 
A,CVA,LCB2,SE1	69.3 	55.7 	97.7 	63.4 
A,CVA,LCB2,SE11	: 	: 	: 	70.9 
A,CVA,LCB2,SE12	: 	: 	: 	68.6 
A,CVA,LCB2,SE2	16.2 	14.6 	13.9 	12.2 
A,CVA,LCB2,SE21	: 	: 	: 	35.8 
A,CVA,LCB2,SE22	: 	: 	: 	13.2 
A,CVA,LCB2,SE23	: 	: 	: 	47.2 
A,CVA,LCB2,SE3	57.3 	57.5 	103.2 	50.4 
A,CVA,LCB2,SE31	: 	: 	: 	58.1 
A,CVA,LCB2,SE33	: 	: 	: 	100.1 
A,CVA,LCB2,SI	57.2 	49.1 	57.9 	100.1 
A,CVA,LCB2,SI0	57.2 	49.1 	57.9 	100.1 
A,CVA,LCB2,SI03	: 	: 	: 	100.1 
A,CVA,LCB2,SK	20 	20.2 	20.3 	31.5 
A,CVA,LCB2,SK0	20 	20.2 	20.3 	31.5 
A,CVA,LCB2,SK01	: 	: 	: 	49 
A,CVA,LCB2,SK02	: 	: 	: 	44.3 
A,CVA,LCB2,SK03	: 	: 	: 	60.8 
A,CVA,LCB2,SK04	: 	: 	: 	100.3 
A,CVA,LCB2,UK	7.3 	7.7 	7.7 	7.4 
A,CVA,LCB2,UKC	95.7 	96.9 	: 	: 
A,CVA,LCB2,UKD	43.2 	39.2 	40.3 	34.2 
A,CVA,LCB2,UKD1	: 	: 	: 	99.9 
A,CVA,LCB2,UKD4	: 	: 	: 	50 
A,CVA,LCB2,UKD6	: 	: 	: 	58.2 
A,CVA,LCB2,UKD7	: 	: 	: 	101.4 
A,CVA,LCB2,UKE	22.6 	38.2 	22.6 	25.4 
A,CVA,LCB2,UKE1	: 	: 	: 	35.8 
A,CVA,LCB2,UKE2	: 	: 	: 	41.3 
A,CVA,LCB2,UKE3	: 	: 	: 	99.9 
A,CVA,LCB2,UKE4	: 	: 	: 	100.6 
A,CVA,LCB2,UKF	17.7 	22.9 	21.1 	18.8 
A,CVA,LCB2,UKF1	: 	: 	: 	44.6 
A,CVA,LCB2,UKF2	: 	: 	: 	100 
A,CVA,LCB2,UKF3	: 	: 	: 	21.1 
A,CVA,LCB2,UKG	21.7 	22.4 	28.6 	21.7 
A,CVA,LCB2,UKG1	: 	: 	: 	36.6 
A,CVA,LCB2,UKG2	: 	: 	: 	27.6 
A,CVA,LCB2,UKG3	: 	: 	: 	107.4 
A,CVA,LCB2,UKH	11.4 	10.7 	13.4 	12.1 
A,CVA,LCB2,UKH1	: 	: 	: 	12.7 
A,CVA,LCB2,UKH2	: 	: 	: 	52.3 
A,CVA,LCB2,UKH3	: 	: 	: 	52.8 
A,CVA,LCB2,UKJ	56.7 	: 	99.2 	72.9 
A,CVA,LCB2,UKJ3	: 	: 	: 	99.7 
A,CVA,LCB2,UKJ4	: 	: 	: 	100 
A,CVA,LCB2,UKK	32.4 	39 	32.9 	41.5 
A,CVA,LCB2,UKK2	: 	: 	: 	61.9 
A,CVA,LCB2,UKK3	: 	: 	: 	100.5 
A,CVA,LCB2,UKK4	: 	: 	: 	62.2 
A,CVA,LCB2,UKL	71.9 	92.6 	36.7 	35.3 
A,CVA,LCB2,UKL1	: 	: 	: 	46.9 
A,CVA,LCB2,UKL2	: 	: 	: 	52 
A,CVA,LCB2,UKM	24.1 	21.7 	17.8 	17.9 
A,CVA,LCB2,UKM5	: 	: 	: 	37.6 
A,CVA,LCB2,UKM6	: 	: 	: 	100.4 
A,CVA,LCB2,UKM7	: 	: 	: 	21.9 
A,CVA,LCB2,UKM9	: 	: 	: 	62.5 
A,CVA,LCB2,UKN	58.2 	56.9 	58.5 	99.9 
A,CVA,LCB2,UKN0	: 	: 	: 	99.9 
A,CVA,LCB21,AT	27.8 	16.4 	20.8 	18.7 
A,CVA,LCB21,AT1	29.8 	18 	21.8 	20.4 
A,CVA,LCB21,AT11	: 	: 	: 	100 
A,CVA,LCB21,AT12	: 	: 	: 	20.8 
A,CVA,LCB21,AT2	: 	105.4 	100.1 	71.3 
A,CVA,LCB21,AT21	: 	: 	: 	71.3 
A,CVA,LCB21,AT3	: 	92.4 	95.3 	53.8 
A,CVA,LCB21,AT31	: 	: 	: 	100.4 
A,CVA,LCB21,AT32	: 	: 	: 	101 
A,CVA,LCB21,AT33	: 	: 	: 	78.4 
A,CVA,LCB21,BE	15.7 	11.7 	11.8 	9.8 
A,CVA,LCB21,BE2	20.3 	15.9 	16.6 	13.8 
A,CVA,LCB21,BE21	: 	: 	: 	35.5 
A,CVA,LCB21,BE22	: 	: 	: 	45.1 
A,CVA,LCB21,BE23	: 	: 	: 	37.9 
A,CVA,LCB21,BE24	: 	: 	: 	37.7 
A,CVA,LCB21,BE25	: 	: 	: 	19.9 
A,CVA,LCB21,BE3	24.7 	17.4 	16.9 	14 
A,CVA,LCB21,BE31	: 	: 	: 	34.8 
A,CVA,LCB21,BE32	: 	: 	: 	19.5 
A,CVA,LCB21,BE33	: 	: 	: 	35.8 
A,CVA,LCB21,BE35	: 	: 	: 	33.8 
A,CVA,LCB21,BG	: 	23.2 	34.7 	59.6 
A,CVA,LCB21,BG3	: 	97.5 	56.5 	100.1 
A,CVA,LCB21,BG34	: 	: 	: 	100.1 
A,CVA,LCB21,BG4	: 	23.8 	44.4 	62.7 
A,CVA,LCB21,BG41	: 	: 	: 	62.7 
A,CVA,LCB21,CY	: 	47.5 	28.3 	27.6 
A,CVA,LCB21,CY0	: 	47.5 	28.3 	27.6 
A,CVA,LCB21,CY00	: 	: 	: 	27.6 
A,CVA,LCB21,CZ	22.5 	18.8 	18.7 	26 
A,CVA,LCB21,CZ0	22.5 	18.8 	18.7 	26 
A,CVA,LCB21,CZ02	: 	: 	: 	99.9 
A,CVA,LCB21,CZ03	: 	: 	: 	57.9 
A,CVA,LCB21,CZ04	: 	: 	: 	100.1 
A,CVA,LCB21,CZ05	: 	: 	: 	100.1 
A,CVA,LCB21,CZ06	: 	: 	: 	32.6 
A,CVA,LCB21,DE	7.4 	7.2 	7 	7.5 
A,CVA,LCB21,DE1	48.1 	55.1 	: 	72.9 
A,CVA,LCB21,DE12	: 	: 	: 	99.8 
A,CVA,LCB21,DE13	: 	: 	: 	99.4 
A,CVA,LCB21,DE2	19.1 	19.2 	18.1 	21.3 
A,CVA,LCB21,DE21	: 	: 	: 	29.3 
A,CVA,LCB21,DE22	: 	: 	: 	59.8 
A,CVA,LCB21,DE23	: 	: 	: 	39.3 
A,CVA,LCB21,DE26	: 	: 	: 	100.2 
A,CVA,LCB21,DE27	: 	: 	: 	99.9 
A,CVA,LCB21,DE4	55.8 	34.8 	29.4 	29.3 
A,CVA,LCB21,DE40	: 	: 	: 	29.3 
A,CVA,LCB21,DE7	97.7 	56.2 	36.5 	58.4 
A,CVA,LCB21,DE71	: 	: 	: 	71.8 
A,CVA,LCB21,DE72	: 	: 	: 	99.8 
A,CVA,LCB21,DE8	25.3 	27.1 	32.9 	29.4 
A,CVA,LCB21,DE80	: 	: 	: 	29.4 
A,CVA,LCB21,DE9	11 	11 	10.3 	9.3 
A,CVA,LCB21,DE91	: 	: 	: 	28.3 
A,CVA,LCB21,DE92	: 	: 	: 	24.7 
A,CVA,LCB21,DE93	: 	: 	: 	16.4 
A,CVA,LCB21,DE94	: 	: 	: 	14.1 
A,CVA,LCB21,DEA	20.6 	19.6 	19.5 	18.6 
A,CVA,LCB21,DEA1	: 	: 	: 	27.5 
A,CVA,LCB21,DEA2	: 	: 	: 	44 
A,CVA,LCB21,DEA3	: 	: 	: 	45.8 
A,CVA,LCB21,DEA4	: 	: 	: 	36.4 
A,CVA,LCB21,DEA5	: 	: 	: 	100.3 
A,CVA,LCB21,DEB	35.7 	47.8 	55 	67.6 
A,CVA,LCB21,DEB1	: 	: 	: 	99.7 
A,CVA,LCB21,DEB3	: 	: 	: 	79.8 
A,CVA,LCB21,DED	43.7 	48.3 	40.7 	59.1 
A,CVA,LCB21,DED2	: 	: 	: 	99.8 
A,CVA,LCB21,DED5	: 	: 	: 	70.6 
A,CVA,LCB21,DEE	31.7 	29.7 	33.4 	22.9 
A,CVA,LCB21,DEE0	: 	: 	: 	22.9 
A,CVA,LCB21,DEF	70.8 	39.9 	36.7 	38.8 
A,CVA,LCB21,DEF0	: 	: 	: 	38.8 
A,CVA,LCB21,DEG	70.3 	56.8 	99.2 	100 
A,CVA,LCB21,DEG0	: 	: 	: 	100 
A,CVA,LCB21,DK	25.2 	19.8 	17.8 	18 
A,CVA,LCB21,DK0	25.2 	19.8 	17.8 	18 
A,CVA,LCB21,DK02	: 	: 	: 	99.9 
A,CVA,LCB21,DK03	: 	: 	: 	29.5 
A,CVA,LCB21,DK04	: 	: 	: 	25.5 
A,CVA,LCB21,DK05	: 	: 	: 	47.2 
A,CVA,LCB21,EE	40.4 	39.2 	49.7 	50.2 
A,CVA,LCB21,EE0	40.4 	39.2 	49.7 	50.2 
A,CVA,LCB21,EE00	: 	: 	: 	50.2 
A,CVA,LCB21,EL	26 	26.7 	31 	33 
A,CVA,LCB21,EL4	: 	60.7 	: 	102.3 
A,CVA,LCB21,EL43	: 	: 	: 	102.3 
A,CVA,LCB21,EL5	35.9 	49 	41.5 	42.3 
A,CVA,LCB21,EL51	: 	: 	: 	78.3 
A,CVA,LCB21,EL52	: 	: 	: 	70.7 
A,CVA,LCB21,EL53	: 	: 	: 	64.7 
A,CVA,LCB21,EL6	36 	37 	46.3 	53.1 
A,CVA,LCB21,EL63	: 	: 	: 	62.4 
A,CVA,LCB21,EL64	: 	: 	: 	100.3 
A,CVA,LCB21,ES	12.7 	15.2 	13.4 	14.1 
A,CVA,LCB21,ES1	23.1 	33.9 	24.5 	24.7 
A,CVA,LCB21,ES11	: 	: 	: 	25.3 
A,CVA,LCB21,ES12	: 	: 	: 	100.3 
A,CVA,LCB21,ES2	52 	76.7 	41.1 	41.9 
A,CVA,LCB21,ES21	: 	: 	: 	72.4 
A,CVA,LCB21,ES22	: 	: 	: 	100.1 
A,CVA,LCB21,ES23	: 	: 	: 	58.9 
A,CVA,LCB21,ES24	: 	: 	: 	100 
A,CVA,LCB21,ES3	97.4 	: 	: 	: 
A,CVA,LCB21,ES4	20.3 	27.3 	21.4 	18.5 
A,CVA,LCB21,ES41	: 	: 	: 	19.9 
A,CVA,LCB21,ES42	: 	: 	: 	51 
A,CVA,LCB21,ES5	96.3 	40 	52 	100.9 
A,CVA,LCB21,ES52	: 	: 	: 	100.9 
A,CVA,LCB21,ES6	28.5 	28.5 	38.7 	33 
A,CVA,LCB21,ES61	: 	: 	: 	40.8 
A,CVA,LCB21,ES62	: 	: 	: 	35.2 
A,CVA,LCB21,EU27_2007	: 	2.8 	2.8 	3.3 
A,CVA,LCB21,EU27_2020	: 	: 	2.8 	3.3 
A,CVA,LCB21,EU28	: 	: 	2.8 	3.3 
A,CVA,LCB21,EU_V	3 	2.9 	2.9 	3.3 
A,CVA,LCB21,FI	18.5 	20.4 	27.5 	26.1 
A,CVA,LCB21,FI1	18.4 	20.6 	27.5 	27.3 
A,CVA,LCB21,FI19	: 	: 	: 	39.9 
A,CVA,LCB21,FI1B	: 	: 	: 	100 
A,CVA,LCB21,FI1C	: 	: 	: 	58.5 
A,CVA,LCB21,FI1D	: 	: 	: 	49.2 
A,CVA,LCB21,FI2	: 	100 	: 	69.5 
A,CVA,LCB21,FI20	: 	: 	: 	69.5 
A,CVA,LCB21,FR	10.4 	10.2 	8.4 	8.5 
A,CVA,LCB21,FR1	97.6 	96.6 	96.9 	50.2 
A,CVA,LCB21,FR10	: 	: 	: 	50.2 
A,CVA,LCB21,FR2	14.1 	14.9 	11.6 	: 
A,CVA,LCB21,FR3	22.5 	20.4 	14.2 	: 
A,CVA,LCB21,FR4	70 	60.9 	44.7 	: 
A,CVA,LCB21,FR5	26.8 	26.3 	49.4 	: 
A,CVA,LCB21,FR6	69.5 	69.7 	40.1 	: 
A,CVA,LCB21,FR7	86.1 	70.4 	70.8 	: 
A,CVA,LCB21,FR8	93.3 	47.2 	92.4 	: 
A,CVA,LCB21,FRB	: 	: 	: 	31.8 
A,CVA,LCB21,FRB0	: 	: 	: 	31.8 
A,CVA,LCB21,FRC	: 	: 	: 	100.2 
A,CVA,LCB21,FRC2	: 	: 	: 	100.2 
A,CVA,LCB21,FRD	: 	: 	: 	20.9 
A,CVA,LCB21,FRD1	: 	: 	: 	51.2 
A,CVA,LCB21,FRD2	: 	: 	: 	22.8 
A,CVA,LCB21,FRE	: 	: 	: 	9.2 
A,CVA,LCB21,FRE1	: 	: 	: 	12.4 
A,CVA,LCB21,FRE2	: 	: 	: 	13.8 
A,CVA,LCB21,FRF	: 	: 	: 	34.2 
A,CVA,LCB21,FRF1	: 	: 	: 	70.8 
A,CVA,LCB21,FRF2	: 	: 	: 	42 
A,CVA,LCB21,FRF3	: 	: 	: 	70.7 
A,CVA,LCB21,FRG	: 	: 	: 	70.6 
A,CVA,LCB21,FRG0	: 	: 	: 	70.6 
A,CVA,LCB21,FRH	: 	: 	: 	38.5 
A,CVA,LCB21,FRH0	: 	: 	: 	38.5 
A,CVA,LCB21,FRI	: 	: 	: 	45.9 
A,CVA,LCB21,FRI1	: 	: 	: 	55.6 
A,CVA,LCB21,FRI2	: 	: 	: 	100.1 
A,CVA,LCB21,FRI3	: 	: 	: 	100 
A,CVA,LCB21,FRJ	: 	: 	: 	75.6 
A,CVA,LCB21,FRJ1	: 	: 	: 	101.6 
A,CVA,LCB21,FRJ2	: 	: 	: 	100 
A,CVA,LCB21,FRK	: 	: 	: 	78.7 
A,CVA,LCB21,FRK1	: 	: 	: 	100 
A,CVA,LCB21,FRK2	: 	: 	: 	87.7 
A,CVA,LCB21,HR	: 	: 	48.5 	33 
A,CVA,LCB21,HR0	: 	: 	48.5 	33 
A,CVA,LCB21,HR03	: 	: 	: 	61.2 
A,CVA,LCB21,HR04	: 	: 	: 	37.8 
A,CVA,LCB21,HU	27.2 	28.8 	34.5 	43.8 
A,CVA,LCB21,HU1	71 	96.7 	95.2 	52.7 
A,CVA,LCB21,HU12	: 	: 	: 	52.7 
A,CVA,LCB21,HU2	61.8 	45.4 	55.8 	: 
A,CVA,LCB21,HU3	33.7 	40 	49.2 	76.5 
A,CVA,LCB21,HU31	: 	: 	: 	100.1 
A,CVA,LCB21,HU33	: 	: 	: 	100.1 
A,CVA,LCB21,IE	40.5 	48.2 	38.7 	42.1 
A,CVA,LCB21,IE0	40.5 	48.2 	38.7 	42.1 
A,CVA,LCB21,IE05	: 	: 	: 	58.6 
A,CVA,LCB21,IE06	: 	: 	: 	50.3 
A,CVA,LCB21,IT	19.1 	21.1 	19.2 	21.1 
A,CVA,LCB21,ITC	58.5 	64.9 	98.7 	76.5 
A,CVA,LCB21,ITC1	: 	: 	: 	100.1 
A,CVA,LCB21,ITC3	: 	: 	: 	99.4 
A,CVA,LCB21,ITF	38.4 	47.4 	30.9 	30.9 
A,CVA,LCB21,ITF1	: 	: 	: 	61.7 
A,CVA,LCB21,ITF3	: 	: 	: 	45.2 
A,CVA,LCB21,ITF4	: 	: 	: 	76.6 
A,CVA,LCB21,ITF6	: 	: 	: 	81.5 
A,CVA,LCB21,ITG	67.3 	: 	: 	100.2 
A,CVA,LCB21,ITG1	: 	: 	: 	100.2 
A,CVA,LCB21,ITH	26.2 	26.5 	25.8 	36.3 
A,CVA,LCB21,ITH1	: 	: 	: 	101.1 
A,CVA,LCB21,ITH3	: 	: 	: 	52.9 
A,CVA,LCB21,ITH5	: 	: 	: 	54 
A,CVA,LCB21,ITI	96.2 	78.5 	97.2 	50 
A,CVA,LCB21,ITI1	: 	: 	: 	72.3 
A,CVA,LCB21,ITI3	: 	: 	: 	85.8 
A,CVA,LCB21,ITI4	: 	: 	: 	75 
A,CVA,LCB21,LT	20.6 	22 	22.9 	36.5 
A,CVA,LCB21,LT0	20.6 	22 	22.9 	36.5 
A,CVA,LCB21,LT01	: 	: 	: 	99.8 
A,CVA,LCB21,LT02	: 	: 	: 	39.1 
A,CVA,LCB21,LU	94.4 	: 	: 	99.9 
A,CVA,LCB21,LU0	94.4 	: 	: 	99.9 
A,CVA,LCB21,LU00	: 	: 	: 	99.9 
A,CVA,LCB21,LV	20.7 	25.3 	25.4 	33.5 
A,CVA,LCB21,LV0	20.7 	25.3 	25.4 	33.5 
A,CVA,LCB21,LV00	: 	: 	: 	33.5 
A,CVA,LCB21,NL	9 	9 	8.5 	6.5 
A,CVA,LCB21,NL1	16 	14.1 	13.4 	9.9 
A,CVA,LCB21,NL11	: 	: 	: 	13.9 
A,CVA,LCB21,NL12	: 	: 	: 	25.8 
A,CVA,LCB21,NL13	: 	: 	: 	16 
A,CVA,LCB21,NL2	18.6 	22.6 	17.7 	18.2 
A,CVA,LCB21,NL21	: 	: 	: 	38.8 
A,CVA,LCB21,NL22	: 	: 	: 	52.9 
A,CVA,LCB21,NL23	: 	: 	: 	20.1 
A,CVA,LCB21,NL3	15.6 	17.7 	17.5 	13.8 
A,CVA,LCB21,NL32	: 	: 	: 	51.6 
A,CVA,LCB21,NL33	: 	: 	: 	22.8 
A,CVA,LCB21,NL34	: 	: 	: 	16.2 
A,CVA,LCB21,NL4	25.6 	21.3 	21.9 	16.2 
A,CVA,LCB21,NL41	: 	: 	: 	19.2 
A,CVA,LCB21,NL42	: 	: 	: 	30.5 
A,CVA,LCB21,PL	6.5 	6.2 	6.6 	8.8 
A,CVA,LCB21,PL1	12.2 	12.5 	13.5 	: 
A,CVA,LCB21,PL2	21.6 	18 	17.5 	20.8 
A,CVA,LCB21,PL21	: 	: 	: 	26.3 
A,CVA,LCB21,PL22	: 	: 	: 	33.9 
A,CVA,LCB21,PL3	12.6 	11.4 	12.5 	: 
A,CVA,LCB21,PL4	15.9 	17.2 	16.7 	22.2 
A,CVA,LCB21,PL41	: 	: 	: 	36.2 
A,CVA,LCB21,PL42	: 	: 	: 	29 
A,CVA,LCB21,PL43	: 	: 	: 	72.2 
A,CVA,LCB21,PL5	23.1 	20.1 	22.6 	28.4 
A,CVA,LCB21,PL51	: 	: 	: 	35.7 
A,CVA,LCB21,PL52	: 	: 	: 	41.4 
A,CVA,LCB21,PL6	20 	17 	19.8 	24.7 
A,CVA,LCB21,PL61	: 	: 	: 	29.3 
A,CVA,LCB21,PL62	: 	: 	: 	45.2 
A,CVA,LCB21,PL63	: 	: 	: 	62.2 
A,CVA,LCB21,PL7	: 	: 	: 	19 
A,CVA,LCB21,PL71	: 	: 	: 	21.5 
A,CVA,LCB21,PL72	: 	: 	: 	32 
A,CVA,LCB21,PL8	: 	: 	: 	17.7 
A,CVA,LCB21,PL81	: 	: 	: 	31.7 
A,CVA,LCB21,PL82	: 	: 	: 	25.7 
A,CVA,LCB21,PL84	: 	: 	: 	35.6 
A,CVA,LCB21,PL9	: 	: 	: 	30.6 
A,CVA,LCB21,PL91	: 	: 	: 	65 
A,CVA,LCB21,PL92	: 	: 	: 	34.6 
A,CVA,LCB21,PT	17.7 	15.8 	19.5 	34.6 
A,CVA,LCB21,PT1	17.7 	15.8 	19.5 	34.6 
A,CVA,LCB21,PT11	: 	: 	: 	63.5 
A,CVA,LCB21,PT16	: 	: 	: 	31 
A,CVA,LCB21,PT17	: 	: 	: 	46.1 
A,CVA,LCB21,PT18	: 	: 	: 	70.9 
A,CVA,LCB21,RO	: 	11.2 	15 	25.9 
A,CVA,LCB21,RO1	: 	14.7 	21 	33.3 
A,CVA,LCB21,RO11	: 	: 	: 	96.2 
A,CVA,LCB21,RO12	: 	: 	: 	18.9 
A,CVA,LCB21,RO2	: 	19.5 	29.1 	43.6 
A,CVA,LCB21,RO21	: 	: 	: 	48.2 
A,CVA,LCB21,RO22	: 	: 	: 	99.9 
A,CVA,LCB21,RO3	: 	49.5 	43.3 	99.9 
A,CVA,LCB21,RO31	: 	: 	: 	99.9 
A,CVA,LCB21,RO4	: 	66.3 	45.7 	100 
A,CVA,LCB21,RO42	: 	: 	: 	100 
A,CVA,LCB21,SE	25.5 	25.2 	19.1 	28.2 
A,CVA,LCB21,SE1	69.3 	: 	97.7 	74.3 
A,CVA,LCB21,SE12	: 	: 	: 	74.3 
A,CVA,LCB21,SE2	31.1 	26.1 	19.7 	20.8 
A,CVA,LCB21,SE21	: 	: 	: 	45.1 
A,CVA,LCB21,SE22	: 	: 	: 	25.6 
A,CVA,LCB21,SE23	: 	: 	: 	53 
A,CVA,LCB21,SE3	57.3 	95.4 	103.2 	50.4 
A,CVA,LCB21,SE31	: 	: 	: 	58.1 
A,CVA,LCB21,SE33	: 	: 	: 	100.1 
A,CVA,LCB21,SI	57.2 	56.4 	65 	: 
A,CVA,LCB21,SI0	57.2 	56.4 	65 	: 
A,CVA,LCB21,SK	26.2 	26.8 	30.9 	47.5 
A,CVA,LCB21,SK0	26.2 	26.8 	30.9 	47.5 
A,CVA,LCB21,SK01	: 	: 	: 	99.5 
A,CVA,LCB21,SK02	: 	: 	: 	99.9 
A,CVA,LCB21,SK03	: 	: 	: 	60.8 
A,CVA,LCB21,SK04	: 	: 	: 	100.3 
A,CVA,LCB21,UK	11.7 	11.9 	10.9 	12.3 
A,CVA,LCB21,UKC	: 	96.9 	: 	: 
A,CVA,LCB21,UKD	57.2 	42.3 	44.2 	38.8 
A,CVA,LCB21,UKD4	: 	: 	: 	50 
A,CVA,LCB21,UKD6	: 	: 	: 	58.2 
A,CVA,LCB21,UKE	34.2 	98.8 	24 	36 
A,CVA,LCB21,UKE1	: 	: 	: 	45.6 
A,CVA,LCB21,UKE2	: 	: 	: 	58.1 
A,CVA,LCB21,UKF	37.4 	56.9 	30 	30 
A,CVA,LCB21,UKF1	: 	: 	: 	70.7 
A,CVA,LCB21,UKF3	: 	: 	: 	33.2 
A,CVA,LCB21,UKG	31.1 	26.4 	37.3 	26.3 
A,CVA,LCB21,UKG1	: 	: 	: 	42.2 
A,CVA,LCB21,UKG2	: 	: 	: 	35.3 
A,CVA,LCB21,UKG3	: 	: 	: 	107.4 
A,CVA,LCB21,UKH	22.6 	19.5 	25.6 	30.5 
A,CVA,LCB21,UKH1	: 	: 	: 	32.5 
A,CVA,LCB21,UKH3	: 	: 	: 	79.4 
A,CVA,LCB21,UKJ	68.7 	: 	99.2 	72.9 
A,CVA,LCB21,UKJ3	: 	: 	: 	99.7 
A,CVA,LCB21,UKJ4	: 	: 	: 	100 
A,CVA,LCB21,UKK	39.8 	62.5 	99.7 	100.5 
A,CVA,LCB21,UKK3	: 	: 	: 	100.5 
A,CVA,LCB21,UKL	: 	: 	: 	40.8 
A,CVA,LCB21,UKL1	: 	: 	: 	50 
A,CVA,LCB21,UKL2	: 	: 	: 	70.7 
A,CVA,LCB21,UKM	26.8 	25.3 	20.8 	24.8 
A,CVA,LCB21,UKM5	: 	: 	: 	67.8 
A,CVA,LCB21,UKM7	: 	: 	: 	27.5 
A,CVA,LCB21,UKM9	: 	: 	: 	99.9 
A,CVA,LCB21,UKN	71.2 	70.4 	58.5 	99.9 
A,CVA,LCB21,UKN0	: 	: 	: 	99.9 
A,CVA,LCB22,AT	16.5 	14.1 	14.4 	19.3 
A,CVA,LCB22,AT1	19.5 	15.9 	16 	20.3 
A,CVA,LCB22,AT11	: 	: 	: 	50.1 
A,CVA,LCB22,AT12	: 	: 	: 	22.2 
A,CVA,LCB22,AT13	: 	: 	: 	98.7 
A,CVA,LCB22,AT2	67.3 	93.3 	: 	: 
A,CVA,LCB22,AT3	44.6 	46.5 	34.3 	58.2 
A,CVA,LCB22,AT31	: 	: 	: 	58.2 
A,CVA,LCB22,BE	17.8 	12.9 	14.5 	11.8 
A,CVA,LCB22,BE2	34.8 	21.4 	22.5 	18 
A,CVA,LCB22,BE21	: 	: 	: 	99.9 
A,CVA,LCB22,BE22	: 	: 	: 	33.7 
A,CVA,LCB22,BE23	: 	: 	: 	34.1 
A,CVA,LCB22,BE24	: 	: 	: 	38.7 
A,CVA,LCB22,BE25	: 	: 	: 	40.6 
