freq,unit,landcover,geo\TIME_PERIOD	2009 	2012 	2015 	2018 
A,KM2,LCBX,RO2	: 	28 u	1246 	8950 
A,KM2,LCBX,RO21	: 	: 	: 	2402 
A,KM2,LCBX,RO22	: 	: 	: 	6548 
A,KM2,LCBX,RO3	: 	: 	859 	7003 
A,KM2,LCBX,RO31	: 	: 	: 	6894 
A,KM2,LCBX,RO32	: 	: 	: 	109 
A,KM2,LCBX,RO4	: 	: 	1055 	7014 
A,KM2,LCBX,RO41	: 	: 	: 	4079 
A,KM2,LCBX,RO42	: 	: 	: 	2935 
A,KM2,LCBX,SE	: 	40 u	1354 	5198 
A,KM2,LCBX,SE1	: 	: 	563 	1936 
A,KM2,LCBX,SE11	: 	: 	: 	168 
A,KM2,LCBX,SE12	: 	: 	: 	1768 
A,KM2,LCBX,SE2	: 	21 u	181 	2612 
A,KM2,LCBX,SE21	: 	: 	: 	903 
A,KM2,LCBX,SE22	: 	: 	: 	739 
A,KM2,LCBX,SE23	: 	: 	: 	970 
A,KM2,LCBX,SE3	: 	18 u	610 	650 
A,KM2,LCBX,SE31	: 	: 	: 	421 
A,KM2,LCBX,SE32	: 	: 	: 	112 
A,KM2,LCBX,SE33	: 	: 	: 	117 
A,KM2,LCBX,SI	: 	23 u	: 	134 
A,KM2,LCBX,SI0	: 	23 u	: 	134 
A,KM2,LCBX,SI03	: 	: 	: 	123 
A,KM2,LCBX,SI04	: 	: 	: 	11 u
A,KM2,LCBX,SK	: 	: 	112 	1317 
A,KM2,LCBX,SK0	: 	: 	112 	1317 
A,KM2,LCBX,SK01	: 	: 	: 	45 
A,KM2,LCBX,SK02	: 	: 	: 	971 
A,KM2,LCBX,SK03	: 	: 	: 	98 
A,KM2,LCBX,SK04	: 	: 	: 	204 
A,KM2,LCBX,UK	: 	12 u	3885 	10474 
A,KM2,LCBX,UKC	: 	: 	262 	271 
A,KM2,LCBX,UKC1	: 	: 	: 	142 
A,KM2,LCBX,UKC2	: 	: 	: 	129 
A,KM2,LCBX,UKD	: 	: 	281 	204 
A,KM2,LCBX,UKD1	: 	: 	: 	58 
A,KM2,LCBX,UKD4	: 	: 	: 	64 
A,KM2,LCBX,UKD6	: 	: 	: 	70 
A,KM2,LCBX,UKD7	: 	: 	: 	12 u
A,KM2,LCBX,UKE	: 	12 u	1036 	1341 
A,KM2,LCBX,UKE1	: 	: 	: 	609 
A,KM2,LCBX,UKE2	: 	: 	: 	602 
A,KM2,LCBX,UKE3	: 	: 	: 	77 
A,KM2,LCBX,UKE4	: 	: 	: 	53 
A,KM2,LCBX,UKF	: 	: 	546 	1654 
A,KM2,LCBX,UKF1	: 	: 	: 	282 
A,KM2,LCBX,UKF2	: 	: 	: 	428 
A,KM2,LCBX,UKF3	: 	: 	: 	944 
A,KM2,LCBX,UKG	: 	: 	472 	1180 
A,KM2,LCBX,UKG1	: 	: 	: 	336 
A,KM2,LCBX,UKG2	: 	: 	: 	844 u
A,KM2,LCBX,UKH	: 	: 	524 	2001 
A,KM2,LCBX,UKH1	: 	: 	: 	1349 
A,KM2,LCBX,UKH2	: 	: 	: 	312 
A,KM2,LCBX,UKH3	: 	: 	: 	340 
A,KM2,LCBX,UKI	: 	: 	: 	12 u
A,KM2,LCBX,UKI5	: 	: 	: 	12 u
A,KM2,LCBX,UKJ	: 	: 	84 	1225 
A,KM2,LCBX,UKJ1	: 	: 	: 	551 
A,KM2,LCBX,UKJ2	: 	: 	: 	164 
A,KM2,LCBX,UKJ3	: 	: 	: 	387 
A,KM2,LCBX,UKJ4	: 	: 	: 	123 
A,KM2,LCBX,UKK	: 	: 	484 	1533 
A,KM2,LCBX,UKK1	: 	: 	: 	742 
A,KM2,LCBX,UKK2	: 	: 	: 	303 
A,KM2,LCBX,UKK3	: 	: 	: 	247 
A,KM2,LCBX,UKK4	: 	: 	: 	241 
A,KM2,LCBX,UKL	: 	: 	100 	117 
A,KM2,LCBX,UKL1	: 	: 	: 	73 
A,KM2,LCBX,UKL2	: 	: 	: 	44 
A,KM2,LCBX,UKM	: 	: 	62 u	807 
A,KM2,LCBX,UKM5	: 	: 	: 	204 
A,KM2,LCBX,UKM6	: 	: 	: 	127 
A,KM2,LCBX,UKM7	: 	: 	: 	255 
A,KM2,LCBX,UKM9	: 	: 	: 	221 
A,KM2,LCBX,UKN	: 	: 	32 u	131 u
A,KM2,LCBX,UKN0	: 	: 	: 	131 u
A,KM2,LCBX1,AT	: 	12 u	30 u	2113 
A,KM2,LCBX1,AT1	: 	12 u	20 u	1405 
A,KM2,LCBX1,AT11	: 	: 	: 	225 
A,KM2,LCBX1,AT12	: 	: 	: 	1155 
A,KM2,LCBX1,AT13	: 	: 	: 	24 
A,KM2,LCBX1,AT2	: 	: 	: 	229 
A,KM2,LCBX1,AT21	: 	: 	: 	104 u
A,KM2,LCBX1,AT22	: 	: 	: 	125 
A,KM2,LCBX1,AT3	: 	: 	9 u	479 u
A,KM2,LCBX1,AT31	: 	: 	: 	421 u
A,KM2,LCBX1,AT32	: 	: 	: 	58 u
A,KM2,LCBX1,BE	: 	205 	23 u	871 
A,KM2,LCBX1,BE1	: 	: 	: 	8 
A,KM2,LCBX1,BE10	: 	: 	: 	8 
A,KM2,LCBX1,BE2	: 	99 	12 u	296 
A,KM2,LCBX1,BE21	: 	: 	: 	57 
A,KM2,LCBX1,BE22	: 	: 	: 	96 u
A,KM2,LCBX1,BE23	: 	: 	: 	52 
A,KM2,LCBX1,BE24	: 	: 	: 	18 u
A,KM2,LCBX1,BE25	: 	: 	: 	73 
A,KM2,LCBX1,BE3	: 	107 	11 u	568 
A,KM2,LCBX1,BE31	: 	: 	: 	100 
A,KM2,LCBX1,BE32	: 	: 	: 	227 
A,KM2,LCBX1,BE33	: 	: 	: 	64 
A,KM2,LCBX1,BE34	: 	: 	: 	47 
A,KM2,LCBX1,BE35	: 	: 	: 	130 
A,KM2,LCBX1,BG	: 	: 	1002 	2113 
A,KM2,LCBX1,BG3	: 	: 	840 	1656 
A,KM2,LCBX1,BG31	: 	: 	: 	682 
A,KM2,LCBX1,BG32	: 	: 	: 	462 
A,KM2,LCBX1,BG33	: 	: 	: 	193 
A,KM2,LCBX1,BG34	: 	: 	: 	319 
A,KM2,LCBX1,BG4	: 	: 	162 	457 
A,KM2,LCBX1,BG41	: 	: 	: 	214 
A,KM2,LCBX1,BG42	: 	: 	: 	243 
A,KM2,LCBX1,CY	: 	24 u	228 	1395 
A,KM2,LCBX1,CY0	: 	24 u	228 	1395 
A,KM2,LCBX1,CY00	: 	: 	: 	1395 
A,KM2,LCBX1,CZ	: 	14 u	27 u	578 
A,KM2,LCBX1,CZ0	: 	14 u	27 u	578 
A,KM2,LCBX1,CZ02	: 	: 	: 	45 u
A,KM2,LCBX1,CZ03	: 	: 	: 	49 
A,KM2,LCBX1,CZ04	: 	: 	: 	75 u
A,KM2,LCBX1,CZ05	: 	: 	: 	25 u
A,KM2,LCBX1,CZ06	: 	: 	: 	253 
A,KM2,LCBX1,CZ07	: 	: 	: 	76 
A,KM2,LCBX1,CZ08	: 	: 	: 	54 
A,KM2,LCBX1,DE	: 	244 	243 	6341 
A,KM2,LCBX1,DE1	: 	: 	: 	172 
A,KM2,LCBX1,DE11	: 	: 	: 	103 u
A,KM2,LCBX1,DE12	: 	: 	: 	16 u
A,KM2,LCBX1,DE14	: 	: 	: 	53 
A,KM2,LCBX1,DE2	: 	59 	25 u	432 
A,KM2,LCBX1,DE21	: 	: 	: 	54 u
A,KM2,LCBX1,DE22	: 	: 	: 	50 u
A,KM2,LCBX1,DE23	: 	: 	: 	25 u
A,KM2,LCBX1,DE24	: 	: 	: 	30 u
A,KM2,LCBX1,DE25	: 	: 	: 	37 
A,KM2,LCBX1,DE26	: 	: 	: 	200 
A,KM2,LCBX1,DE27	: 	: 	: 	36 u
A,KM2,LCBX1,DE4	: 	28 u	65 	1340 
A,KM2,LCBX1,DE40	: 	: 	: 	1340 
A,KM2,LCBX1,DE7	: 	: 	: 	99 
A,KM2,LCBX1,DE71	: 	: 	: 	72 
A,KM2,LCBX1,DE73	: 	: 	: 	28 u
A,KM2,LCBX1,DE8	: 	29 u	13 u	783 
A,KM2,LCBX1,DE80	: 	: 	: 	783 
A,KM2,LCBX1,DE9	: 	29 u	88 	740 
A,KM2,LCBX1,DE91	: 	: 	: 	145 
A,KM2,LCBX1,DE92	: 	: 	: 	107 
A,KM2,LCBX1,DE93	: 	: 	: 	418 u
A,KM2,LCBX1,DE94	: 	: 	: 	70 
A,KM2,LCBX1,DEA	: 	: 	: 	208 
A,KM2,LCBX1,DEA1	: 	: 	: 	13 u
A,KM2,LCBX1,DEA2	: 	: 	: 	54 u
A,KM2,LCBX1,DEA3	: 	: 	: 	76 
A,KM2,LCBX1,DEA4	: 	: 	: 	54 u
A,KM2,LCBX1,DEA5	: 	: 	: 	11 u
A,KM2,LCBX1,DEB	: 	: 	: 	207 u
A,KM2,LCBX1,DEB2	: 	: 	: 	4 u
A,KM2,LCBX1,DEB3	: 	: 	: 	203 u
A,KM2,LCBX1,DED	: 	14 u	14 u	348 
A,KM2,LCBX1,DED2	: 	: 	: 	94 
A,KM2,LCBX1,DED4	: 	: 	: 	119 
A,KM2,LCBX1,DED5	: 	: 	: 	135 
A,KM2,LCBX1,DEE	: 	43 u	13 u	1178 
A,KM2,LCBX1,DEE0	: 	: 	: 	1178 
A,KM2,LCBX1,DEF	: 	: 	13 u	177 
A,KM2,LCBX1,DEF0	: 	: 	: 	177 
A,KM2,LCBX1,DEG	: 	42 u	13 u	657 
A,KM2,LCBX1,DEG0	: 	: 	: 	657 
A,KM2,LCBX1,DK	36 u	585 	68 	2354 
A,KM2,LCBX1,DK0	36 u	585 	68 	2354 
A,KM2,LCBX1,DK01	: 	: 	: 	77 
A,KM2,LCBX1,DK02	: 	: 	: 	619 
A,KM2,LCBX1,DK03	: 	: 	: 	759 
A,KM2,LCBX1,DK04	: 	: 	: 	499 
A,KM2,LCBX1,DK05	: 	: 	: 	401 
A,KM2,LCBX1,EE	: 	: 	165 	282 
A,KM2,LCBX1,EE0	: 	: 	165 	282 
A,KM2,LCBX1,EE00	: 	: 	: 	282 
A,KM2,LCBX1,EL	1157 u	120 	189 	914 
A,KM2,LCBX1,EL4	1157 u	38 u	31 u	159 
A,KM2,LCBX1,EL42	: 	: 	: 	134 
A,KM2,LCBX1,EL43	: 	: 	: 	25 u
A,KM2,LCBX1,EL5	: 	71 	136 	591 
A,KM2,LCBX1,EL51	: 	: 	: 	181 
A,KM2,LCBX1,EL52	: 	: 	: 	333 
A,KM2,LCBX1,EL53	: 	: 	: 	68 
A,KM2,LCBX1,EL54	: 	: 	: 	8 u
A,KM2,LCBX1,EL6	: 	11 u	22 u	164 
A,KM2,LCBX1,EL61	: 	: 	: 	68 
A,KM2,LCBX1,EL63	: 	: 	: 	30 
A,KM2,LCBX1,EL64	: 	: 	: 	57 
A,KM2,LCBX1,EL65	: 	: 	: 	9 u
A,KM2,LCBX1,ES	4702 	3142 	3441 	13729 
A,KM2,LCBX1,ES1	15 u	150 	29 u	49 
A,KM2,LCBX1,ES11	: 	: 	: 	45 
A,KM2,LCBX1,ES13	: 	: 	: 	4 u
A,KM2,LCBX1,ES2	208 u	65 	145 	1487 
A,KM2,LCBX1,ES21	: 	: 	: 	18 u
A,KM2,LCBX1,ES22	: 	: 	: 	206 
A,KM2,LCBX1,ES23	: 	: 	: 	12 u
A,KM2,LCBX1,ES24	: 	: 	: 	1250 
A,KM2,LCBX1,ES3	: 	23 u	91 	199 
A,KM2,LCBX1,ES30	: 	: 	: 	199 
A,KM2,LCBX1,ES4	2123 	2095 	1784 	8715 
A,KM2,LCBX1,ES41	: 	: 	: 	2462 
A,KM2,LCBX1,ES42	: 	: 	: 	4816 
A,KM2,LCBX1,ES43	: 	: 	: 	1438 
A,KM2,LCBX1,ES5	871 u	115 	152 	275 
A,KM2,LCBX1,ES51	: 	: 	: 	119 
A,KM2,LCBX1,ES52	: 	: 	: 	106 
A,KM2,LCBX1,ES53	: 	: 	: 	50 
A,KM2,LCBX1,ES6	1484 	694 	1241 	3003 
A,KM2,LCBX1,ES61	: 	: 	: 	2785 
A,KM2,LCBX1,ES62	: 	: 	: 	218 
A,KM2,LCBX1,EU27_2007	: 	11567 	21921 	122869 
A,KM2,LCBX1,EU27_2020	: 	: 	18524 	113722 
A,KM2,LCBX1,EU28	: 	: 	22143 	123985 
A,KM2,LCBX1,EU_V	5976 	11502 	17912 	96842 
A,KM2,LCBX1,FI	: 	: 	386 	6180 
A,KM2,LCBX1,FI1	: 	: 	386 	6158 
A,KM2,LCBX1,FI19	: 	: 	: 	2283 
A,KM2,LCBX1,FI1B	: 	: 	: 	423 
A,KM2,LCBX1,FI1C	: 	: 	: 	1766 
A,KM2,LCBX1,FI1D	: 	: 	: 	1686 
A,KM2,LCBX1,FI2	: 	: 	: 	22 
A,KM2,LCBX1,FI20	: 	: 	: 	22 
A,KM2,LCBX1,FR	76 u	5423 	795 	17130 
A,KM2,LCBX1,FR1	: 	188 	24 u	678 
A,KM2,LCBX1,FR10	: 	: 	: 	678 
A,KM2,LCBX1,FR2	: 	3429 	222 	: 
A,KM2,LCBX1,FR3	: 	112 	12 u	: 
A,KM2,LCBX1,FR4	: 	459 	51 u	: 
A,KM2,LCBX1,FR5	: 	526 	246 	: 
A,KM2,LCBX1,FR6	: 	451 	76 	: 
A,KM2,LCBX1,FR7	59 u	128 	48 u	: 
A,KM2,LCBX1,FR8	17 u	130 	116 	: 
A,KM2,LCBX1,FRB	: 	: 	: 	1954 
A,KM2,LCBX1,FRB0	: 	: 	: 	1954 
A,KM2,LCBX1,FRC	: 	: 	: 	2147 
A,KM2,LCBX1,FRC1	: 	: 	: 	1832 
A,KM2,LCBX1,FRC2	: 	: 	: 	315 
A,KM2,LCBX1,FRD	: 	: 	: 	492 
A,KM2,LCBX1,FRD1	: 	: 	: 	231 
A,KM2,LCBX1,FRD2	: 	: 	: 	261 
A,KM2,LCBX1,FRE	: 	: 	: 	1992 
A,KM2,LCBX1,FRE1	: 	: 	: 	381 
A,KM2,LCBX1,FRE2	: 	: 	: 	1612 
A,KM2,LCBX1,FRF	: 	: 	: 	6157 
A,KM2,LCBX1,FRF1	: 	: 	: 	401 
A,KM2,LCBX1,FRF2	: 	: 	: 	3988 
A,KM2,LCBX1,FRF3	: 	: 	: 	1769 
A,KM2,LCBX1,FRG	: 	: 	: 	303 
A,KM2,LCBX1,FRG0	: 	: 	: 	303 
A,KM2,LCBX1,FRH	: 	: 	: 	188 
A,KM2,LCBX1,FRH0	: 	: 	: 	188 
A,KM2,LCBX1,FRI	: 	: 	: 	1460 
A,KM2,LCBX1,FRI1	: 	: 	: 	539 
A,KM2,LCBX1,FRI2	: 	: 	: 	133 
A,KM2,LCBX1,FRI3	: 	: 	: 	788 
A,KM2,LCBX1,FRJ	: 	: 	: 	1123 
A,KM2,LCBX1,FRJ1	: 	: 	: 	259 
A,KM2,LCBX1,FRJ2	: 	: 	: 	864 
A,KM2,LCBX1,FRK	: 	: 	: 	502 
A,KM2,LCBX1,FRK1	: 	: 	: 	311 
A,KM2,LCBX1,FRK2	: 	: 	: 	190 
A,KM2,LCBX1,FRL	: 	: 	: 	135 
A,KM2,LCBX1,FRL0	: 	: 	: 	135 
A,KM2,LCBX1,HR	: 	: 	222 	1116 
A,KM2,LCBX1,HR0	: 	: 	222 	1116 
A,KM2,LCBX1,HR03	: 	: 	: 	10 u
A,KM2,LCBX1,HR04	: 	: 	: 	1106 
A,KM2,LCBX1,HU	: 	49 u	340 	6839 
A,KM2,LCBX1,HU1	: 	: 	18 u	461 
A,KM2,LCBX1,HU12	: 	: 	: 	461 
A,KM2,LCBX1,HU2	: 	17 u	181 	1740 
A,KM2,LCBX1,HU21	: 	: 	: 	757 
A,KM2,LCBX1,HU22	: 	: 	: 	307 
A,KM2,LCBX1,HU23	: 	: 	: 	676 
A,KM2,LCBX1,HU3	: 	33 u	141 	4638 
A,KM2,LCBX1,HU31	: 	: 	: 	499 
A,KM2,LCBX1,HU32	: 	: 	: 	1808 
A,KM2,LCBX1,HU33	: 	: 	: 	2331 
A,KM2,LCBX1,IE	: 	137 	208 	815 
A,KM2,LCBX1,IE0	: 	137 	208 	815 
A,KM2,LCBX1,IE04	: 	: 	: 	38 u
A,KM2,LCBX1,IE05	: 	: 	: 	445 
A,KM2,LCBX1,IE06	: 	: 	: 	333 
A,KM2,LCBX1,IT	6 u	150 	4218 	8274 
A,KM2,LCBX1,ITC	6 u	14 u	155 	1124 
A,KM2,LCBX1,ITC1	: 	: 	: 	199 
A,KM2,LCBX1,ITC4	: 	: 	: 	925 
A,KM2,LCBX1,ITF	: 	10 u	1486 	2743 
A,KM2,LCBX1,ITF1	: 	: 	: 	329 
A,KM2,LCBX1,ITF2	: 	: 	: 	80 
A,KM2,LCBX1,ITF3	: 	: 	: 	373 
A,KM2,LCBX1,ITF4	: 	: 	: 	1302 
A,KM2,LCBX1,ITF5	: 	: 	: 	349 
A,KM2,LCBX1,ITF6	: 	: 	: 	309 
A,KM2,LCBX1,ITG	: 	49 u	1247 	1293 
A,KM2,LCBX1,ITG1	: 	: 	: 	826 
A,KM2,LCBX1,ITG2	: 	: 	: 	467 
A,KM2,LCBX1,ITH	: 	25 u	248 	943 
A,KM2,LCBX1,ITH3	: 	: 	: 	597 
A,KM2,LCBX1,ITH4	: 	: 	: 	77 u
A,KM2,LCBX1,ITH5	: 	: 	: 	270 
A,KM2,LCBX1,ITI	: 	51 u	1082 	2171 
A,KM2,LCBX1,ITI1	: 	: 	: 	926 
A,KM2,LCBX1,ITI2	: 	: 	: 	57 
A,KM2,LCBX1,ITI3	: 	: 	: 	291 
A,KM2,LCBX1,ITI4	: 	: 	: 	897 
A,KM2,LCBX1,LT	: 	139 	324 	5365 
A,KM2,LCBX1,LT0	: 	139 	324 	5365 
A,KM2,LCBX1,LT01	: 	: 	: 	324 
A,KM2,LCBX1,LT02	: 	: 	: 	5042 
A,KM2,LCBX1,LU	: 	109 	: 	45 
A,KM2,LCBX1,LU0	: 	109 	: 	45 
A,KM2,LCBX1,LU00	: 	: 	: 	45 
A,KM2,LCBX1,LV	: 	: 	277 	1654 
A,KM2,LCBX1,LV0	: 	: 	277 	1654 
A,KM2,LCBX1,LV00	: 	: 	: 	1654 
A,KM2,LCBX1,MT	: 	: 	8 u	7 u
A,KM2,LCBX1,MT0	: 	: 	8 u	7 u
A,KM2,LCBX1,MT00	: 	: 	: 	7 u
A,KM2,LCBX1,NL	: 	482 	36 u	1113 
A,KM2,LCBX1,NL1	: 	277 	: 	422 
A,KM2,LCBX1,NL11	: 	: 	: 	136 
A,KM2,LCBX1,NL12	: 	: 	: 	94 
A,KM2,LCBX1,NL13	: 	: 	: 	192 
A,KM2,LCBX1,NL2	: 	: 	: 	390 
A,KM2,LCBX1,NL21	: 	: 	: 	91 
A,KM2,LCBX1,NL22	: 	: 	: 	60 
A,KM2,LCBX1,NL23	: 	: 	: 	239 
A,KM2,LCBX1,NL3	: 	96 	36 u	240 
A,KM2,LCBX1,NL31	: 	: 	: 	27 
A,KM2,LCBX1,NL32	: 	: 	: 	94 
A,KM2,LCBX1,NL33	: 	: 	: 	65 
A,KM2,LCBX1,NL34	: 	: 	: 	53 
A,KM2,LCBX1,NL4	: 	109 	: 	62 
A,KM2,LCBX1,NL41	: 	: 	: 	29 
A,KM2,LCBX1,NL42	: 	: 	: 	33 
A,KM2,LCBX1,PL	: 	98 	1446 	4958 
A,KM2,LCBX1,PL1	: 	14 u	207 	: 
A,KM2,LCBX1,PL2	: 	: 	13 u	230 
A,KM2,LCBX1,PL21	: 	: 	: 	170 
A,KM2,LCBX1,PL22	: 	: 	: 	60 
A,KM2,LCBX1,PL3	: 	70 	183 	: 
A,KM2,LCBX1,PL4	: 	: 	568 	1011 
A,KM2,LCBX1,PL41	: 	: 	: 	475 
A,KM2,LCBX1,PL42	: 	: 	: 	323 
A,KM2,LCBX1,PL43	: 	: 	: 	212 
A,KM2,LCBX1,PL5	: 	: 	27 u	1053 
A,KM2,LCBX1,PL51	: 	: 	: 	810 
A,KM2,LCBX1,PL52	: 	: 	: 	244 
A,KM2,LCBX1,PL6	: 	14 u	448 	851 
A,KM2,LCBX1,PL61	: 	: 	: 	167 
A,KM2,LCBX1,PL62	: 	: 	: 	491 
A,KM2,LCBX1,PL63	: 	: 	: 	193 
A,KM2,LCBX1,PL7	: 	: 	: 	188 
A,KM2,LCBX1,PL71	: 	: 	: 	116 
A,KM2,LCBX1,PL72	: 	: 	: 	72 
A,KM2,LCBX1,PL8	: 	: 	: 	1363 
A,KM2,LCBX1,PL81	: 	: 	: 	971 
A,KM2,LCBX1,PL82	: 	: 	: 	241 
A,KM2,LCBX1,PL84	: 	: 	: 	151 
A,KM2,LCBX1,PL9	: 	: 	: 	261 
A,KM2,LCBX1,PL91	: 	: 	: 	35 u
A,KM2,LCBX1,PL92	: 	: 	: 	226 
A,KM2,LCBX1,PT	: 	519 	671 	645 
A,KM2,LCBX1,PT1	: 	519 	671 	645 
A,KM2,LCBX1,PT11	: 	: 	: 	34 u
A,KM2,LCBX1,PT16	: 	: 	: 	59 
A,KM2,LCBX1,PT17	: 	: 	: 	90 
A,KM2,LCBX1,PT18	: 	: 	: 	461 
A,KM2,LCBX1,RO	: 	41 u	2770 	22512 
A,KM2,LCBX1,RO1	: 	13 u	507 	1237 
A,KM2,LCBX1,RO11	: 	: 	: 	825 
A,KM2,LCBX1,RO12	: 	: 	: 	411 
A,KM2,LCBX1,RO2	: 	28 u	938 	7886 
A,KM2,LCBX1,RO21	: 	: 	: 	1613 
A,KM2,LCBX1,RO22	: 	: 	: 	6273 
A,KM2,LCBX1,RO3	: 	: 	606 	6820 
A,KM2,LCBX1,RO31	: 	: 	: 	6723 
A,KM2,LCBX1,RO32	: 	: 	: 	96 
A,KM2,LCBX1,RO4	: 	: 	720 	6570 
A,KM2,LCBX1,RO41	: 	: 	: 	3783 
A,KM2,LCBX1,RO42	: 	: 	: 	2787 
A,KM2,LCBX1,SE	: 	40 u	1352 	5194 
A,KM2,LCBX1,SE1	: 	: 	561 	1932 
A,KM2,LCBX1,SE11	: 	: 	: 	168 
A,KM2,LCBX1,SE12	: 	: 	: 	1764 
A,KM2,LCBX1,SE2	: 	21 u	181 	2612 
A,KM2,LCBX1,SE21	: 	: 	: 	903 
A,KM2,LCBX1,SE22	: 	: 	: 	739 
A,KM2,LCBX1,SE23	: 	: 	: 	970 
A,KM2,LCBX1,SE3	: 	18 u	610 	650 
A,KM2,LCBX1,SE31	: 	: 	: 	421 
A,KM2,LCBX1,SE32	: 	: 	: 	112 
A,KM2,LCBX1,SE33	: 	: 	: 	117 
A,KM2,LCBX1,SI	: 	23 u	: 	134 
A,KM2,LCBX1,SI0	: 	23 u	: 	134 
A,KM2,LCBX1,SI03	: 	: 	: 	123 
A,KM2,LCBX1,SI04	: 	: 	: 	11 
A,KM2,LCBX1,SK	: 	: 	83 	1051 
A,KM2,LCBX1,SK0	: 	: 	83 	1051 
A,KM2,LCBX1,SK01	: 	: 	: 	24 u
A,KM2,LCBX1,SK02	: 	: 	: 	769 
A,KM2,LCBX1,SK03	: 	: 	: 	66 
A,KM2,LCBX1,SK04	: 	: 	: 	191 
A,KM2,LCBX1,UK	: 	12 u	3590 	10263 
A,KM2,LCBX1,UKC	: 	: 	217 	271 
A,KM2,LCBX1,UKC1	: 	: 	: 	142 
A,KM2,LCBX1,UKC2	: 	: 	: 	129 
A,KM2,LCBX1,UKD	: 	: 	281 	204 
A,KM2,LCBX1,UKD1	: 	: 	: 	58 
A,KM2,LCBX1,UKD4	: 	: 	: 	64 
A,KM2,LCBX1,UKD6	: 	: 	: 	70 
A,KM2,LCBX1,UKD7	: 	: 	: 	12 u
A,KM2,LCBX1,UKE	: 	12 u	799 	1341 
A,KM2,LCBX1,UKE1	: 	: 	: 	609 
A,KM2,LCBX1,UKE2	: 	: 	: 	602 
A,KM2,LCBX1,UKE3	: 	: 	: 	77 
A,KM2,LCBX1,UKE4	: 	: 	: 	53 
A,KM2,LCBX1,UKF	: 	: 	546 	1644 
A,KM2,LCBX1,UKF1	: 	: 	: 	282 
A,KM2,LCBX1,UKF2	: 	: 	: 	418 
A,KM2,LCBX1,UKF3	: 	: 	: 	944 
A,KM2,LCBX1,UKG	: 	: 	472 	1180 
A,KM2,LCBX1,UKG1	: 	: 	: 	336 
A,KM2,LCBX1,UKG2	: 	: 	: 	844 u
A,KM2,LCBX1,UKH	: 	: 	524 	2001 
A,KM2,LCBX1,UKH1	: 	: 	: 	1349 
A,KM2,LCBX1,UKH2	: 	: 	: 	312 
A,KM2,LCBX1,UKH3	: 	: 	: 	340 
A,KM2,LCBX1,UKI	: 	: 	: 	12 u
A,KM2,LCBX1,UKI5	: 	: 	: 	12 u
A,KM2,LCBX1,UKJ	: 	: 	84 	1084 
A,KM2,LCBX1,UKJ1	: 	: 	: 	551 
A,KM2,LCBX1,UKJ2	: 	: 	: 	164 
A,KM2,LCBX1,UKJ3	: 	: 	: 	246 
A,KM2,LCBX1,UKJ4	: 	: 	: 	123 
A,KM2,LCBX1,UKK	: 	: 	484 	1508 
A,KM2,LCBX1,UKK1	: 	: 	: 	742 
A,KM2,LCBX1,UKK2	: 	: 	: 	303 
A,KM2,LCBX1,UKK3	: 	: 	: 	238 
A,KM2,LCBX1,UKK4	: 	: 	: 	225 
A,KM2,LCBX1,UKL	: 	: 	100 	117 
A,KM2,LCBX1,UKL1	: 	: 	: 	73 
A,KM2,LCBX1,UKL2	: 	: 	: 	44 
A,KM2,LCBX1,UKM	: 	: 	50 u	807 
A,KM2,LCBX1,UKM5	: 	: 	: 	204 
A,KM2,LCBX1,UKM6	: 	: 	: 	127 
A,KM2,LCBX1,UKM7	: 	: 	: 	255 
A,KM2,LCBX1,UKM9	: 	: 	: 	221 
A,KM2,LCBX1,UKN	: 	: 	32 u	95 u
A,KM2,LCBX1,UKN0	: 	: 	: 	95 u
A,KM2,LCBX2,AT	: 	: 	5 u	320 u
A,KM2,LCBX2,AT1	: 	: 	5 u	246 u
A,KM2,LCBX2,AT12	: 	: 	: 	236 u
A,KM2,LCBX2,AT13	: 	: 	: 	10 u
A,KM2,LCBX2,AT2	: 	: 	: 	44 u
A,KM2,LCBX2,AT21	: 	: 	: 	4 u
A,KM2,LCBX2,AT22	: 	: 	: 	40 u
A,KM2,LCBX2,AT3	: 	: 	: 	29 u
A,KM2,LCBX2,AT31	: 	: 	: 	15 u
A,KM2,LCBX2,AT32	: 	: 	: 	4 u
A,KM2,LCBX2,AT34	: 	: 	: 	11 u
A,KM2,LCBX2,BG	: 	: 	29 u	590 
A,KM2,LCBX2,BG3	: 	: 	29 u	434 
A,KM2,LCBX2,BG31	: 	: 	: 	4 u
A,KM2,LCBX2,BG32	: 	: 	: 	42 u
A,KM2,LCBX2,BG33	: 	: 	: 	131 u
A,KM2,LCBX2,BG34	: 	: 	: 	256 
A,KM2,LCBX2,BG4	: 	: 	: 	156 u
A,KM2,LCBX2,BG41	: 	: 	: 	36 u
A,KM2,LCBX2,BG42	: 	: 	: 	120 u
A,KM2,LCBX2,CY	: 	: 	2 u	88 
A,KM2,LCBX2,CY0	: 	: 	2 u	88 
A,KM2,LCBX2,CY00	: 	: 	: 	88 
A,KM2,LCBX2,CZ	: 	: 	: 	82 u
A,KM2,LCBX2,CZ0	: 	: 	: 	82 u
A,KM2,LCBX2,CZ02	: 	: 	: 	32 u
A,KM2,LCBX2,CZ03	: 	: 	: 	8 u
A,KM2,LCBX2,CZ04	: 	: 	: 	35 u
A,KM2,LCBX2,CZ06	: 	: 	: 	7 u
