freq,unit,landuse,geo\TIME_PERIOD	2009 	2012 	2015 	2018 
A,KM2,LUE,DEE	1647 	1441 	1534 	1426 
A,KM2,LUE,DEE0	1647 	1441 	1534 	1426 
A,KM2,LUE,DEF	1555 	1568 	1447 	1469 
A,KM2,LUE,DEF0	1555 	1568 	1447 	1469 
A,KM2,LUE,DEG	891 	1039 	1391 	958 
A,KM2,LUE,DEG0	891 	1039 	1391 	958 
A,KM2,LUE,DK	4901 	5191 	5010 	4831 
A,KM2,LUE,DK0	4901 	5191 	5010 	4831 
A,KM2,LUE,DK01	982 	788 	804 	764 
A,KM2,LUE,DK02	710 	785 	823 	760 
A,KM2,LUE,DK03	1372 	1280 	1378 	1359 
A,KM2,LUE,DK04	1265 	1700 	1380 	1254 
A,KM2,LUE,DK05	572 	638 	625 	694 
A,KM2,LUE,EE	3137 	1837 	1771 	3171 
A,KM2,LUE,EE0	3137 	1837 	1771 	3171 
A,KM2,LUE,EE00	3137 	1837 	1771 	3171 
A,KM2,LUE,EL	2718 	3383 	3947 	3165 
A,KM2,LUE,EL3	537 	664 	769 	541 
A,KM2,LUE,EL30	537 	664 	769 	541 
A,KM2,LUE,EL4	196 	384 	546 	533 
A,KM2,LUE,EL41	35 u	119 	122 	109 
A,KM2,LUE,EL42	30 u	140 	211 	280 
A,KM2,LUE,EL43	131 	124 	212 	144 
A,KM2,LUE,EL5	1030 	1253 	1385 	983 
A,KM2,LUE,EL51	242 	201 	289 	331 
A,KM2,LUE,EL52	551 	678 	684 	463 
A,KM2,LUE,EL53	94 	170 	170 	92 
A,KM2,LUE,EL54	144 	204 	242 	97 
A,KM2,LUE,EL6	955 	1082 	1247 	1108 
A,KM2,LUE,EL61	203 	207 	210 	243 
A,KM2,LUE,EL62	: 	57 	75 	125 
A,KM2,LUE,EL63	285 	319 	387 	195 
A,KM2,LUE,EL64	208 	243 	290 	221 
A,KM2,LUE,EL65	259 	256 	285 	324 
A,KM2,LUE,ES	9678 	10046 	9644 	9206 
A,KM2,LUE,ES1	1184 	1289 	1379 	1161 
A,KM2,LUE,ES11	764 	907 	973 	855 
A,KM2,LUE,ES12	264 	285 	270 	189 
A,KM2,LUE,ES13	155 	97 	136 	117 
A,KM2,LUE,ES2	1068 	992 	918 	893 
A,KM2,LUE,ES21	256 	239 	265 	230 
A,KM2,LUE,ES22	105 	205 	168 	85 
A,KM2,LUE,ES23	71 	140 	64 	44 
A,KM2,LUE,ES24	637 	408 	420 	535 
A,KM2,LUE,ES3	947 	947 	842 	796 
A,KM2,LUE,ES30	947 	947 	842 	796 
A,KM2,LUE,ES4	2383 	2205 	2295 	2126 
A,KM2,LUE,ES41	1112 	1005 	992 	1045 
A,KM2,LUE,ES42	813 	782 	819 	701 
A,KM2,LUE,ES43	459 	418 	484 	379 
A,KM2,LUE,ES5	1988 	2511 	2342 	2430 
A,KM2,LUE,ES51	994 	1191 	1119 	969 
A,KM2,LUE,ES52	993 	1017 	951 	945 
A,KM2,LUE,ES53	: 	303 	272 	516 
A,KM2,LUE,ES6	2108 	2102 	1868 	1800 
A,KM2,LUE,ES61	1771 	1738 	1532 	1368 
A,KM2,LUE,ES62	337 	364 	336 	431 
A,KM2,LUE,EU27_2007	: 	283138 	293095 	254035 
A,KM2,LUE,EU27_2020	: 	: 	271594 	233870 
A,KM2,LUE,EU28	: 	: 	294527 	255584 
A,KM2,LUE,EU_V	238552 	276321 	285792 	246642 
A,KM2,LUE,FI	21075 	30041 	39171 	27820 
A,KM2,LUE,FI1	21075 	30002 	39066 	27691 
A,KM2,LUE,FI19	3168 	6289 	8023 	5223 
A,KM2,LUE,FI1B	1154 	1126 	1418 	1155 
A,KM2,LUE,FI1C	3508 	4415 	5072 	5082 
A,KM2,LUE,FI1D	13246 	18173 	24555 	16230 
A,KM2,LUE,FI2	: 	39 u	105 	130 
A,KM2,LUE,FI20	: 	39 u	105 	130 
A,KM2,LUE,FR	38290 	37473 	38188 	36635 
A,KM2,LUE,FR1	2451 	1977 	2160 	2114 
A,KM2,LUE,FR10	2451 	1977 	2160 	2114 
A,KM2,LUE,FR2	8852 	8583 	8641 	: 
A,KM2,LUE,FR21	1029 	1032 	1006 	: 
A,KM2,LUE,FR22	1053 	1070 	1149 	: 
A,KM2,LUE,FR23	1381 	1386 	1285 	: 
A,KM2,LUE,FR24	2802 	2684 	2687 	: 
A,KM2,LUE,FR25	1375 	1180 	1173 	: 
A,KM2,LUE,FR26	1213 	1231 	1340 	: 
A,KM2,LUE,FR3	1441 	1431 	1521 	: 
A,KM2,LUE,FR30	1441 	1431 	1521 	: 
A,KM2,LUE,FR4	2841 	2775 	3007 	: 
A,KM2,LUE,FR41	1315 	1380 	1420 	: 
A,KM2,LUE,FR42	884 	777 	841 	: 
A,KM2,LUE,FR43	641 	618 	746 	: 
A,KM2,LUE,FR5	6525 	6832 	6960 	: 
A,KM2,LUE,FR51	2694 	3128 	3060 	: 
A,KM2,LUE,FR52	2230 	2369 	2483 	: 
A,KM2,LUE,FR53	1602 	1335 	1417 	: 
A,KM2,LUE,FR6	6469 	6535 	6676 	: 
A,KM2,LUE,FR61	3399 	3503 	3612 	: 
A,KM2,LUE,FR62	2524 	2309 	2352 	: 
A,KM2,LUE,FR63	546 	723 	712 	: 
A,KM2,LUE,FR7	4590 	4552 	4776 	: 
A,KM2,LUE,FR71	3549 	3429 	3635 	: 
A,KM2,LUE,FR72	1041 	1124 	1140 	: 
A,KM2,LUE,FR8	5122 	4786 	4449 	: 
A,KM2,LUE,FR81	1850 	1770 	1574 	: 
A,KM2,LUE,FR82	2944 	2835 	2756 	: 
A,KM2,LUE,FR83	327 	181 	119 	: 
A,KM2,LUE,FRB	: 	: 	: 	1887 
A,KM2,LUE,FRB0	: 	: 	: 	1887 
A,KM2,LUE,FRC	: 	: 	: 	2349 
A,KM2,LUE,FRC1	: 	: 	: 	1386 
A,KM2,LUE,FRC2	: 	: 	: 	963 
A,KM2,LUE,FRD	: 	: 	: 	2601 
A,KM2,LUE,FRD1	: 	: 	: 	1054 
A,KM2,LUE,FRD2	: 	: 	: 	1547 
A,KM2,LUE,FRE	: 	: 	: 	2277 
A,KM2,LUE,FRE1	: 	: 	: 	1394 
A,KM2,LUE,FRE2	: 	: 	: 	883 
A,KM2,LUE,FRF	: 	: 	: 	3205 
A,KM2,LUE,FRF1	: 	: 	: 	796 
A,KM2,LUE,FRF2	: 	: 	: 	1132 
A,KM2,LUE,FRF3	: 	: 	: 	1276 
A,KM2,LUE,FRG	: 	: 	: 	2698 
A,KM2,LUE,FRG0	: 	: 	: 	2698 
A,KM2,LUE,FRH	: 	: 	: 	2672 
A,KM2,LUE,FRH0	: 	: 	: 	2672 
A,KM2,LUE,FRI	: 	: 	: 	5632 
A,KM2,LUE,FRI1	: 	: 	: 	3494 
A,KM2,LUE,FRI2	: 	: 	: 	637 
A,KM2,LUE,FRI3	: 	: 	: 	1501 
A,KM2,LUE,FRJ	: 	: 	: 	3810 
A,KM2,LUE,FRJ1	: 	: 	: 	1523 
A,KM2,LUE,FRJ2	: 	: 	: 	2287 
A,KM2,LUE,FRK	: 	: 	: 	4242 
A,KM2,LUE,FRK1	: 	: 	: 	1015 
A,KM2,LUE,FRK2	: 	: 	: 	3227 
A,KM2,LUE,FRL	: 	: 	: 	2945 
A,KM2,LUE,FRL0	: 	: 	: 	2945 
A,KM2,LUE,FRM	: 	: 	: 	202 u
A,KM2,LUE,FRM0	: 	: 	: 	202 u
A,KM2,LUE,HR	: 	: 	1432 	1549 
A,KM2,LUE,HR0	: 	: 	1432 	1549 
A,KM2,LUE,HR03	: 	: 	615 	624 
A,KM2,LUE,HR04	: 	: 	817 	925 
A,KM2,LUE,HU	5522 	5868 	5436 	4515 
A,KM2,LUE,HU1	877 	820 	797 	691 
A,KM2,LUE,HU10	877 	820 	797 	: 
A,KM2,LUE,HU11	: 	: 	: 	173 
A,KM2,LUE,HU12	: 	: 	: 	518 
A,KM2,LUE,HU2	2398 	2884 	2600 	2281 
A,KM2,LUE,HU21	898 	867 	971 	760 
A,KM2,LUE,HU22	755 	1064 	649 	819 
A,KM2,LUE,HU23	745 	954 	980 	702 
A,KM2,LUE,HU3	2247 	2164 	2038 	1544 
A,KM2,LUE,HU31	793 	769 	638 	409 
A,KM2,LUE,HU32	575 	590 	596 	525 
A,KM2,LUE,HU33	880 	805 	804 	611 
A,KM2,LUE,IE	3614 	3178 	3112 	2753 
A,KM2,LUE,IE0	3614 	3178 	3112 	2753 
A,KM2,LUE,IE01	1206 	970 	960 	: 
A,KM2,LUE,IE02	2409 	2208 	2152 	: 
A,KM2,LUE,IE04	: 	: 	: 	619 
A,KM2,LUE,IE05	: 	: 	: 	1423 
A,KM2,LUE,IE06	: 	: 	: 	711 
A,KM2,LUE,IT	16241 	16816 	17269 	16472 
A,KM2,LUE,ITC	4417 	4393 	4635 	3858 
A,KM2,LUE,ITC1	1221 	1319 	1535 	1527 
A,KM2,LUE,ITC2	54 	52 	64 	71 
A,KM2,LUE,ITC3	242 	335 	380 	287 
A,KM2,LUE,ITC4	2901 	2687 	2655 	1974 
A,KM2,LUE,ITF	3053 	2782 	3210 	2797 
A,KM2,LUE,ITF1	320 	376 	344 	337 
A,KM2,LUE,ITF2	42 u	19 u	40 u	127 u
A,KM2,LUE,ITF3	1195 	1008 	1207 	862 
A,KM2,LUE,ITF4	817 	821 	898 	814 
A,KM2,LUE,ITF5	219 	119 	202 	167 
A,KM2,LUE,ITF6	461 	440 	518 	491 
A,KM2,LUE,ITG	1611 	1863 	1837 	1723 
A,KM2,LUE,ITG1	989 	1194 	1165 	1061 
A,KM2,LUE,ITG2	621 	669 	672 	662 
A,KM2,LUE,ITH	3853 	4143 	4028 	4828 
A,KM2,LUE,ITH1	145 	178 	120 	135 
A,KM2,LUE,ITH2	235 	240 	237 	141 
A,KM2,LUE,ITH3	1700 	1626 	1691 	1402 
A,KM2,LUE,ITH4	479 	591 	540 	571 
A,KM2,LUE,ITH5	1294 	1507 	1441 	2580 
A,KM2,LUE,ITI	3308 	3635 	3559 	3265 
A,KM2,LUE,ITI1	995 	1254 	1158 	1108 
A,KM2,LUE,ITI2	332 	325 	314 	399 
A,KM2,LUE,ITI3	409 	502 	515 	468 
A,KM2,LUE,ITI4	1571 	1554 	1572 	1289 
A,KM2,LUE,LT	2574 	2161 	2504 	2488 
A,KM2,LUE,LT0	2574 	2161 	2504 	2488 
A,KM2,LUE,LT00	2574 	2161 	2504 	: 
A,KM2,LUE,LT01	: 	: 	: 	568 
A,KM2,LUE,LT02	: 	: 	: 	1920 
A,KM2,LUE,LU	203 	194 	171 	146 
A,KM2,LUE,LU0	203 	194 	171 	146 
A,KM2,LUE,LU00	203 	194 	171 	146 
A,KM2,LUE,LV	2127 	2718 	2569 	2710 
A,KM2,LUE,LV0	2127 	2718 	2569 	2710 
A,KM2,LUE,LV00	2127 	2718 	2569 	2710 
A,KM2,LUE,MT	: 	67 	67 	70 
A,KM2,LUE,MT0	: 	67 	67 	70 
A,KM2,LUE,MT00	: 	67 	67 	70 
A,KM2,LUE,NL	6887 	7206 	7510 	6591 
A,KM2,LUE,NL1	1025 	1248 	1365 	1507 
A,KM2,LUE,NL11	212 	380 	336 	329 
A,KM2,LUE,NL12	554 	622 	719 	833 
A,KM2,LUE,NL13	259 	246 	310 	345 
A,KM2,LUE,NL2	2494 	2265 	2247 	2005 
A,KM2,LUE,NL21	532 	528 	519 	433 
A,KM2,LUE,NL22	1263 	1113 	1192 	722 
A,KM2,LUE,NL23	700 	624 	536 u	850 
A,KM2,LUE,NL3	2027 	2252 	2277 	1701 u
A,KM2,LUE,NL31	396 	424 	513 	281 u
A,KM2,LUE,NL32	955 	1056 	954 	605 u
A,KM2,LUE,NL33	529 	659 	640 	660 
A,KM2,LUE,NL34	146 	112 	170 	155 
A,KM2,LUE,NL4	1341 	1441 	1621 	1378 
A,KM2,LUE,NL41	928 	1037 	1114 	901 
A,KM2,LUE,NL42	413 	404 	506 	477 
A,KM2,LUE,PL	14517 	17249 	18674 	17830 
A,KM2,LUE,PL1	2191 	2836 	3076 	: 
A,KM2,LUE,PL11	739 	926 	1071 	: 
A,KM2,LUE,PL12	1451 	1909 	2005 	: 
A,KM2,LUE,PL2	2331 	2561 	2928 	2672 
A,KM2,LUE,PL21	979 	1126 	1194 	1216 
A,KM2,LUE,PL22	1352 	1436 	1735 	1456 
A,KM2,LUE,PL3	2827 	3458 	3346 	: 
A,KM2,LUE,PL31	714 	939 	1008 	: 
A,KM2,LUE,PL32	1050 	1309 	1173 	: 
A,KM2,LUE,PL33	469 	627 	533 	: 
A,KM2,LUE,PL34	595 	584 	630 	: 
A,KM2,LUE,PL4	3253 	3513 	3722 	3443 
A,KM2,LUE,PL41	1634 	1692 	1668 	1551 
A,KM2,LUE,PL42	1020 	1154 	1387 	1291 
A,KM2,LUE,PL43	599 	668 	667 	602 
A,KM2,LUE,PL5	1150 	1616 	1595 	1582 
A,KM2,LUE,PL51	899 	1254 	1187 	1109 
A,KM2,LUE,PL52	251 	362 	409 	473 
A,KM2,LUE,PL6	2766 	3266 	4006 	3665 
A,KM2,LUE,PL61	900 	878 	1043 	1215 
A,KM2,LUE,PL62	1079 	1474 	1778 	1203 
A,KM2,LUE,PL63	787 	914 	1186 	1247 
A,KM2,LUE,PL7	: 	: 	: 	1551 
A,KM2,LUE,PL71	: 	: 	: 	1069 
A,KM2,LUE,PL72	: 	: 	: 	482 
A,KM2,LUE,PL8	: 	: 	: 	2798 
A,KM2,LUE,PL81	: 	: 	: 	972 
A,KM2,LUE,PL82	: 	: 	: 	1231 
A,KM2,LUE,PL84	: 	: 	: 	595 
A,KM2,LUE,PL9	: 	: 	: 	2119 
A,KM2,LUE,PL91	: 	: 	: 	956 
A,KM2,LUE,PL92	: 	: 	: 	1163 
A,KM2,LUE,PT	3016 	2511 	2940 	2551 
A,KM2,LUE,PT1	3016 	2511 	2940 	2551 
A,KM2,LUE,PT11	981 	853 	1032 	937 
A,KM2,LUE,PT15	229 	214 	237 	175 
A,KM2,LUE,PT16	1056 	810 	942 	770 
A,KM2,LUE,PT17	352 	393 	375 	375 
A,KM2,LUE,PT18	397 	241 	354 	295 
A,KM2,LUE,RO	: 	4297 	4096 	4877 
A,KM2,LUE,RO1	: 	1094 	862 	1236 
A,KM2,LUE,RO11	: 	624 	548 	601 
A,KM2,LUE,RO12	: 	469 	314 	635 
A,KM2,LUE,RO2	: 	1367 	1452 	1345 
A,KM2,LUE,RO21	: 	797 	705 	722 
A,KM2,LUE,RO22	: 	570 	747 	622 
A,KM2,LUE,RO3	: 	851 	833 	948 
A,KM2,LUE,RO31	: 	657 	621 	706 
A,KM2,LUE,RO32	: 	194 	212 	242 
A,KM2,LUE,RO4	: 	986 	950 	1347 
A,KM2,LUE,RO41	: 	520 	532 	693 
A,KM2,LUE,RO42	: 	465 	417 	655 
A,KM2,LUE,SE	28133 	58455 	54715 	36465 
A,KM2,LUE,SE1	5375 	7980 	7421 	5066 
A,KM2,LUE,SE11	1270 	1557 	1634 	1026 
A,KM2,LUE,SE12	4106 	6423 	5787 	4040 u
A,KM2,LUE,SE2	7831 	11784 	11228 	6656 
A,KM2,LUE,SE21	3000 	4274 	4188 	3585 
A,KM2,LUE,SE22	1146 	1373 	1491 	1235 
A,KM2,LUE,SE23	3685 	6137 	5549 	1836 
A,KM2,LUE,SE3	14927 	38690 	36067 	24742 
A,KM2,LUE,SE31	4160 	9598 	8624 	5236 
A,KM2,LUE,SE32	3835 	10761 	7386 	3485 u
A,KM2,LUE,SE33	6932 	18332 	20057 	16021 
A,KM2,LUE,SI	958 	1088 	1004 	645 
A,KM2,LUE,SI0	958 	1088 	1004 	645 
A,KM2,LUE,SI03	607 	587 	698 	404 
A,KM2,LUE,SI04	351 	501 	305 	242 
A,KM2,LUE,SK	2481 	2065 	2050 	2096 
A,KM2,LUE,SK0	2481 	2065 	2050 	2096 
A,KM2,LUE,SK01	438 	196 	190 	392 
A,KM2,LUE,SK02	613 	648 	512 	462 
A,KM2,LUE,SK03	608 	542 	586 	547 
A,KM2,LUE,SK04	822 	680 	762 	696 
A,KM2,LUE,UK	25578 	22816 	22932 	21714 
A,KM2,LUE,UKC	917 	850 	795 	700 
A,KM2,LUE,UKC1	328 	372 	381 	284 
A,KM2,LUE,UKC2	589 	477 	414 	416 
A,KM2,LUE,UKD	2105 	1898 	1954 	1851 
A,KM2,LUE,UKD1	516 	341 	421 	300 
A,KM2,LUE,UKD3	541 	576 	472 	512 
A,KM2,LUE,UKD4	388 	254 	382 	396 
A,KM2,LUE,UKD6	361 	402 	405 	374 
A,KM2,LUE,UKD7	299 	324 	274 	269 
A,KM2,LUE,UKE	1644 	1506 	1518 	1452 
A,KM2,LUE,UKE1	283 	357 	383 	303 
A,KM2,LUE,UKE2	526 	390 	352 	393 
A,KM2,LUE,UKE3	349 	340 	355 	291 
A,KM2,LUE,UKE4	485 	420 	427 	465 
A,KM2,LUE,UKF	1529 	1525 	1758 	1622 
A,KM2,LUE,UKF1	743 	742 	780 	642 
A,KM2,LUE,UKF2	530 	501 	621 	649 
A,KM2,LUE,UKF3	256 	282 	357 	331 
A,KM2,LUE,UKG	1761 	1862 	1799 	1555 
A,KM2,LUE,UKG1	785 	754 	705 	571 
A,KM2,LUE,UKG2	505 	628 	632 	575 
A,KM2,LUE,UKG3	471 	480 	463 	409 
A,KM2,LUE,UKH	2905 	2845 	3119 	2644 
A,KM2,LUE,UKH1	1748 	1603 	1767 	1478 
A,KM2,LUE,UKH2	493 	623 	682 	538 
A,KM2,LUE,UKH3	665 	619 	670 	628 
A,KM2,LUE,UKI	1024 	1010 	1006 	1013 
A,KM2,LUE,UKI3	72 	87 	80 	74 
A,KM2,LUE,UKI4	167 	172 	171 	143 
A,KM2,LUE,UKI5	279 	265 	252 	223 
A,KM2,LUE,UKI6	188 	183 	216 	235 
A,KM2,LUE,UKI7	318 	304 	287 	338 
A,KM2,LUE,UKJ	3575 	3456 	3460 	3622 
A,KM2,LUE,UKJ1	989 	994 	875 	923 
A,KM2,LUE,UKJ2	1069 	1085 	1229 	1157 
A,KM2,LUE,UKJ3	926 	751 	709 	800 
A,KM2,LUE,UKJ4	591 	626 	647 	742 
A,KM2,LUE,UKK	3526 	2878 	2672 	2202 
A,KM2,LUE,UKK1	1556 	1248 	1055 	838 
A,KM2,LUE,UKK2	791 	690 	707 	595 
A,KM2,LUE,UKK3	484 	437 	364 	304 
A,KM2,LUE,UKK4	695 	503 	546 	465 
A,KM2,LUE,UKL	1597 	1339 	1292 	1377 
A,KM2,LUE,UKL1	956 	829 	742 	814 
A,KM2,LUE,UKL2	641 	511 	550 	564 
A,KM2,LUE,UKM	3866 	2698 	2634 	2353 
A,KM2,LUE,UKM2	1159 	940 	939 	: 
A,KM2,LUE,UKM3	983 	865 	1001 	: 
A,KM2,LUE,UKM5	284 	244 	223 	274 
A,KM2,LUE,UKM6	1439 	650 	471 	600 
A,KM2,LUE,UKM7	: 	: 	: 	752 
A,KM2,LUE,UKM8	: 	: 	: 	282 
A,KM2,LUE,UKM9	: 	: 	: 	445 
A,KM2,LUE,UKN	1128 	947 	925 	1323 
A,KM2,LUE,UKN0	1128 	947 	925 	1323 
A,KM2,LUE1,AT	138 	166 	181 	133 
A,KM2,LUE1,AT1	30 u	24 u	28 u	39 
A,KM2,LUE1,AT11	: 	: 	: 	7 u
A,KM2,LUE1,AT12	30 u	24 u	28 u	22 
A,KM2,LUE1,AT13	: 	: 	: 	11 u
A,KM2,LUE1,AT2	39 	42 	68 	47 
A,KM2,LUE1,AT21	4 u	8 u	17 u	8 u
A,KM2,LUE1,AT22	35 	34 	51 	39 
A,KM2,LUE1,AT3	69 	99 	85 	47 
A,KM2,LUE1,AT31	60 	73 	54 	32 
A,KM2,LUE1,AT32	: 	8 u	7 u	1 u
A,KM2,LUE1,AT33	: 	17 	24 u	14 
A,KM2,LUE1,AT34	9 u	2 u	: 	: 
A,KM2,LUE1,BE	235 	207 	172 	194 
A,KM2,LUE1,BE1	: 	5 u	7 u	: 
A,KM2,LUE1,BE10	: 	5 u	7 u	: 
A,KM2,LUE1,BE2	107 	141 	127 	110 
A,KM2,LUE1,BE21	11 u	68 	48 u	26 u
A,KM2,LUE1,BE22	: 	: 	: 	5 u
A,KM2,LUE1,BE23	51 u	38 u	45 u	21 u
A,KM2,LUE1,BE24	: 	22 u	15 u	11 u
A,KM2,LUE1,BE25	44 u	13 u	19 u	47 
A,KM2,LUE1,BE3	128 	61 	38 u	85 
A,KM2,LUE1,BE31	30 u	16 u	: 	8 u
A,KM2,LUE1,BE32	23 u	21 u	22 u	37 u
A,KM2,LUE1,BE33	74 u	13 u	5 u	14 u
A,KM2,LUE1,BE34	: 	: 	: 	10 u
A,KM2,LUE1,BE35	: 	11 u	11 u	17 u
A,KM2,LUE1,BG	: 	108 	136 	88 
A,KM2,LUE1,BG3	: 	75 	86 	31 u
A,KM2,LUE1,BG32	: 	: 	12 u	: 
A,KM2,LUE1,BG33	: 	41 u	31 u	: 
A,KM2,LUE1,BG34	: 	33 u	42 u	31 u
A,KM2,LUE1,BG4	: 	34 u	50 u	57 u
A,KM2,LUE1,BG41	: 	16 u	32 u	42 u
A,KM2,LUE1,BG42	: 	18 u	18 u	15 u
A,KM2,LUE1,CY	: 	26 	23 	23 
A,KM2,LUE1,CY0	: 	26 	23 	23 
A,KM2,LUE1,CY00	: 	26 	23 	23 
A,KM2,LUE1,CZ	131 	157 	175 	266 
A,KM2,LUE1,CZ0	131 	157 	175 	266 
A,KM2,LUE1,CZ01	11 u	16 u	33 u	62 u
A,KM2,LUE1,CZ02	18 u	14 u	14 u	: 
A,KM2,LUE1,CZ03	23 u	14 u	8 u	26 u
A,KM2,LUE1,CZ04	9 u	28 u	28 u	: 
A,KM2,LUE1,CZ05	9 u	7 u	8 u	51 u
A,KM2,LUE1,CZ06	14 u	37 u	18 u	23 u
A,KM2,LUE1,CZ07	22 u	25 u	33 u	31 u
A,KM2,LUE1,CZ08	27 u	15 u	33 u	74 u
A,KM2,LUE1,DE	1817 	2220 	1989 	2023 
A,KM2,LUE1,DE1	164 	262 	206 	227 
A,KM2,LUE1,DE11	32 u	78 	83 	122 
A,KM2,LUE1,DE12	72 	97 	84 	66 u
A,KM2,LUE1,DE13	36 u	57 u	15 u	7 u
A,KM2,LUE1,DE14	24 u	29 u	24 u	32 u
A,KM2,LUE1,DE2	204 	233 	355 	290 
A,KM2,LUE1,DE21	53 u	67 	58 	62 u
A,KM2,LUE1,DE22	40 u	43 u	62 u	41 u
A,KM2,LUE1,DE23	9 u	8 u	15 u	34 u
A,KM2,LUE1,DE24	14 u	12 u	22 u	51 u
A,KM2,LUE1,DE25	14 u	21 u	55 u	48 u
A,KM2,LUE1,DE26	56 u	46 u	71 u	36 u
A,KM2,LUE1,DE27	17 u	35 u	73 	17 u
A,KM2,LUE1,DE3	31 u	29 u	31 u	61 
A,KM2,LUE1,DE30	31 u	29 u	31 u	61 
A,KM2,LUE1,DE4	81 	144 	144 	98 
A,KM2,LUE1,DE40	81 	144 	144 	98 
A,KM2,LUE1,DE5	32 u	35 u	22 u	12 u
A,KM2,LUE1,DE50	32 u	35 u	22 u	12 u
A,KM2,LUE1,DE6	: 	7 u	: 	46 
A,KM2,LUE1,DE60	: 	7 u	: 	46 
A,KM2,LUE1,DE7	43 u	83 	118 	64 u
A,KM2,LUE1,DE71	32 u	44 	63 	47 u
A,KM2,LUE1,DE72	: 	10 u	34 u	10 u
A,KM2,LUE1,DE73	11 u	28 u	21 u	8 u
A,KM2,LUE1,DE8	68 	78 	85 	25 u
A,KM2,LUE1,DE80	68 	78 	85 	25 u
A,KM2,LUE1,DE9	177 	312 	221 	321 
A,KM2,LUE1,DE91	11 u	42 u	41 u	42 u
A,KM2,LUE1,DE92	40 u	58 u	33 u	9 u
A,KM2,LUE1,DE93	55 u	87 	45 u	91 
A,KM2,LUE1,DE94	71 u	125 	101 	179 
A,KM2,LUE1,DEA	481 	490 	402 	417 
A,KM2,LUE1,DEA1	199 	190 	157 	121 
A,KM2,LUE1,DEA2	85 	58 	73 	70 u
A,KM2,LUE1,DEA3	96 	87 	63 u	70 u
A,KM2,LUE1,DEA4	17 u	21 u	13 u	34 u
A,KM2,LUE1,DEA5	85 	134 	96 	122 
A,KM2,LUE1,DEB	104 	108 	102 	81 
A,KM2,LUE1,DEB1	49 u	64 	57 	47 u
A,KM2,LUE1,DEB2	: 	: 	: 	9 u
A,KM2,LUE1,DEB3	55 u	45 u	46 u	25 u
A,KM2,LUE1,DEC	: 	: 	15 u	8 u
A,KM2,LUE1,DEC0	: 	: 	15 u	8 u
A,KM2,LUE1,DED	214 	207 	147 	119 
A,KM2,LUE1,DED2	69 u	65 	44 u	32 u
A,KM2,LUE1,DED4	107 	90 	53 u	47 u
A,KM2,LUE1,DED5	38 u	53 u	51 u	40 u
A,KM2,LUE1,DEE	90 	93 	58 	53 u
A,KM2,LUE1,DEE0	90 	93 	58 	53 u
A,KM2,LUE1,DEF	59 	101 	69 	102 
A,KM2,LUE1,DEF0	59 	101 	69 	102 
A,KM2,LUE1,DEG	70 u	36 u	14 u	99 
A,KM2,LUE1,DEG0	70 u	36 u	14 u	99 
A,KM2,LUE1,DK	332 	340 	333 	312 
A,KM2,LUE1,DK0	332 	340 	333 	312 
A,KM2,LUE1,DK01	59 	33 	35 u	32 u
A,KM2,LUE1,DK02	57 u	50 	42 u	50 
A,KM2,LUE1,DK03	138 	108 	102 	100 
A,KM2,LUE1,DK04	52 u	119 	103 	115 
A,KM2,LUE1,DK05	25 u	31 u	51 u	14 u
A,KM2,LUE1,EE	: 	: 	47 u	16 u
A,KM2,LUE1,EE0	: 	: 	47 u	16 u
A,KM2,LUE1,EE00	: 	: 	47 u	16 u
A,KM2,LUE1,EL	176 	287 	260 	204 
A,KM2,LUE1,EL3	37 u	122 	86 	61 u
A,KM2,LUE1,EL30	37 u	122 	86 	61 u
A,KM2,LUE1,EL4	48 u	43 u	41 u	34 
A,KM2,LUE1,EL41	: 	5 u	6 u	: 
A,KM2,LUE1,EL42	: 	: 	: 	25 
A,KM2,LUE1,EL43	48 u	38 u	36 u	9 
A,KM2,LUE1,EL5	45 u	50 u	65 	51 
A,KM2,LUE1,EL51	14 u	: 	24 u	17 u
A,KM2,LUE1,EL52	20 u	45 u	27 u	27 u
A,KM2,LUE1,EL54	11 u	5 u	13 u	7 
A,KM2,LUE1,EL6	46 u	72 	68 	58 
A,KM2,LUE1,EL61	: 	: 	11 u	29 u
A,KM2,LUE1,EL62	: 	24 u	13 u	8 u
A,KM2,LUE1,EL63	30 u	21 u	9 u	14 u
A,KM2,LUE1,EL64	15 u	14 u	24 u	: 
A,KM2,LUE1,EL65	: 	14 u	11 u	6 u
A,KM2,LUE1,ES	329 	481 	330 	352 
A,KM2,LUE1,ES1	29 u	28 u	32 u	30 
A,KM2,LUE1,ES11	16 u	13 u	14 u	17 u
A,KM2,LUE1,ES12	13 u	15 u	6 u	8 u
A,KM2,LUE1,ES13	: 	: 	11 u	5 u
A,KM2,LUE1,ES2	: 	66 	11 u	16 u
A,KM2,LUE1,ES21	: 	25 u	: 	: 
A,KM2,LUE1,ES22	: 	27 u	5 u	: 
A,KM2,LUE1,ES24	: 	13 u	6 u	16 u
A,KM2,LUE1,ES3	41 u	72 	52 	53 
A,KM2,LUE1,ES30	41 u	72 	52 	53 
A,KM2,LUE1,ES4	30 u	64 	49 	40 
A,KM2,LUE1,ES41	12 u	12 u	24 u	14 
A,KM2,LUE1,ES42	18 u	52 	25 u	23 u
A,KM2,LUE1,ES43	: 	: 	: 	3 u
A,KM2,LUE1,ES5	100 	158 	125 	133 
